X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Num_Tested_All_2017,Average_Score_All_2017,Num_in_HFZ_All_2017,Pct_in_HFZ_All_2017,Num_Tested_Male_2017,Average_Score_Male_2017,Num_in_HFZ_Male_2017,Pct_in_HFZ_Male_2017,Num_Tested_Female_2017,Average_Score_Female_2017,Num_in_HFZ_Female_2017,Pct_in_HFZ_Female_2017,GlobalID,last_edited_date
-84.198562999955541,31.607795999735472,91,6474060,647,Dougherty County,4060,Sherwood Acres Elementary School,E,PK-05,2201 Doncaster Dr,Albany,GA,31707-2471,229.431.3397,661,39.55,127,19.2,342,40.16,85,24.9,319,38.9,42,13.2,{736CAD8B-6609-43C7-B5EC-4F8376C94018},
-84.174219999461741,31.606172999572038,92,6473058,647,Dougherty County,3058,Northside Elementary School,E,PK-05,901 14th Ave,Albany,GA,31701-1335,229.431.3390,,,,,,,,,,,,,{0E326242-7A02-43C2-9995-838A1B94EC66},
-84.163533999582214,31.742946000188077,93,6880197,688,Lee County,0197,Kinchafoonee Primary School,E,PK-02,295 Leslie Hwy,Leesburg,GA,31763-4338,229.903.2200,,,,,,,,,,,,,{64397F5F-7E9B-46F4-811B-7D50A735CC4B},
-84.160976999697283,31.745679000281271,94,6880393,688,Lee County,0393,Twin Oaks Elementary,E,03-05,370 Leslie Hwy,Leesburg,GA,31763-3731,229.903.2240,458,39.4,145,31.7,227,40.16,99,43.6,231,38.66,46,19.9,{B310D073-5049-4DF3-A973-496511D5A040},
-84.159362999094114,31.744310999734029,95,6880187,688,Lee County,0187,Lee County Primary School,E,PK-02,282 Magnolia Ave,Leesburg,GA,31763-4334,229.903.2180,,,,,,,,,,,,,{EFC13A83-F86A-4242-A7CB-8BDA55432CCE},
-84.133114999958849,31.550524999542379,96,6472058,647,Dougherty County,2058,Morningside Elementary School,E,PK-05,120 Sunset Ln,Albany,GA,31705-8001,229.431.3387,298,43.62,80,26.8,148,45.85,46,31.1,150,41.42,34,22.7,{ACB70CB4-FFB2-4B39-9672-059CA805C6DF},
-84.127918000524744,31.532510000681253,97,6475058,647,Dougherty County,5058,Radium Springs Elementary School,E,PK-05,2400 Roxanna Rd,Albany,GA,31705-4574,229.431.3395,415,41.18,98,23.6,216,42.26,57,26.4,199,40.01,41,20.6,{66C1E71D-98D3-4C65-988C-1F590B202737},
-84.121479000442832,31.586881999604842,98,6470105,647,Dougherty County,0105,Robert H Harvey Elementary School,E,PK-05,1305 E 2nd Ave,Albany,GA,31705-1315,229.431.3367,501,39.44,88,17.6,267,40.43,67,25.1,234,38.31,21,9,{71720E18-73BA-4D4E-8333-A1B8332669C4},
-84.097926999782672,31.555126999668627,99,6475056,647,Dougherty County,5056,International Studies Elementary Charter School,E,PK-05,2237 Cutts Dr,Albany,GA,31705-3810,229.431.3384,355,37.91,19,5.4,197,38.33,14,7.1,158,37.38,5,3.2,{490E124D-7C65-4B02-A043-2B6450CFB701},
-84.09995500011533,31.577853000517415,100,6473062,647,Dougherty County,3062,Turner Elementary School,E,PK-05,2001 Leonard Ave,Albany,GA,31705-2341,229.431.3406,,,,,,,,,,,,,{4662B5D1-EB0C-4317-951F-7F7B64A8461B},
-84.143146000587834,31.716145999778881,101,6880103,688,Lee County,0103,Lee County Elementary School,E,03-05,314 Lovers Lane Rd,Leesburg,GA,31763-4306,229.903.2220,401,40.15,153,38.2,211,40.76,103,48.8,190,39.48,50,26.3,{92230A00-6571-4AFF-8A61-99642E060E70},
-84.230093000236408,32.046110000102352,102,7290396,729,Sumter County,0396,Furlow Charter School,E,KK-12,63 Valley Dr,Americus,GA,31709-4488,229.931.8538,568,39.89,145,25.5,289,40.93,95,32.9,279,38.81,50,17.9,{DF34A509-97E4-434F-B032-DE03639C5DC4},
-84.217438000667158,32.110417000054866,103,7290188,729,Sumter County,0188,Sumter County Elementary School,E,02-03,438 Bumphead Rd,Americus,GA,31719-8143,229.924.7835,,,,,,,,,,,,,{1002E849-921A-4FB1-B127-7555623B3C73},
-84.213417000298946,32.109598999762198,104,7290100,729,Sumter County,0100,Sumter County Primary School,E,PK-01,123 Learning Ln,Americus,GA,31719-8171,229.924.1012,,,,,,,,,,,,,{0D89CFA6-34EE-40BD-85AB-36D8210512A1},
-84.219604000124079,32.112949000036544,105,7290595,729,Sumter County,0595,Sumter County Intermediate School,E,04-06,439 Bumphead Rd,Americus,GA,31719-8144,229.924.3168,1069,39.38,350,32.7,513,40.47,229,44.6,556,38.38,121,21.8,{9A022A88-EE92-4825-8A53-5BFF6B8972C4},
-84.074337000238458,32.288278000114602,106,6940198,694,Macon County,0198,Macon County Elementary School,E,PK-05,400 Ga Highway 128,Oglethorpe,GA,31068-5728,478.472.6563,,,,,,,,,,,,,{092726B9-D8E9-4E0E-9ECE-19874D01EB03},
-84.909048999348855,32.557632000265947,107,7060108,706,Muscogee County,0108,Eagle Ridge Academy,E,PK-05,7601 Schomburg Rd,Columbus,GA,31909-1807,706.569.3746,681,40.81,222,32.6,355,41.76,139,39.2,326,39.78,83,25.5,{D9F438BB-8D6C-407C-91B2-C5411146E122},
-84.884671999989891,32.52150800013959,108,7063069,706,Muscogee County,3069,Waddell Elementary School,E,KK-05,6101 Miller Rd,Columbus,GA,31907-1412,706.569.3722,383,39.99,114,29.8,197,40.61,65,33,186,39.34,49,26.3,{58BCA0B5-99E5-46D6-8302-A4AFC12E08B8},
-84.930571999930663,32.574771000120741,109,7060104,706,Muscogee County,0104,North Columbus Elementary,E,KK-05,2006 Old Guard Rd,Columbus,GA,31909-2463,706.748.3183,555,46.09,361,65,297,48.27,205,69,258,43.57,156,60.5,{624D5025-E591-42D8-9F4E-CA84A67A2DFB},
-84.865583000008243,32.556421999827194,110,7060501,706,Muscogee County,0501,Midland Academy,E,PK-05,7373 Psalmond Rd,Midland,GA,31820-3629,706.569.3664,407,42.08,145,35.6,218,42.77,82,37.6,189,41.28,63,33.3,{B2DE4466-FB6B-4D36-AFE1-B931D4FD41C9},
-84.841009000124004,32.557401999276792,111,7064064,706,Muscogee County,4064,Mathews Elementary School,E,PK-05,7533 Lynch Rd,Midland,GA,31820-4011,706.569.3656,307,41.98,197,64.2,133,42.73,92,69.2,174,41.41,105,60.3,{8205408A-72BD-4DAC-AB63-7BC5900857FC},
-84.828255999611571,32.630649000018963,112,6720190,672,Harris County,0190,Pine Ridge Elementary School,E,PK-04,15750 Ga Highway 315,Ellerslie,GA,31807-5135,706.568.6578,93,43.83,61,65.6,42,45.57,33,78.6,51,42.4,28,54.9,{8C5E0244-8B14-49DC-A109-4827B3C1EE89},
-84.917983000909217,32.675608999800282,113,6720199,672,Harris County,0199,Mulberry Creek Elementary School,E,PK-04,8405 Ga Highway 315,Cataula,GA,31804-2772,706.320.9397,103,42.78,72,69.9,48,43.68,38,79.2,55,42,34,61.8,{E56F0F89-8628-4076-A060-F5DBDE6CB45F},
-84.874866000339651,32.770778999598598,114,6720188,672,Harris County,0188,Park Elementary School,E,PK-04,13185 US Highway 27 N,Hamilton,GA,31811-5242,706.628.4997,86,45.78,85,98.8,47,46.29,46,97.9,39,45.16,39,100,{C1C0CD1B-6A95-4737-84F3-D0235A391BA5},
-84.543391000893976,32.690043999885525,115,7300190,730,Talbot County,0190,Central Elementary/High School,K12,PK-12,945 N Washington Ave,Talbotton,GA,31827-2130,706.665.8577,87,42.29,41,47.1,42,43.54,24,57.1,45,41.13,17,37.8,{1B552F44-9786-4B31-8E1E-3DBBE0A1BEC0},
-84.645441999809691,32.882191999829246,116,6990200,699,Meriwether County,0200,Mountain View Elementary School,E,PK-05,2600 Judson Bulloch Rd,Manchester,GA,31816-6428,706.655.3969,314,41.19,114,36.3,159,41.94,72,45.3,155,40.42,42,27.1,{C6D229F5-5AF1-45C5-B232-23DB2D6C2BD9},
-84.577908999161636,32.984635999764201,117,6990102,699,Meriwether County,0102,George E. Washington Elementary School (PK-5),E,PK-05,18425 Main St,Woodbury,GA,30293-2933,706.553.3951,,,,,,,,,,,,,{6AF1A233-96A0-4162-B2D3-B888BCDB6C92},
-84.908913000540537,33.169613999947025,118,7410397,741,Troup County,0397,Hogansville Elementary School,E,PK-05,611 E Main St,Hogansville,GA,30230-1507,706.812.7990,363,42.67,86,23.7,182,43.65,47,25.8,181,41.68,39,21.5,{BB1056BD-06FA-4A00-8ED0-68E5357EC59E},
-84.827428999928017,33.234123999658181,119,6380203,638,Coweta County,0203,Glanton Elementary,E,PK-05,5725 Highway 29,Grantville,GA,30220-2140,770.583.2873,88,38.95,24,27.3,46,39.1,15,32.6,42,38.79,9,21.4,{7709E5CD-E29B-4E3A-B460-645738648E4E},
-84.747690000391628,33.221793999622449,120,6990100,699,Meriwether County,0100,Unity Elementary School (PK-5),E,PK-05,172 N Main St,Luthersville,GA,30251-1500,770.927.6488,153,41.15,53,34.6,77,42.2,28,36.4,76,40.08,25,32.9,{0C1CA925-5844-4B61-A3EE-8BA4A77CDEA4},
-84.768765999792919,33.284465000259033,121,6383054,638,Coweta County,3054,Moreland Elementary School,E,PK-05,145 Railroad St,Moreland,GA,30259-2351,770.254.2875,137,41.29,67,48.9,74,42.24,40,54.1,63,40.17,27,42.9,{3E13F769-FF4E-4A2A-99BA-0CD303D776C7},
-84.889203999723279,33.389307000392257,122,6385056,638,Coweta County,5056,Western Elementary School,E,PK-05,1730 Welcome Rd,Newnan,GA,30263-4459,770.254.2790,135,40.82,67,49.6,68,41.05,35,51.5,67,40.58,32,47.8,{DA6EFA35-0E88-44F0-86CF-28830FBCEEAE},
-84.816571999921749,33.372963999967737,123,6381054,638,Coweta County,1054,Ruth Hill Elementary School,E,PK-05,57 Sunset Ln,Newnan,GA,30263-2836,770.254.2895,128,42.76,84,65.6,60,44.09,46,76.7,68,41.58,38,55.9,{305DBA0D-8D4F-4302-A3D4-04220FE149E2},
-84.806877000013387,33.383983999960577,124,6383052,638,Coweta County,3052,Elm Street Elementary School,E,PK-05,46 Elm St,Newnan,GA,30263-1540,770.254.2865,150,40.24,55,36.7,73,41.44,37,50.7,77,39.1,18,23.4,{329FD049-D889-4715-836B-A675A4553E23},
-84.873311999943837,33.438060000145477,125,6381050,638,Coweta County,1050,Arnco-Sargent Elementary School,E,PK-05,2449 Highway 16 W,Newnan,GA,30263-3710,770.254.2830,124,43.29,84,67.7,59,44.85,43,72.9,65,41.87,41,63.1,{217F7AC2-9E55-4BB6-BECC-AEE9C269C7F3},
-84.917517000615774,33.497286999617202,126,6220477,622,Carroll County,0477,Whitesburg Elementary School,E,PK-05,868 Main St,Whitesburg,GA,30185-3111,770.832.3875,229,39.98,78,34.1,122,40.75,47,38.5,107,39.1,31,29,{549E6FA9-83E0-46D2-84A5-0F65F8317769},
-84.799777000326912,33.366483000231057,127,6382050,638,Coweta County,2050,Atkinson Elementary School,E,PK-05,14 Nimmons St,Newnan,GA,30263-2610,770.254.2835,166,41.13,88,53,92,42.06,58,63,74,39.97,30,40.5,{E1384D3B-807F-4BE0-8F7B-4788EC4539A6},
-84.772107000331189,33.399861999650902,128,6380195,638,Coweta County,0195,Jefferson Parkway Elementary School,E,PK-05,154 Millard Farmer Ind Blvd,Newnan,GA,30263-1090,770.254.2771,144,44.26,105,72.9,66,44.88,48,72.7,78,43.74,57,73.1,{0D64FBE5-09D4-4353-B2E0-3DA58123244B},
-84.74928000046593,33.376768999968256,129,6380192,638,Coweta County,0192,Newnan Crossing Elementary School,E,PK-05,1267 Lower Fayetteville Rd,Newnan,GA,30265-1134,770.254.2872,393,40.74,112,28.5,213,41.47,71,33.3,180,39.87,41,22.8,{73B4CAD0-2442-48C7-8E64-320B7B11B0D5},
-84.748696000116993,33.403945999455644,130,7820110,7820110,State Charter Schools- Odyssey Charter School,0110,Odyssey Charter School,E,KK-08,14 Saint John Cir,Newnan,GA,30265-1020,770.251.6111,,,,,,,,,,,,,{047481D1-E174-49FB-9A8C-4CAA7345AA9C},
-84.688208999963194,33.3426329998737,131,6380199,638,Coweta County,0199,Poplar Road Elementary School,E,PK-05,2925 Poplar Rd,Sharpsburg,GA,30277-2587,770.254.2740,179,42,102,57,91,42.65,57,62.6,88,41.33,45,51.1,{95FEA79E-E718-42A2-9CE6-44730EB505C5},
-84.713843000461679,33.36209899962406,132,6380201,638,Coweta County,0201,Welch Elementary School,E,PK-05,240 Mary Freeman Rd,Newnan,GA,30265-1601,770.254.2597,207,53.44,197,95.2,104,55.74,101,97.1,103,51.11,96,93.2,{E5C892E6-4F3E-4F0C-9568-514F4C960478},
-84.701889999415499,33.395137999520593,133,6380189,638,Coweta County,0189,White Oak Elementary School,E,PK-05,770 Lora Smith Rd,Newnan,GA,30265-1781,770.254.2860,217,41.13,108,49.8,111,41.92,66,59.5,106,40.31,42,39.6,{31475C3B-391C-47D5-8119-8045701CB42E},
-84.796437999639238,33.423641999798896,134,6382056,638,Coweta County,2056,Northside Elementary School,E,PK-05,720 Country Club Rd,Newnan,GA,30263-5548,770.254.2890,140,44.29,105,75,76,45.58,58,76.3,64,42.75,47,73.4,{D1466A8D-DBC7-464F-B02A-3BFC2A34A29A},
-84.792802000196986,33.494023000263176,135,6380115,638,Coweta County,0115,Brooks Elementary,E,PK-05,35 Genesee Point,Newnan,GA,30265,770.683.0013,563,43.27,158,28.1,274,45.15,93,33.9,289,41.48,65,22.5,{3BB88E47-1423-498E-9528-2C5BE16440FE},
-84.692623999466704,33.466629000216599,136,6380101,638,Coweta County,0101,Arbor Springs Elementary,E,PK-05,4840 Highway 29 N,Newnan,GA,30265-1407,770.463.5903,209,42.89,105,50.2,104,44.1,59,56.7,105,41.69,46,43.8,{1D1E0412-953B-489E-896D-F3DCBCB294F2},
-84.579517000132327,33.264094000132459,137,6382052,638,Coweta County,2052,Eastside Elementary School,E,PK-05,1225 Eastside School Rd,Senoia,GA,30276-3232,770.599.6621,135,45.56,109,80.7,65,45.79,50,76.9,70,45.34,59,84.3,{C9039044-D47E-442D-8852-A681E5AD5E50},
-84.6487879998583,33.361832999436658,138,6380103,638,Coweta County,0103,Willis Road Elementary,E,PK-05,430 Willis Rd,Sharpsburg,GA,30277-2386,770.304.7995,674,40.33,95,14.1,345,40.61,46,13.3,329,40.03,49,14.9,{A1CA76E1-9175-490F-A8E9-285F907991D1},
-84.668219000045084,33.408560999897432,139,6380295,638,Coweta County,0295,Thomas Crossroads Elementary School,E,PK-05,3530 Highway 34 E,Sharpsburg,GA,30277-3549,770.254.2751,130,43.74,85,65.4,65,44.48,40,61.5,65,43,45,69.2,{8C57758A-6E91-4FA5-9AB5-C15AF578A255},
-84.588537000612618,33.296576000106974,140,7830610,7830610,Commission Charter Schools- Coweta Charter Academy,0610,Coweta Charter Academy,E,KK-08,6675 Highway 16,Senoia,GA,30276-3345,770.599.0228,237,39.69,91,38.4,106,40.25,47,44.3,131,39.23,44,33.6,{45820CBB-6391-4B51-A42E-2061520F5FB0},
-84.592243000289045,33.40843299969567,141,6561052,656,Fayette County,1052,Peachtree City Elementary School,E,PK-05,201 Wisdom Rd,Peachtree City,GA,30269-1128,770.631.3250,174,45.17,154,88.5,82,46.8,73,89,92,43.72,81,88,{88F73A88-232D-4212-A703-4949F6C5EC33},
-84.569497000420938,33.386282999429632,142,6560180,656,Fayette County,0180,Huddleston Elementary School,E,PK-05,200 McIntosh Trl,Peachtree City,GA,30269-2129,770.631.3255,194,41.12,90,46.4,91,42.56,57,62.6,103,39.84,33,32,{5CDAFE3F-E4EF-4A97-95D9-58F9CB895290},
-84.544058000169244,33.380145999961698,143,6560186,656,Fayette County,0186,Oak Grove Elementary School,E,PK-05,101 Crosstown Dr,Peachtree City,GA,30269-3428,770.631.3260,135,46.14,82,60.7,78,47.64,57,73.1,57,44.08,25,43.9,{0C45AC35-70DC-481E-8B7A-001F316C47E9},
-84.648447999679604,33.464749000084097,144,6380191,638,Coweta County,0191,Canongate Elementary School,E,PK-05,200 Pete Rd,Sharpsburg,GA,30277-3279,770.463.8010,194,44.19,159,82,82,45.55,68,82.9,112,43.19,91,81.3,{289736B8-0EF2-49DF-A8C1-72795297BF0C},
-84.671042000490047,33.530146999492942,145,6600292,660,Fulton County,0292,Palmetto Elementary School,E,PK-05,505 Carlton Rd,Palmetto,GA,30268-1041,470.254.6100,328,41.01,193,58.8,173,41.34,106,61.3,155,40.65,87,56.1,{966E5DC7-8654-4186-B5CD-D3B19475A9F7},
-84.598244999465791,33.430183999850584,146,6560196,656,Fayette County,0196,Kedron Elementary School,E,PK-05,200 Kedron Dr,Peachtree City,GA,30269-3920,770.486.2700,187,43.09,126,67.4,99,43.65,69,69.7,88,42.46,57,64.8,{0C56306B-6ABF-4426-A102-ED80F34666A0},
-84.594428999685888,33.440161000351068,147,6560104,656,Fayette County,0104,Crabapple Lane Elementary School,E,PK-05,450 Crabapple Ln,Peachtree City,GA,30269-1078,770.487.5425,296,43.66,156,52.7,163,45.14,98,60.1,133,41.85,58,43.6,{EE3B21FE-28AD-4F82-AABA-8C807A05FF60},
-84.570107000719219,33.494252999881255,148,6560291,656,Fayette County,0291,Robert J. Burch Elementary School,E,PK-05,330 Jenkins Rd,Tyrone,GA,30290-1614,770.969.2820,337,41.72,184,54.6,155,42.71,104,67.1,182,40.88,80,44,{6186DE2C-2749-46D4-86AA-D7832BD8967D},
-84.522450000316354,33.342422999468248,149,6560199,656,Fayette County,0199,Peeples Elementary School,E,PK-05,153 Panther Path,Fayetteville,GA,30215-7613,770.486.2734,297,46.39,239,80.5,154,47.41,125,81.2,143,45.29,114,79.7,{2B07D780-FE04-4A35-8230-0C133BC00C01},
-84.536592999849489,33.37004300032104,150,6560191,656,Fayette County,0191,Braelinn Elementary School,E,PK-05,975 Robinson Rd,Peachtree City,GA,30269-2306,770.631.5410,191,43.89,166,86.9,93,45.02,85,91.4,98,42.81,81,82.7,{475A82B7-3595-44B9-BA03-4520CC0B9A83},
-84.473584999811024,33.379997999953154,151,6560103,656,Fayette County,0103,Sara Harp Minter Elementary School,E,PK-05,1650 Highway 85 S,Fayetteville,GA,30215-2711,770.716.3910,227,45.46,131,57.7,121,47.47,77,63.6,106,43.17,54,50.9,{27B087EB-082D-49C3-909B-CF36BB0AC098},
-84.417429000889712,33.389736999953001,152,6560111,656,Fayette County,0111,Inman Elementary,E,PK-05,677 Inman Rd,Fayetteville,GA,30215-5507,770.460.3565,226,44.18,167,73.9,115,46.32,94,81.7,111,41.96,73,65.8,{4004D226-4563-4D00-9B5F-B34180842777},
-84.512917999739315,33.444105999793045,153,6560102,656,Fayette County,0102,Cleveland Elementary School,E,PK-05,190 Lester Rd,Fayetteville,GA,30215-4928,770.716.3905,155,39.75,48,31,84,40.44,33,39.3,71,38.93,15,21.1,{F1F2CBC5-8AFE-44F7-9CF4-D3863A997D3D},
-84.46834299954908,33.440586999966044,154,6560296,656,Fayette County,0296,Spring Hill Elementary School,E,PK-05,100 Bradford Sq,Fayetteville,GA,30215-1968,770.460.3432,184,39.11,47,25.5,86,39.78,31,36,98,38.52,16,16.3,{18868703-E54A-4A37-9D4C-A0CD839C5E43},
-84.462474999889537,33.456832999789263,155,6560402,656,Fayette County,0402,Fayetteville Elementary School,E,PK-05,490 Hood Ave,Fayetteville,GA,30214-1119,770.460.3560,153,39.16,43,28.1,73,39.18,21,28.8,80,39.14,22,27.5,{946A32F1-68A2-46DF-9075-723568ABF947},
-84.471299000259847,33.51081499967448,156,6560181,656,Fayette County,0181,North Fayette Elementary School,E,PK-05,609 Kenwood Rd,Fayetteville,GA,30214-3302,770.460.3570,214,43.95,139,65,116,45.16,82,70.7,98,42.51,57,58.2,{98D06D3A-C9F2-4F8D-B0AB-23C5CC0D1C02},
-84.432196000204414,33.539492999970086,157,6310295,631,Clayton County,0295,Lake Ridge Elementary School,E,PK-05,7900 Lake Ridge Cir,Riverdale,GA,30296-7181,770.907.5170,162,41.69,97,59.9,84,42.96,62,73.8,78,40.33,35,44.9,{F7E28307-AB2D-468A-B865-5E3AA679937F},
-84.411262000780312,33.523461999681047,158,6310181,631,Clayton County,0181,Pointe South Elementary School,E,PK-05,8482 Thomas Rd,Riverdale,GA,30274-5198,770.473.2900,,,,,,,,,,,,,{F9770358-9537-4CEA-B977-61B5724067D0},
-84.219193999649875,32.554727000237065,159,7330104,733,Taylor County,0104,Taylor County Primary School,E,KK-02,56 McDowell St,Butler,GA,31006-5337,478.862.4855,,,,,,,,,,,,,{EBC5E282-27C8-4FF5-8F58-889989EA3565},
-84.217771000129645,32.555730999458454,160,7330105,733,Taylor County,0105,Taylor County Upper Elementary,E,PK-06,218 E Main St,Butler,GA,31006-5305,478.862.5690,269,42.13,157,58.4,138,43.4,94,68.1,131,40.8,63,48.1,{DD32EBB6-D0EB-4C41-88B2-87D271D459C4},
-84.299637999407267,32.894232999939518,161,7450295,745,Thomaston-Upson County,0295,Upson-Lee Elementary School,E,03-05,334 Knight Trl,Thomaston,GA,30286-3931,706.647.3632,604,41.57,316,52.3,296,42.84,181,61.1,308,40.35,135,43.8,{AAC7DCA4-87C0-4893-B1DE-883BC3C29BFC},
-84.298538000185587,32.896124999615573,162,7450105,745,Thomaston-Upson County,0105,Upson-Lee Primary School,E,PK-02,172 Knight Trl,Thomaston,GA,30286-3929,706.647.7516,,,,,,,,,,,,,{0221F7A9-F807-4919-B2FF-13970B1D32B5},
-83.903902999981142,32.574221999752922,163,7110210,711,Peach County,0210,Hunt Elementary School,E,PK-05,1750 US Highway 341,Fort Valley,GA,31030-7180,478.825.5296,384,42.01,100,26,187,43.23,60,32.1,197,40.85,40,20.3,{DF876954-90A0-4E67-BF82-CDCBE0EB926E},
-84.007581000531985,32.727907999824623,164,6390192,639,Crawford County,0192,Crawford County Elementary School,E,PK-05,191 Lowe Rd,Roberta,GA,31078-4823,478.836.3171,230,41.56,117,50.9,107,42.52,64,59.8,123,40.73,53,43.1,{1C13DEF7-14BB-436A-8EB9-5E37B2A097BD},
-83.956274000229101,33.022366000139087,165,7020205,702,Monroe County,0205,Samuel E. Hubbard Elementary School,E,PK-05,558 Ga Highway 83 S,Forsyth,GA,31029-6908,478.994.7066,383,41.91,109,28.5,223,42.51,63,28.3,160,41.07,46,28.7,{566B11DA-6599-4CBA-A37C-ED6717EEA2F6},
-83.919651999757562,33.010108000321182,166,7020105,702,Monroe County,0105,T.G. Scott Elementary School,E,PK-05,70 Thornton Rd,Forsyth,GA,31029-8734,478.994.3495,251,41.58,122,48.6,110,42.84,63,57.3,141,40.6,59,41.8,{80ABCCF1-B5E0-463A-AE5F-0E2E45AE9768},
-84.344606000455016,33.088097000016717,167,7140188,714,Pike County,0188,Pike County Primary School,E,PK-02,7218 Highway 19 S,Zebulon,GA,30295-3597,770.567.8443,,,,,,,,,,,,,{7F993459-1797-4B90-A8F9-7D89DB467F87},
-84.339926000641981,33.0877370001636,168,7140101,714,Pike County,0101,Pike County Elementary School,E,03-05,607 Pirate Dr,Zebulon,GA,30295-3375,770.567.4444,440,40.75,193,43.9,230,41.65,118,51.3,210,39.77,75,35.7,{245718D6-A068-46E7-8357-D13DBA4B4617},
-84.299712000660449,33.195451999572811,169,7260103,726,Spalding County,0103,Moreland Road Elementary,E,PK-05,455 Moreland Rd,Griffin,GA,30224-5463,770.229.3755,133,39.3,37,27.8,69,39.92,28,40.6,64,38.63,9,14.1,{364DA74F-7CF7-4333-AF15-506CB430C223},
-84.293065000356165,33.253041999718988,170,7264052,726,Spalding County,4052,Orrs Elementary School,E,PK-05,1553 Flynt St,Griffin,GA,30223-2064,770.229.3743,210,39.19,55,26.2,120,39.57,36,30,90,38.69,19,21.1,{0C8121BD-21DA-4056-83C1-75150D19BACC},
-84.30843900018678,33.279735000352623,171,7260192,726,Spalding County,0192,Cowan Road Elementary School,E,PK-05,1233 Cowan Rd,Griffin,GA,30223-1078,770.229.3790,200,38.88,46,23,98,39.52,29,29.6,102,38.26,17,16.7,{992F424F-621F-43F4-89D2-F27AD7636127},
-84.181227999680601,33.041563000177483,172,6850105,685,Lamar County,0105,Lamar County Elementary School,E,03-05,228 Roberta Dr,Barnesville,GA,30204-4353,770.358.5556,557,42.1,219,39.3,297,42.95,128,43.1,260,41.13,91,35,{3B1EF590-5F38-4011-8CF1-B6DE6213069D},
-84.181924000719803,33.045569000488534,173,6850205,685,Lamar County,0205,Lamar County Primary School,E,PK-02,154 Burnette Rd,Barnesville,GA,30204-3401,770.358.8661,,,,,,,,,,,,,{0C8AA96C-2940-495A-BACB-DAF52518CEDD},
-84.235285999135669,33.222892999598315,174,7260199,726,Spalding County,0199,Futral Road Elementary School,E,PK-05,180 Futral Rd,Griffin,GA,30224-7454,770.229.3735,193,44.44,145,75.1,100,45.66,80,80,93,43.12,65,69.9,{9140F24E-6DDE-4614-9534-18BA3705F8C2},
-84.277354000012878,33.238014000160675,175,7261050,726,Spalding County,1050,Anne Street Elementary School,E,PK-05,802 Anne St,Griffin,GA,30224-4704,770.229.3746,109,40.11,42,38.5,55,40.45,21,38.2,54,39.76,21,38.9,{AC95E703-002A-455D-9A15-10C8A8DDFEE3},
-84.262484000242878,33.232908999875015,176,7262050,726,Spalding County,2050,Crescent Road Elementary School,E,PK-05,201 Crescent Rd,Griffin,GA,30224-4836,770.229.3719,151,40.26,66,43.7,82,40.9,43,52.4,69,39.5,23,33.3,{1B374A91-A411-4E8E-9CBB-5D461345BEBA},
-84.261110999523424,33.257929000260695,177,7262552,726,Spalding County,2552,Moore Elementary School,E,PK-05,201 Cabin Creek Dr,Griffin,GA,30223-3121,770.229.3756,92,41,41,44.6,43,42.31,25,58.1,49,39.85,16,32.7,{4EE93F1C-686C-4C35-8662-7D36BF7E6E51},
-84.260201999790951,33.270341999766011,178,7261550,726,Spalding County,1550,Atkinson Elementary School,E,PK-05,307 Atkinson Dr,Griffin,GA,30223-1927,770.229.3715,131,39.36,42,32.1,63,40.57,30,47.6,68,38.23,12,17.6,{C84D8200-D3F6-4581-8D1E-3F6BC4F38087},
