X,Y,OBJECTID,SYSSCHOOL,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,FAC_SCHTYP,GRADE_RANGE,SCHOOL_ADD,SCHOOL_CITY,STATE,SCHOOL_ZIP,SCHOOL_PHONE,Tot_EnrollmentA_FallSchYr_2011,Pct_Absent_0_5_days_2011,Pct_Absent_6_15_days_2011,Pct_Absent_16_or_more_days_2011,Tot_EnrollmentA_FallSchYr_2012,Pct_Absent_0_5_days_2012,Pct_Absent_6_15_days_2012,Pct_Absent_16_or_more_days_2012,Tot_EnrollmentA_FallSchYr_2013,Pct_Absent_0_5_days_2013,Pct_Absent_6_15_days_2013,Pct_Absent_16_or_more_days_2013,Tot_EnrollmentA_FallSchYr_2014,Pct_Absent_0_5_days_2014,Pct_Absent_6_15_days_2014,Pct_Absent_16_or_more_days_2014,Tot_EnrollmentA_FallSchYr_2015,Pct_Absent_0_5_days_2015,Pct_Absent_6_15_days_2015,Pct_Absent_16_or_more_days_2015,Tot_EnrollmentA_FallSchYr_2016,Pct_Absent_0_5_days_2016,Pct_Absent_6_15_days_2016,Pct_Absent_16_or_more_days_2016,GlobalID,last_edited_date
-84.724760000161481,31.560773999228751,66,7830210,7830210,Commission Charter Schools- Pataula Charter Academy,0210,Pataula Charter Academy,K12,PK-12,18637 Hartford St,Edison,GA,39846-5605,229.835.3322,240,56.1,39.7,4.2,294,91.4,8.3,0.3,357,45.9,48.6,5.5,418,47.4,46.3,6.3,473,49.7,42,8.3,518,55.7,37,7.3,{D7B823F0-8CBE-477C-9A9C-4001900C4C66},
-84.797473999913905,31.776214000506279,67,7202050,720,Randolph County,2050,Randolph County Elementary School,E,PK-05,214 N Highland Ave,Cuthbert,GA,39840-1323,229.732.3794,460,67.8,29.1,3.1,417,63.1,32.4,4.4,409,53.5,38.2,8.3,418,44.8,46.5,8.7,418,51.9,41.5,6.6,424,65.5,31.2,3.3,{5C2E3F1B-60FA-487A-A1FC-57A09EED81D3},
-84.617050999593332,31.76301699982503,68,7830612,7830612,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy,0612,Southwest Georgia S.T.E.M. Charter Academy,E,PK-05,185 Pecan St,Shellman,GA,39886-2548,229.679.5555,,,,,,,,,,,,,,,,,,,,,,,,,{C98256F4-19F9-423F-80E2-2238203111EB},
-84.418282999456324,31.755893000295831,69,7351050,735,Terrell County,1050,Carver Elementary School,E,03-05,455 Greenwave Drive,Dawson,GA,39842-2030,229.995.5451,355,66.7,30.6,2.7,331,69.1,27.9,3,317,62.5,30.4,7.1,317,53.8,39.1,7.1,333,65,29.4,5.6,336,67.7,28.2,4.1,{6EB66C9C-0D18-4529-8BD2-CAB7C4598D9F},
-84.418282999456324,31.755893000295831,70,7351051,735,Terrell County,1051,Cooper-Carver Elementary School,E,PK-05,455 Greenwave Blvd,Dawson,GA,39842-2908,229.995.2843,,,,,,,,,,,,,,,,,,,,,330,50.7,40.4,8.9,{656D78A5-F813-492E-BF34-EA0A71BDF35E},
-84.753367999861936,32.051930000439249,71,7280192,728,Stewart County,0192,Stewart County Elementary School,E,PK-05,15582 Ga Highway 27,Lumpkin,GA,31815,229.838.4374,231,60.7,33.8,5.5,247,65.6,29.6,4.8,269,71.5,26.5,2.1,256,69.1,28.1,2.9,237,62.5,34,3.5,243,62.4,33.7,3.9,{3718901D-197D-4802-9517-80C29978527B},
-84.920478000176857,32.442254000109735,72,7063068,706,Muscogee County,3068,St. Marys Video and Communication Technology,E,PK-05,4408 Saint Marys Rd,Columbus,GA,31907-6286,706.683.8841,426,64.1,31.5,4.4,427,61.6,32.6,5.8,447,47.9,39.5,12.6,455,53,35.8,11.2,439,49.1,36.7,14.2,406,51,37.8,11.2,{3C630627-FD34-4578-9495-0EF9A38F5AEC},
-84.920724999903456,32.453709999852002,73,7061058,706,Muscogee County,1058,Dimon Elementary,E,PK-05,480 Dogwood Dr,Columbus,GA,31907-5436,706.683.8772,470,66.9,29.6,3.5,453,68.9,26.3,4.8,474,60,33.8,6.2,462,60.1,32.9,7,450,61.5,32.3,6.3,489,67.2,28.1,4.7,{01A080B0-B5F8-418A-AC35-24126F202EAD},
-84.905533999696715,32.443610000004526,74,7065056,706,Muscogee County,5056,Dawson Elementary School,E,PK-05,180 Northstar Dr,Columbus,GA,31907-6379,706.683.8732,312,98.4,1.6,0,332,66.6,25.5,7.9,329,51.8,39.1,9.1,305,54,39,7,283,54.5,34.8,10.6,288,59,32.4,8.6,{BA214F60-D485-4957-9B99-168D8C0CA637},
-84.916881000075023,32.467259999853908,75,7064058,706,Muscogee County,4058,Lonnie Jackson Academy,E,PK-05,4601 Buena Vista Rd,Columbus,GA,31907-4998,706.565.3039,384,50.3,38.6,11.1,368,49.8,38.1,12.2,388,49,39.7,11.3,394,49.4,38,12.5,407,54.3,36.2,9.5,366,55.8,34.9,9.3,{D6A1FA62-4D6E-45DC-887D-359AFA45D77B},
-84.9284150004396,32.50380000024002,76,7065060,706,Muscogee County,5060,Gentian Elementary School,E,PK-05,4201 Primrose Rd,Columbus,GA,31907-1156,706.569.3625,437,56.4,37.4,6.2,426,57.9,37.2,4.9,389,48.8,42.1,9.1,436,52.7,40.8,6.5,417,55.9,34.1,10,419,50.8,40.1,9.1,{29516018-C6B4-4CF2-9465-2C75E6FE9A57},
-84.910536999428828,32.501371000052202,77,7061066,706,Muscogee County,1066,Reese Road Leadership Academy,E,KK-05,3100 Reese Rd,Columbus,GA,31907-1610,706.569.3684,455,57.8,36.8,5.4,471,63.8,32.1,4,480,51.5,40.2,8.3,492,57.2,37.9,4.9,472,54.9,39.2,5.9,460,57,38.9,4.1,{6D329C84-0E5F-4E5B-819D-6634C777B68D},
-84.885630000230989,32.465179000263426,78,7061062,706,Muscogee County,1062,Georgetown Elementary School,E,PK-05,954 High Ln,Columbus,GA,31907-4615,706.565.2980,415,59.8,34,6.1,407,54,38.6,7.4,421,57.8,35.3,7,494,57.1,34.4,8.5,504,59.8,31.5,8.8,498,65,29.4,5.6,{B011B1EC-C8B1-4E35-8010-E90605FBEAEF},
-84.893551000814043,32.477219999949668,79,7065069,706,Muscogee County,5069,Wesley Heights Elementary School,E,KK-05,1801 Amber Dr,Columbus,GA,31907-4211,706.569.3733,386,65.8,29,5.2,419,64.1,30.5,5.4,412,61.2,34.3,4.5,442,62.3,33.2,4.5,447,68.6,27.5,3.9,401,78.3,20.4,1.3,{5300D02A-2B69-4DFF-BE9B-FF271F6640AB},
-84.881741999846071,32.487667999514279,80,7063060,706,Muscogee County,3060,Forrest Road Elementary School,E,PK-05,6400 Forest Rd,Columbus,GA,31907-3007,706.565.3062,302,63.6,30.5,5.9,295,59.3,31.6,9.1,300,58.3,36,5.7,310,61.9,32.1,6,304,62.4,28.5,9.1,326,59.8,31.4,8.8,{5F991F50-9B15-43F9-8A4E-C108F3DB5081},
-84.764427000308402,32.302143999636854,81,6260101,626,Chattahoochee County,0101,Chattahoochee County Education Center,E,PK-05,140 Merrell St,Cusseta,GA,31805-3022,706.989.3648,295,39.1,43.4,17.4,255,41.9,43,15.1,255,68.4,29.4,2.3,277,43.7,40.5,15.8,269,41.5,40.5,17.9,258,41.4,42.8,15.8,{ABA4D4E3-1053-4859-AFAD-2D975573CE6B},
-84.541906000197073,32.062448000214609,82,7520104,752,Webster County,0104,Webster County Elementary/Middle School,E,PK-08,7168 Washington St,Preston,GA,31824-5232,229.828.3365,330,70,28.3,1.7,320,73.6,24.3,2,304,65.9,32,2.1,274,74.4,24.2,1.4,293,65.7,32.4,1.9,270,69.5,30.2,0.3,{9B471623-10C8-418C-86E5-D0E6FA013027},
-84.536328999781333,32.287429999716117,83,6960197,696,Marion County,0197,L. K. Moss Elementary School,E,PK-05,1707 Pineville Rd,Buena Vista,GA,31803-7109,229.649.5567,578,52.8,39.1,8,592,58.8,37.3,3.8,555,51.5,42.9,5.5,567,56.5,38.6,5,620,53.2,38.8,7.9,676,53,40.8,6.2,{296ECF19-6782-4747-AA80-4C6FF3445470},
-84.27389000060478,31.585692999800248,84,6470102,647,Dougherty County,0102,Live Oak Elementary School,E,PK-05,4529 Gillionville Rd,Albany,GA,31721-9566,229.431.1209,476,72.2,26.5,1.3,451,73.2,25.6,1.2,458,71.6,26.2,2.2,600,69.1,28.8,2.1,651,61.6,32.9,5.5,678,80.4,17.7,1.9,{D63E7310-95C6-4747-B3D0-BA930275CE48},
-84.169359000665949,31.514496000469283,85,6470199,647,Dougherty County,0199,Lamar Reese School of the Arts,E,PK-05,1215 Lily Pond Rd,Albany,GA,31701-7747,229.431.3495,567,82.4,15.8,1.9,538,84.6,14.1,1.3,552,79.9,18.5,1.6,544,74.8,22.5,2.7,542,72.9,25.8,1.3,571,87.7,10.9,1.4,{8FB34B29-05F2-425F-847E-70E2F647A79A},
-84.160828000194442,31.521602000021765,86,6470399,647,Dougherty County,0399,"Martin Luther King, Jr. Elementary School",E,PK-05,3125 Martin Luther King Jr Dr,Albany,GA,31701-4309,229.438.3502,412,65.7,27.2,7.1,426,67.8,24.7,7.5,475,63.6,31.6,4.8,516,67.7,29.3,2.9,528,63.8,30.4,5.8,559,79.3,17.7,3,{5BE45CAF-23FA-4016-A87B-91279B30F88E},
-84.191631000516892,31.550582999537891,87,6470299,647,Dougherty County,0299,Alice Coachman Elementary School,E,PK-05,1425 W Oakridge Dr,Albany,GA,31707-5306,229.431.3488,378,69.8,26.3,3.9,369,67.4,29.8,2.9,317,63.7,29.3,7,513,59.3,33.8,6.9,532,57.7,34.3,8,533,74.9,19.4,5.7,{102AF3C4-13BA-47BC-8C1A-F281CD2F9ABB},
-84.203738000235688,31.562339999594318,88,6475062,647,Dougherty County,5062,West Town Elementary School,E,PK-05,1113 University St,Albany,GA,31707-5005,229.431.3409,474,68.7,27.6,3.7,432,76.1,17.7,6.2,399,67.8,25.5,6.8,418,71.3,21.8,6.9,402,73.5,23.3,3.3,371,78.9,19.3,1.8,{7845E953-9880-4A36-BF57-CD04F1675BA1},
-84.16022200004025,31.585490999871681,89,6470205,647,Dougherty County,0205,Lincoln Elementary Magnet School,E,KK-05,518 W Society Ave,Albany,GA,31701-2233,229.431.3373,838,80.1,19.5,0.5,904,81.7,17.6,0.8,891,80.4,18.4,1.2,881,82.2,16.8,1,830,81.3,17.6,1.2,776,89.3,9.4,1.3,{82CE2028-22C8-4119-B9A8-DE3E0BBA11F1},
-84.208377000472595,31.595975000718131,90,6474054,647,Dougherty County,4054,Lake Park Elementary School,E,PK-05,605 Meadowlark Dr,Albany,GA,31707-3121,229.431.3370,502,71.4,28.1,0.5,503,76.2,22.2,1.7,535,67.9,29.8,2.3,546,72.6,26.1,1.4,554,70.5,28.5,1,535,82.8,16.1,1.1,{A3B33E25-1A90-4F44-BD99-C0F7781D3AF1},
-84.198562999955541,31.607795999735472,91,6474060,647,Dougherty County,4060,Sherwood Acres Elementary School,E,PK-05,2201 Doncaster Dr,Albany,GA,31707-2471,229.431.3397,666,78.6,19,2.3,741,75,22.4,2.5,750,73,23.7,3.3,772,81,17.1,1.9,722,76.6,20.2,3.2,759,79.1,18.6,2.3,{428052BC-F2EC-477F-A61B-91B27C783C4A},
-84.174219999461741,31.606172999572038,92,6473058,647,Dougherty County,3058,Northside Elementary School,E,PK-05,901 14th Ave,Albany,GA,31701-1335,229.431.3390,413,63,29.4,7.6,433,60.4,31.4,8.2,404,62.6,29,8.5,424,61.2,32.8,6,426,53,35.8,11.2,380,65.9,24.1,10,{41F1F6FC-E9D9-49AE-8BF9-E8A52B75885E},
-84.163533999582214,31.742946000188077,93,6880197,688,Lee County,0197,Kinchafoonee Primary School,E,PK-02,295 Leslie Hwy,Leesburg,GA,31763-4338,229.903.2200,678,47.2,46.5,6.4,682,62.2,35,2.8,691,52.3,42.7,5,681,55.9,40,4.1,697,55.2,40.7,4.1,673,63,33.8,3.2,{09580115-D5C9-410B-88B8-F718BDE73618},
-84.160976999697283,31.745679000281271,94,6880393,688,Lee County,0393,Twin Oaks Elementary,E,03-05,370 Leslie Hwy,Leesburg,GA,31763-3731,229.903.2240,716,60.9,36.6,2.4,668,67.8,29.8,2.4,660,63.7,34.4,1.8,722,64.5,33,2.6,781,66.3,30.1,3.6,748,68.5,29,2.5,{33BADCD9-BA2E-4AEC-8CD3-DA664DA916CD},
-84.159362999094114,31.744310999734029,95,6880187,688,Lee County,0187,Lee County Primary School,E,PK-02,282 Magnolia Ave,Leesburg,GA,31763-4334,229.903.2180,698,56.6,38.9,4.5,676,61.5,36,2.5,667,52.4,42.9,4.7,689,57.1,38.6,4.2,755,54.7,41.2,4.1,705,60.7,34.5,4.8,{AB79DCFF-3BA4-4C7D-ABB3-2C61D4949E1A},
-84.133114999958849,31.550524999542379,96,6472058,647,Dougherty County,2058,Morningside Elementary School,E,PK-05,120 Sunset Ln,Albany,GA,31705-8001,229.431.3387,448,73,21.7,5.3,410,78.6,17.1,4.2,400,75.4,21.3,3.3,416,58.8,34.7,6.5,349,59,33.8,7.2,401,71.5,23.3,5.2,{4D88F3B8-404A-4DFA-896E-DC5C7FD12537},
-84.127918000524744,31.532510000681253,97,6475058,647,Dougherty County,5058,Radium Springs Elementary School,E,PK-05,2400 Roxanna Rd,Albany,GA,31705-4574,229.431.3395,430,73.3,23.8,2.9,429,71.2,25.7,3,473,67.9,26.5,5.6,590,63.3,31.1,5.6,583,55.6,34.8,9.5,595,66.3,27.8,5.9,{13267546-BF3E-4DB2-BACA-223F2C0F3571},
-84.121479000442832,31.586881999604842,98,6470105,647,Dougherty County,0105,Robert H Harvey Elementary School,E,PK-05,1305 E 2nd Ave,Albany,GA,31705-1315,229.431.3367,462,65.2,30.1,4.7,415,67.6,27.2,5.2,406,64.1,29.6,6.3,624,64.3,29.3,6.4,667,60.2,31.9,8,614,68.7,26.2,5.1,{6FB499AB-BF78-4832-89B7-5AC5C6F69084},
-84.097926999782672,31.555126999668627,99,6475056,647,Dougherty County,5056,International Studies Elementary Charter School,E,PK-05,2237 Cutts Dr,Albany,GA,31705-3810,229.431.3384,476,74.1,24.4,1.6,436,75.5,23.6,0.9,438,70.8,27.2,2,433,69.2,27.4,3.4,433,69.6,27.3,3.2,451,78.5,20,1.5,{9F3209AB-2546-482E-9CAA-48C06B292A3D},
-84.09995500011533,31.577853000517415,100,6473062,647,Dougherty County,3062,Turner Elementary School,E,PK-05,2001 Leonard Ave,Albany,GA,31705-2341,229.431.3406,449,58.6,31.7,9.7,476,59.2,31.4,9.4,461,61.9,31.6,6.6,491,57.5,35.4,7.1,506,60.8,30.9,8.3,501,74.2,21.2,4.6,{EE85D04B-EC99-4842-A927-AF2A0A582C59},
-84.143146000587834,31.716145999778881,101,6880103,688,Lee County,0103,Lee County Elementary School,E,03-05,314 Lovers Lane Rd,Leesburg,GA,31763-4306,229.903.2220,739,61.5,35.7,2.8,698,67.8,30.1,2.1,693,62.6,34.1,3.2,665,62.4,34.1,3.5,680,59.2,36.2,4.6,669,66,29.8,4.2,{B8C9AB33-F686-4E93-85CA-D88B4004A218},
-84.230093000236408,32.046110000102352,102,7290396,729,Sumter County,0396,Furlow Charter School,E,KK-12,63 Valley Dr,Americus,GA,31709-4488,229.931.8538,,,,,,,,,,,,,,,,,,,,,400,63.5,32.8,3.7,{181F520E-1858-469A-8798-506ADBA6408A},
-84.217438000667158,32.110417000054866,103,7290188,729,Sumter County,0188,Sumter County Elementary School,E,02-03,438 Bumphead Rd,Americus,GA,31719-8143,229.924.7835,699,62.2,33.5,4.3,672,67,26.9,6.1,709,64.1,30.5,5.4,724,60.3,34.4,5.3,695,61.6,31.9,6.4,626,67.7,27.6,4.7,{273E3A6A-AC62-488C-96E3-F3E126A02BF8},
-84.213417000298946,32.109598999762198,104,7290100,729,Sumter County,0100,Sumter County Primary School,E,PK-01,123 Learning Ln,Americus,GA,31719-8171,229.924.1012,781,54.1,38.7,7.2,793,62.7,32.7,4.6,808,56.7,37.1,6.1,813,59,34.8,6.2,804,55.9,37.9,6.2,713,55.7,39,5.3,{2F2D63EE-D42C-4A5F-9314-0CC87AEA780F},
-84.219604000124079,32.112949000036544,105,7290595,729,Sumter County,0595,Sumter County Intermediate School,E,04-06,439 Bumphead Rd,Americus,GA,31719-8144,229.924.3168,479,62.6,29.6,7.8,463,68.2,28.8,3,548,72.1,24.9,3.1,528,73.9,23.5,2.6,497,71.8,25.9,2.3,586,68.5,27.1,4.4,{65467D92-AFD8-4208-9065-17396D1EACD2},
-84.074337000238458,32.288278000114602,106,6940198,694,Macon County,0198,Macon County Elementary School,E,PK-05,400 Ga Highway 128,Oglethorpe,GA,31068-5728,478.472.6563,785,55.2,35.4,9.4,735,56.8,34.4,8.7,670,41.4,46.7,11.9,647,50.3,38,11.7,670,48.6,37.8,13.7,641,39.9,45.4,14.6,{00827C0B-E61B-4F78-9417-CA5AE32A81AC},
-84.909048999348855,32.557632000265947,107,7060108,706,Muscogee County,0108,Eagle Ridge Academy,E,PK-05,7601 Schomburg Rd,Columbus,GA,31909-1807,706.569.3746,607,57.7,38.1,4.2,637,60.9,34.1,5,651,45.1,48.9,6,675,58.7,36.6,4.7,687,54.1,38.9,7.1,671,58.5,37.8,3.7,{5D7FB2F2-5C94-4D47-B554-277A3782878E},
-84.884671999989891,32.52150800013959,108,7063069,706,Muscogee County,3069,Waddell Elementary School,E,KK-05,6101 Miller Rd,Columbus,GA,31907-1412,706.569.3722,576,60.5,31.9,7.6,556,54.5,37,8.4,542,48.7,43.3,8,521,54.3,37.5,8.3,522,57.5,35.3,7.2,525,49.8,39.6,10.6,{93A86BBD-0BB8-4BFA-9FFE-B0F079036626},
-84.930571999930663,32.574771000120741,109,7060104,706,Muscogee County,0104,North Columbus Elementary,E,KK-05,2006 Old Guard Rd,Columbus,GA,31909-2463,706.748.3183,667,54.7,40.6,4.7,661,60.8,35.7,3.5,725,51.8,43.1,5,734,50.8,42.2,7,737,52.2,39.1,8.6,722,56.9,35.8,7.3,{77FBC898-D3B8-4D22-BEAD-1C0B58CC4230},
-84.865583000008243,32.556421999827194,110,7060501,706,Muscogee County,0501,Midland Academy,E,PK-05,7373 Psalmond Rd,Midland,GA,31820-3629,706.569.3664,607,57.4,37.5,5.1,623,59.9,35,5,610,49.9,43.2,6.9,611,58.8,37.1,4.1,564,56.8,38.4,4.8,564,65.4,31.4,3.2,{30218433-05A2-4D20-83AE-42D759006CA5},
-84.841009000124004,32.557401999276792,111,7064064,706,Muscogee County,4064,Mathews Elementary School,E,PK-05,7533 Lynch Rd,Midland,GA,31820-4011,706.569.3656,459,59.3,36.6,4.1,476,62.2,35.5,2.3,458,52,39.8,8.2,508,61.4,33.7,4.9,562,56.6,39.3,4.1,590,66.1,31.4,2.5,{3F9435A3-4E21-4776-9A2B-4DB32E108C1A},
-84.828255999611571,32.630649000018963,112,6720190,672,Harris County,0190,Pine Ridge Elementary School,E,PK-04,15750 Ga Highway 315,Ellerslie,GA,31807-5135,706.568.6578,511,63,32,5,489,69.7,27.9,2.4,501,53.1,39.1,7.9,533,59.8,35.5,4.7,525,55.2,37.6,7.1,517,59.1,34.2,6.7,{5919098F-9A29-4852-AB20-1C6BCA26BDB8},
-84.917983000909217,32.675608999800282,113,6720199,672,Harris County,0199,Mulberry Creek Elementary School,E,PK-04,8405 Ga Highway 315,Cataula,GA,31804-2772,706.320.9397,479,51.6,40.7,7.7,491,60.7,34.7,4.6,502,52.3,40.4,7.3,464,61.7,33.8,4.5,459,46.5,47.5,6.1,437,60.2,35.5,4.3,{3159F96B-6AC6-40B7-8BC4-6998D497E8E0},
-84.874866000339651,32.770778999598598,114,6720188,672,Harris County,0188,Park Elementary School,E,PK-04,13185 US Highway 27 N,Hamilton,GA,31811-5242,706.628.4997,404,51.5,38.5,10,410,60.9,32.7,6.5,400,49.5,41.9,8.6,409,61.4,34.4,4.2,431,51.3,40.7,8,422,52.5,39.2,8.3,{88176945-28DD-474F-8771-C41B087FA900},
-84.543391000893976,32.690043999885525,115,7300190,730,Talbot County,0190,Central Elementary/High School,K12,PK-12,945 N Washington Ave,Talbotton,GA,31827-2130,706.665.8577,566,82.5,16,1.5,517,67.6,27.4,5,495,93.5,4.8,1.7,502,94.8,3,2.2,504,94.8,4.1,1.1,496,61,27.7,11.2,{23538146-2B88-4BA6-BFA4-09B6B36E5633},
-84.645441999809691,32.882191999829246,116,6990200,699,Meriwether County,0200,Mountain View Elementary School,E,PK-05,2600 Judson Bulloch Rd,Manchester,GA,31816-6428,706.655.3969,731,67,30.3,2.7,690,75.5,22.6,1.9,701,51.1,41.6,7.3,673,66.3,31.2,2.5,685,54.3,40.6,5.1,657,63.4,30.6,6,{D1E96DE2-F48A-4531-818B-6990B4820700},
-84.577908999161636,32.984635999764201,117,6990102,699,Meriwether County,0102,George E. Washington Elementary School (PK-5),E,PK-05,18425 Main St,Woodbury,GA,30293-2933,706.553.3951,321,57,35.9,7.1,335,76.1,21.8,2.1,354,46.8,46.8,6.5,348,50.5,40,9.5,371,48.4,39.4,12.2,376,54.1,34.8,11.1,{9782F841-A09F-4584-AA8C-217472653BD7},
-84.908913000540537,33.169613999947025,118,7410397,741,Troup County,0397,Hogansville Elementary School,E,PK-05,611 E Main St,Hogansville,GA,30230-1507,706.812.7990,358,63.3,32.4,4.3,383,67.4,28,4.6,397,54.6,37.8,7.5,406,61.3,32.1,6.6,448,50.6,36.4,13,458,50.3,39.4,10.3,{D8B70DB1-B69A-47F5-AE03-D7FB62E2481A},
-84.827428999928017,33.234123999658181,119,6380203,638,Coweta County,0203,Glanton Elementary,E,PK-05,5725 Highway 29,Grantville,GA,30220-2140,770.583.2873,325,53.4,37.6,9,336,64.9,31.5,3.6,325,53.1,40.8,6,327,55.3,39.6,5.1,307,56.2,37,6.8,313,54.1,38.6,7.3,{ABCFAC89-85BC-46BD-B3E5-A8B512482A3E},
-84.747690000391628,33.221793999622449,120,6990100,699,Meriwether County,0100,Unity Elementary School (PK-5),E,PK-05,172 N Main St,Luthersville,GA,30251-1500,770.927.6488,409,59.1,34.7,6.3,386,59.5,35.6,4.9,396,53.5,41.7,4.8,393,53.8,40.8,5.3,399,52.5,40.1,7.4,373,50.1,42.4,7.5,{35E7E5EC-88F4-4D5D-B087-947CDA0AE65F},
-84.768765999792919,33.284465000259033,121,6383054,638,Coweta County,3054,Moreland Elementary School,E,PK-05,145 Railroad St,Moreland,GA,30259-2351,770.254.2875,444,50.6,42.3,7.1,439,57.7,36.9,5.4,433,46.7,45.9,7.4,445,53.3,39.9,6.8,433,53.9,38.3,7.8,416,54.4,37.4,8.2,{B01C0DB4-18DE-4488-B480-F2F51F9C26C9},
-84.889203999723279,33.389307000392257,122,6385056,638,Coweta County,5056,Western Elementary School,E,PK-05,1730 Welcome Rd,Newnan,GA,30263-4459,770.254.2790,424,60.5,34.7,4.8,388,63.7,30.8,5.5,412,58.2,35.8,6,415,57.7,37.4,4.9,379,60.2,33.9,5.9,396,52.5,39.5,8,{E32A7A63-2CF5-4BD3-BCB7-6339A9B01B69},
-84.816571999921749,33.372963999967737,123,6381054,638,Coweta County,1054,Ruth Hill Elementary School,E,PK-05,57 Sunset Ln,Newnan,GA,30263-2836,770.254.2895,408,67.9,28.1,4,434,67.3,29.6,3.1,443,58.1,36.1,5.8,441,61.4,34.6,4,414,61.6,33,5.5,433,60.1,35.1,4.8,{E432365F-0A7F-45F9-943F-185920743DC6},
-84.806877000013387,33.383983999960577,124,6383052,638,Coweta County,3052,Elm Street Elementary School,E,PK-05,46 Elm St,Newnan,GA,30263-1540,770.254.2865,453,61.1,34,4.9,462,62.6,32.1,5.3,420,49.3,44.3,6.4,456,60.8,33.8,5.4,477,56.9,36.6,6.5,485,55.7,38.4,5.9,{871E9D68-A0E5-40C2-94BF-6C3727BDE2F0},
-84.873311999943837,33.438060000145477,125,6381050,638,Coweta County,1050,Arnco-Sargent Elementary School,E,PK-05,2449 Highway 16 W,Newnan,GA,30263-3710,770.254.2830,416,52,40.8,7.2,413,63.3,33,3.7,391,50.3,39.6,10,429,54.8,35.5,9.7,431,47.9,37.8,14.3,376,51.5,38.2,10.3,{6E041F32-10F1-4F83-8AE6-1069EA727C7E},
-84.917517000615774,33.497286999617202,126,6220477,622,Carroll County,0477,Whitesburg Elementary School,E,PK-05,868 Main St,Whitesburg,GA,30185-3111,770.832.3875,365,52.2,42,5.8,339,64.8,32.5,2.6,341,53.7,40.7,5.6,337,53.4,42.7,3.9,327,45.9,48.7,5.4,305,56.3,36.6,7.1,{1A877A28-AA2B-49E6-BCB2-5DA9BCEAE393},
-84.799777000326912,33.366483000231057,127,6382050,638,Coweta County,2050,Atkinson Elementary School,E,PK-05,14 Nimmons St,Newnan,GA,30263-2610,770.254.2835,455,60.3,35.6,4.1,459,68.8,28.1,3.1,504,58.9,36.7,4.4,462,62.4,32.7,4.9,462,62.7,31.3,6,446,64.1,30.7,5.2,{6082DBB2-D169-4C7D-BE6A-90D87F7A6461},
-84.772107000331189,33.399861999650902,128,6380195,638,Coweta County,0195,Jefferson Parkway Elementary School,E,PK-05,154 Millard Farmer Ind Blvd,Newnan,GA,30263-1090,770.254.2771,374,56.3,33.5,10.1,423,67.3,27.6,5.1,456,57.5,32.8,9.7,471,61.2,31.6,7.2,457,59.5,31.6,8.9,454,59.6,32.9,7.5,{FB5A7AB6-E0F1-4ABA-8472-32C6AD31F2FE},
-84.74928000046593,33.376768999968256,129,6380192,638,Coweta County,0192,Newnan Crossing Elementary School,E,PK-05,1267 Lower Fayetteville Rd,Newnan,GA,30265-1134,770.254.2872,861,59.3,37.2,3.4,878,71,25.8,3.2,902,58,36.6,5.4,882,66.8,28.7,4.5,890,59.3,35,5.7,903,64.3,31,4.8,{8E8B26DE-FF1F-4CDF-AD6E-67696DBE17BF},
-84.748696000116993,33.403945999455644,130,7820110,7820110,State Charter Schools- Odyssey Charter School,0110,Odyssey Charter School,E,KK-08,14 Saint John Cir,Newnan,GA,30265-1020,770.251.6111,6545,97.2,2.2,0.6,10289,88.3,9.8,1.9,12192,96.5,3.3,0.2,13300,97.3,2,0.7,382,76.2,20,3.8,371,79.6,19,1.5,{5157DDD8-4B09-4BA7-9996-5F9BB4D30DCA},
-84.688208999963194,33.3426329998737,131,6380199,638,Coweta County,0199,Poplar Road Elementary School,E,PK-05,2925 Poplar Rd,Sharpsburg,GA,30277-2587,770.254.2740,650,55.8,37.2,7,631,61.3,32.4,6.3,613,49.9,41,9.1,588,53,38.6,8.4,544,52.7,39.2,8.1,534,50.3,40.9,8.8,{331FA61D-AF69-4348-B85F-F226FBD1674B},
-84.713843000461679,33.36209899962406,132,6380201,638,Coweta County,0201,Welch Elementary School,E,PK-05,240 Mary Freeman Rd,Newnan,GA,30265-1601,770.254.2597,866,56.4,39.7,3.9,841,67.6,29.1,3.3,844,54.4,38.6,7,799,57.9,36.4,5.7,765,57.2,36.6,6.1,793,55.1,37.4,7.5,{414CD578-E868-4003-AA4C-27C601F22632},
-84.701889999415499,33.395137999520593,133,6380189,638,Coweta County,0189,White Oak Elementary School,E,PK-05,770 Lora Smith Rd,Newnan,GA,30265-1781,770.254.2860,669,50.7,43.2,6.1,686,64.6,30.2,5.1,694,52.4,39.9,7.7,654,59.6,35.2,5.2,649,50.8,39.4,9.8,651,51.6,40.8,7.6,{A421867A-8D73-45DC-8D67-791E88C01E95},
-84.796437999639238,33.423641999798896,134,6382056,638,Coweta County,2056,Northside Elementary School,E,PK-05,720 Country Club Rd,Newnan,GA,30263-5548,770.254.2890,341,50,41.6,8.4,355,63.3,33.9,2.9,361,50.9,44.9,4.3,368,59.7,35.5,4.8,374,56.1,38.8,5,409,62,33.6,4.4,{3246275C-CFD6-4021-A74B-D213AAA86619},
