OBJECTID,FeatureID,NbrhdID,DevName,DevType,DevPhase,PlatDate,PathToPlatGeo,PathToPlatNotGeo,PathToPlatGeoWeb,PathToPlatNotGeoWeb,PlatType,Comments,GlobalID,created_date,last_edited_date,Shape__Area,Shape__Length
46,NP100057,SA100414,Amberleigh,Subdivision,Phase 4,1992-10-04T00:00:00.000Z,P:\Amberleigh\plat_geo\As-Built_Unit4_19921004.tif,"X:\Records\Plats\Amberleigh (LL 430, 431, 438, 439 Dist 1-1)\As Built\Unit4_WaterPlan_19921004.tif",http:\\gis.johnscreekga.gov\docs\Amberleigh\plat_geo\As-Built_Unit4_19921004.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Amberleigh (LL 430, 431, 438, 439 Dist 1-1)/As Built/Unit4_WaterPlan_19921004.tif",Final,,d9c14c6d-acca-480b-aa4f-5270cc175747,2013-06-13T13:38:39.000Z,2013-06-13T13:38:39.000Z,57375.83203125,2085.03351938469
47,NP100058,SA100414,Amberleigh,Subdivision,Phase 5,1990-12-14T00:00:00.000Z,P:\Amberleigh\plat_geo\Unit5_19940812.tif,X:\Records\Plats\Amberleigh\Final\Unit5_19940812.tif,http:\\gis.johnscreekga.gov\docs\Amberleigh\plat_geo\Unit5_19940812.tif,http://gis.johnscreekga.gov/docs_records/Plats/Amberleigh/Final/Unit5_19940812.tif,Final,,cec8ba3c-b853-4051-a662-e29257bd0487,2013-06-13T13:38:39.000Z,2013-06-13T13:38:39.000Z,32764.98828125,1209.37852010354
48,NP100059,SA100272,Anaheim Farms,Subdivision,,1974-09-09T00:00:00.000Z,P:\AnaheimFarms\plat_geo\Farms_19740909.tif,X:\Records\Plats\Anaheim\Final\Farms_19740909.tif,http:\\gis.johnscreekga.gov\docs\AnaheimFarms\plat_geo\Farms_19740909.tif,http://gis.johnscreekga.gov/docs_records/Plats/Anaheim/Final/Farms_19740909.tif,Final,,3e60ff00-b5ca-40d6-971f-db4397d19473,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,112988.671875,2701.56941015658
49,NP100060,SA100450,Ashland,Subdivision,Phase 1,1990-03-29T00:00:00.000Z,P:\Ashland\plat_geo\Unit 1_19900329.TIF,X:\Records\Plats\Ashland\Final\Unit 1_19900329.tif,http:\\gis.johnscreekga.gov\docs\Ashland\plat_geo\Unit 1_19900329.TIF,http://gis.johnscreekga.gov/docs_records/Plats/Ashland/Final/Unit 1_19900329.tif,Final,,56224afc-716f-4431-b5c4-c5d8334ddb71,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,75601.15234375,2682.3837184306
50,NP100061,SA100450,Ashland,Subdivision,Phase 2,1989-12-15T00:00:00.000Z,P:\Ashland\plat_geo\Unit 2_19891215.TIF,X:\Records\Plats\Ashland\Final\Unit 2_19891215.tif,http:\\gis.johnscreekga.gov\docs\Ashland\plat_geo\Unit 2_19891215.TIF,http://gis.johnscreekga.gov/docs_records/Plats/Ashland/Final/Unit 2_19891215.tif,Final,,4c42a7a8-b223-48b9-917d-5625f64abe69,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,58470.22265625,2362.49224246794
51,NP100062,SA100304,Ashlee Oaks,Subdivision,,1998-07-31T00:00:00.000Z,P:\AshleeOaks\plat_geo\19980731.tif,"X:\Records\Plats\Ashlee Oaks AKA Oakmont Ridge (LL 156, 157 Dist 1-1)\Final\19980731.tif",http:\\gis.johnscreekga.gov\docs\AshleeOaks\plat_geo\19980731.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Ashlee Oaks AKA Oakmont Ridge (LL 156, 157 Dist 1-1)/Final/19980731.tif",Final,,7d977d84-ffd4-48b4-bc89-3058ee797a65,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,65811.25390625,2561.1740654861
52,NP100063,SA100305,Ashley Glen,Subdivision,,1998-02-06T00:00:00.000Z,P:\AshleyGlen\plat_geo\19980206.tif,X:\Records\Plats\Ashley_Glen\Final\19980206.tif,http:\\gis.johnscreekga.gov\docs\AshleyGlen\plat_geo\19980206.tif,http://gis.johnscreekga.gov/docs_records/Plats/Ashley_Glen/Final/19980206.tif,Final,,bfbefb17-3585-479c-9378-ac26fe0754f7,2013-06-13T13:38:40.000Z,2014-11-18T00:00:00.000Z,40914.24609375,1905.91370600199
53,NP100064,SA100410,Aviary,Subdivision,Phase 3,1988-12-02T00:00:00.000Z,P:\Aviary\plat_geo\Phase 3B 19910218.tif,X:\Records\Plats\Aviary\Final\Phase 3B 19910218.tif,http:\\gis.johnscreekga.gov\docs\Aviary\plat_geo\Phase 3B 19910218.tif,http://gis.johnscreekga.gov/docs_records/Plats/Aviary/Final/Phase 3B 19910218.tif,Final,,c1112248-9113-4180-ad4d-2c1be16def8b,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,139001.7578125,4080.73060272942
54,NP100065,SA100410,Aviary,Subdivision,Phase 1,1988-12-02T00:00:00.000Z,P:\Aviary\plat_geo\PHASE 1 19881202.tif,X:\Records\Plats\Aviary\Final\PHASE 1 19881202.tif,http:\\gis.johnscreekga.gov\docs\Aviary\plat_geo\PHASE 1 19881202.tif,http://gis.johnscreekga.gov/docs_records/Plats/Aviary/Final/PHASE 1 19881202.tif,Final,,9e79bbc1-71c7-4426-b355-9e7d92e1973e,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,150940.20703125,4504.81021059966
55,NP100066,SA100410,Aviary,Subdivision,Phase 2,1988-12-02T00:00:00.000Z,P:\Aviary\plat_geo\Phase 2 19890113.tif,X:\Records\Plats\Aviary\Final\Phase 2 19890113.tif,http:\\gis.johnscreekga.gov\docs\Aviary\plat_geo\Phase 2 19890113.tif,http://gis.johnscreekga.gov/docs_records/Plats/Aviary/Final/Phase 2 19890113.tif,Final,,35f25e93-3092-4fe6-a4f8-1aad4fdffa5f,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,59000.64453125,2343.14973435758
56,NP100067,SA100308,Bellacree,Subdivision,,1982-07-12T00:00:00.000Z,P:\Bellacree\plat_geo\19820716.tif,X:\Records\Plats\Bellacree\Final\19820716.tif,http:\\gis.johnscreekga.gov\docs\Bellacree\plat_geo\19820716.tif,http://gis.johnscreekga.gov/docs_records/Plats/Bellacree/Final/19820716.tif,Final,,c4715f28-b081-4741-95fd-6402748ca952,2013-06-13T13:38:40.000Z,2016-01-04T14:34:07.000Z,201403.4453125,2861.93788606705
57,NP100068,SA100309,Bellemont Farms,Subdivision,,1999-02-19T00:00:00.000Z,P:\BellemontFarms\plat_geo\19991215.tif,X:\Records\Plats\Bellemont_Farms_AKA_Bell_Road_Tract\Final\19991215.tif,http:\\gis.johnscreekga.gov\docs\BellemontFarms\plat_geo\19991215.tif,http://gis.johnscreekga.gov/docs_records/Plats/Bellemont_Farms_AKA_Bell_Road_Tract/Final/19991215.tif,Final,,8c0343f0-2b64-4623-a1e5-7dc2b327316f,2013-06-13T13:38:40.000Z,2016-01-28T13:44:39.000Z,197690.49609375,5330.67101404672
58,NP100069,SA100306,Aviary Ridge,Subdivision,,1988-03-23T00:00:00.000Z,P:\AviaryRidge\plat_geo\19980323.tif,X:\Records\Plats\Aviary_Ridge\Final\19980323.tif,http:\\gis.johnscreekga.gov\docs\AviaryRidge\plat_geo\19980323.tif,http://gis.johnscreekga.gov/docs_records/Plats/Aviary_Ridge/Final/19980323.tif,Final,,2327dde6-f2d6-4a28-ab1e-a008e8e915f4,2013-06-13T13:38:40.000Z,2013-06-13T13:38:40.000Z,62614.16015625,2015.1938186855
59,NP100070,SA100310,Bridgemor Heights,Subdivision,Phase 1,1994-07-01T00:00:00.000Z,P:\BridgemorHeights\plat_geo\Phase1_19940701.tif,"X:\Records\Plats\Bridgemor Heights (LL 186, 205 Dist 1-1)\Final\Phase 1 19940701.tif",http:\\gis.johnscreekga.gov\docs\BridgemorHeights\plat_geo\Phase1_19940701.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Bridgemor Heights (LL 186, 205 Dist 1-1)/Final/Phase 1 19940701.tif",Final,,9ca67f7a-5321-4e2d-b585-7f5b57e7d1c2,2013-06-13T13:38:40.000Z,2015-12-15T21:11:54.000Z,82865.2265625,3269.97667952498
60,NP100071,SA100310,Bridgemor Heights,Subdivision,Phase 2,1992-05-14T00:00:00.000Z,P:\BridgemorHeights\plat_geo\Phase2_19920514.tif,"X:\Records\Plats\Bridgemor Heights (LL 186, 205 Dist 1-1)\Final\Phase 2 19920514.tif",http:\\gis.johnscreekga.gov\docs\BridgemorHeights\plat_geo\Phase2_19920514.tif,"http://gis.johnscreekga.gov\docs_records\Plats\Bridgemor Heights (LL 186, 205 Dist 1-1)/Final/Phase 2 19920514.tif",Final,,066885e4-ab9f-46bc-8fbe-6a71db4e609f,2013-06-13T13:38:40.000Z,2014-01-24T16:30:17.000Z,51167.4375,2257.76049782194
61,NP100072,SA100311,Bridgestone,Subdivision,Phase 2,1989-09-01T00:00:00.000Z,P:\Bridgestone\plat_geo\Phase2_19890901.tif,X:\Records\Plats\Bridgestone AKA  Brookstone (LL 170. 186 Dist 1-1)\Final\Phase2_19890901.tif,http:\\gis.johnscreekga.gov\docs\Bridgestone\plat_geo\Phase2_19890901.tif,http://gis.johnscreekga.gov/docs_records/Plats/Bridgestone AKA  Brookstone (LL 170. 186 Dist 1-1)/Final/Phase2_19890901.tif,Final,,b0260ce6-5f47-48b9-bef6-75ceb490b07c,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,70236.6328125,3277.31632057083
62,NP100074,SA100312,Bridgewater,Subdivision,Phase 1,,P:\Bridgestone\plat_geo\Unit1_19920629.tif,X:\Records\Plats\Bridgewater\Final\Unit1_19920629.tif,http:\\gis.johnscreekga.gov\docs\Bridgestone\plat_geo\Unit1_19920629.tif,http://gis.johnscreekga.gov/docs_records/Plats/Bridgewater/Final/Unit1_19920629.tif,Final,,afc76327-7885-4640-b093-9851b24dacb9,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,116547.234375,3829.93551565737
63,NP100075,SA100312,Bridgewater,Subdivision,Phase 2,1993-08-18T00:00:00.000Z,P:\Bridgestone\plat_geo\Unit2_19930818.tif,X:\Records\Plats\Bridgewater\Final\Unit2_19930818.tif,http:\\gis.johnscreekga.gov\docs\Bridgestone\plat_geo\Unit2_19930818.tif,http://gis.johnscreekga.gov/docs_records/Plats/Bridgewater/Final/Unit2_19930818.tif,Final,,c0e46f0c-00db-4d59-ad22-85d6808cbe67,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,52337.98828125,2022.07895805848
64,NP100077,SA100316,Buice Road,Subdivision,,2000-05-23T00:00:00.000Z,P:\BuiceRoad\2000523.tif,X:\Records\Plats\Buice_Road_Subdivision\Final\20000523.tif,http:\\gis.johnscreekga.gov\docs\BuiceRoad\plat_geo\2000523.tif,http://gis.johnscreekga.gov/docs_records/Plats/Buice_Road_Subdivision/Final/20000523.tif,Final,,1441ac84-01e5-4813-a6c5-60b026c2e6b8,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,114498.4296875,1865.57380336958
65,NP100078,SA100381,Carriage Park,Subdivision,Phase 2B,1994-03-16T00:00:00.000Z,P:\CarriagePark\plat_geo\Unit2B_19949316.tif,X:\Records\Plats\Carriage_Park\Final\Uni52B_19940316.tif,http:\\gis.johnscreekga.gov\docs\CarriagePark\plat_geo\Unit2B_19949316.tif,http://gis.johnscreekga.gov/docs_records/Plats/Carriage_Park/Final/Uni52B_19940316.tif,Final,,e267eed0-6d51-4c15-9536-d66cc4f942fa,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,60337.13671875,3027.01815014285
66,NP100080,SA100381,Carriage Park,Subdivision,Phase 1,1993-08-06T00:00:00.000Z,P:\CarriagePark\plat_geo\Unit1_19930806.tif,X:\Records\Plats\Carriage_Park\Final\Uni1_19930806.tif,http:\\gis.johnscreekga.gov\docs\CarriagePark\plat_geo\Unit1_19930806.tif,http://gis.johnscreekga.gov/docs_records/Plats/Carriage_Park/Final/Uni1_19930806.tif,Final,,ba1a579e-d4d3-44a6-b398-080aa179b997,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,88631.94140625,3953.07765554958
67,NP100082,SA100381,Carriage Park,Subdivision,Phase 2A,1993-08-06T00:00:00.000Z,P:\CarriagePark\plat_geo\Unit2A_19930806.tif,X:\Records\Plats\Carriage_Park\Final\Unit2A_19930806.tif,http:\\gis.johnscreekga.gov\docs\CarriagePark\plat_geo\Unit2A_19930806.tif,http://gis.johnscreekga.gov/docs_records/Plats/Carriage_Park/Final/Unit2A_19930806.tif,Final,,d6718baf-31ed-41b1-a031-cc384c3fb055,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,12417.26171875,770.08481711165
68,NP100083,SA100443,Clublands,Subdivision,,1985-12-10T00:00:00.000Z,P:\Clublands\plat_geo\Clublands.tif,X:\Records\Plats\Clublands\Final\19851210.tif,http:\\gis.johnscreekga.gov\docs\Clublands\plat_geo\Clublands.tif,http://gis.johnscreekga.gov/docs_records/Plats/Clublands/Final/19851210.tif,Final,,03cb7bbc-7c5a-4a3b-bcb2-5a8f6c8f4fa2,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,106628.27734375,2839.53342517323
69,NP100084,SA100261,Creekside Crossing,Subdivision,,1992-10-09T00:00:00.000Z,P:\CreeksideCrossing\plat_geo\19921009.tif,,http:\\gis.johnscreekga.gov\docs\CreeksideCrossing\plat_geo\19921009.tif,,Final,,da1189bb-f33f-4b09-afd1-07e4b2377d1d,2013-06-13T13:38:41.000Z,2016-03-04T21:46:20.000Z,496838.2109375,7006.51946334728
70,NP100085,SA100351,Parsons Walk,Subdivision,,2005-04-15T00:00:00.000Z,P:\ParsonsWalk\plat_geo\20050415pg2.tif,X:\Records\Plats\Parsons_Walk\Final\20050415.tif,http:\\gis.johnscreekga.gov\docs\ParsonsWalk\plat_geo\20050415pg2.tif,http://gis.johnscreekga.gov/docs_records/Plats/Parsons_Walk/Final/20050415.tif,Final,,43ebb25b-1098-4d2c-9a64-ef1ccbc9cc03,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,19987.3671875,974.702950539251
71,NP100086,SA100351,Parsons Walk,Subdivision,,2005-04-15T00:00:00.000Z,P:\ParsonsWalk\plat_geo\20050415.tif,X:\Records\Plats\Parsons_Walk\Final\20050415.tif,http:\\gis.johnscreekga.gov\docs\ParsonsWalk\plat_geo\20050415.tif,http://gis.johnscreekga.gov/docs_records/Plats/Parsons_Walk/Final/20050415.tif,Final,,b1d0a0cc-df6e-474d-a260-60f97b180e75,2013-06-13T13:38:41.000Z,2013-06-13T13:38:41.000Z,25554.08203125,1279.41790678365
72,NP100087,SA100407,Coldstream Courts,Subdivision,Unit 2,1997-01-07T00:00:00.000Z,P:\ColdstreamCourts\plat_geo\Unit2_19970107.tif,X:\Records\Plats\Coldstream_Courts_AKA_River_Knoll\Final\Unit2_19970107.tif,http:\\gis.johnscreekga.gov\docs\ColdstreamCourts\plat_geo\Unit2_19970107.tif,http://gis.johnscreekga.gov/docs_records/Plats/Coldstream_Courts_AKA_River_Knoll/Final/Unit2_19970107.tif,Final,also known as River Knoll,4f645cbe-94b2-4e79-b9f5-3e92aa875525,2013-06-13T13:38:41.000Z,2015-07-15T11:22:47.000Z,67464.62109375,1712.69191860836
73,NP100091,SA100392,Stratmore,Subdivision,"Phase B, Unit 3",1997-01-15T00:00:00.000Z,P:\Stratmore\plat_geo\Unit3PhaseB_19970115.tif,X:\Records\Plats\Stratmore_AKA_River_Knoll_and_Coldstreams_Court\Final\Unit3PhaseB_19970115.tif,http:\\gis.johnscreekga.gov\docs\Stratmore\plat_geo\Unit3PhaseB_19970115.tif,http://gis.johnscreekga.gov/docs_records/Plats/Stratmore_AKA_River_Knoll_and_Coldstreams_Court/Final/Unit3PhaseB_19970115.tif,Final,,557cb8db-1fa6-4d3e-ab3d-a7bb4e480df8,2013-06-13T13:38:42.000Z,2017-01-23T18:55:44.000Z,12056.83203125,740.74248929074
74,NP100093,SA100392,Stratmore,Subdivision,"Phase C, Unit 3",1997-04-30T00:00:00.000Z,P:\Stratmore\plat_geo\Unit3PhaseC_19970430.tif,X:\Records\Plats\Stratmore_AKA_River_Knoll_and_Coldstreams_Court\Final\Unit3PhaseC_19970430.tif,http:\\gis.johnscreekga.gov\docs\Stratmore\plat_geo\Unit3PhaseC_19970430.tif,http://gis.johnscreekga.gov/docs_records/Plats/Stratmore_AKA_River_Knoll_and_Coldstreams_Court/Final/Unit3PhaseC_19970430.tif,Final,,0c998880-138b-4a97-83a1-de16a17c70b6,2013-06-13T13:38:42.000Z,2015-07-15T11:14:44.000Z,34598.984375,1222.25847455477
75,NP100095,SA100406,River Knoll,Subdivision,Phase 1B,1992-07-13T00:00:00.000Z,P:\RiverKnoll\plat_geo\Phase1B_19920713.tif,X:\Records\Plats\River_Knoll_NE\Final\Phase1B_19920713.tif,http:\\gis.johnscreekga.gov\docs\RiverKnoll\plat_geo\Phase1B_19920713.tif,http://gis.johnscreekga.gov/docs_records/Plats/River_Knoll_NE/Final/Phase1B_19920713.tif,Final,,61440408-8476-449b-ac00-748697ecf554,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,58703.65234375,1566.21936832551
76,NP100098,SA100486,"Residences at Johns Creek Walk, The",Mixed,Phase I,2006-07-24T00:00:00.000Z,P:\JohnsCreekWalk\plat_geo\Phase1_20060724.tif,X:\Records\Plats\Johns_Creek_Walk\Final\20060724.tif,http:\\gis.johnscreekga.gov\docs\JohnsCreekWalk\plat_geo\Phase1_20060724.tif,http://gis.johnscreekga.gov/docs_records/Plats/Johns_Creek_Walk/Final/20060724.tif,Final,,5ccb9683-af38-4e3f-9820-70a6e877a0a8,2013-06-13T13:38:42.000Z,2014-10-15T00:00:00.000Z,35436.90625,1174.15077437595
77,NP100100,SA100300,"Reserve at Johns Creek Walk, The",Mixed,,2005-04-11T00:00:00.000Z,P:\ReserveAtJohnsCreek\plat_geo\SitePlan20050411.tif,X:\Records\Plats\Reserve_at_Johns_Creek (Johns Creek Walk)\LDP\Permitted 20050411/SitePlan20050411.tif,http:\\gis.johnscreekga.gov\docs\ReserveAtJohnsCreek\plat_geo\SitePlan20050411.tif,http://gis.johnscreekga.gov/docs_records/Plats/Reserve_at_Johns_Creek (Johns Creek Walk)/LDP/Permitted 20050411/SitePlan20050411.tif,LDP,,d7f01ebb-86e8-4f5f-a5bd-7c1fcf665e19,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,52972.21875,927.009202816109
78,NP100102,SA100456,Jaden Woods,Subdivision,Phase 2,2008-10-03T00:00:00.000Z,P:\JadenWoods\plat_geo\Phase2_20081003.tif,X:\Records\Plats\Jaden_Woods\Final\Phase2_20081003.tif,http:\\gis.johnscreekga.gov\docs\JadenWoods\plat_geo\Phase2_20081003.tif,http://gis.johnscreekga.gov/docs_records/Plats/Jaden_Woods/Final/Phase2_20081003.tif,Final,,34d3e6b5-ad8b-4cdf-a2a8-04c4b94d1b5c,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,121288.23046875,2685.79284776958
79,NP100103,SA100456,Jaden Woods,Subdivision,Phase 1,2007-02-28T00:00:00.000Z,P:\JadenWoods\plat_geo\Phase1_20070228.tif,X:\Records\Plats\Jaden_Woods\Final\Phase1_20070228.tif,http:\\gis.johnscreekga.gov\docs\JadenWoods\plat_geo\Phase1_20070228.tif,http://gis.johnscreekga.gov/docs_records/Plats/Jaden_Woods/Final/Phase1_20070228.tif,Final,,80e6671e-0e8f-41f4-a8b5-d9fa252a61d6,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,76281.38671875,2371.57066434163
80,NP100105,SA100477,Tavistock,Subdivision,Phase 2,2006-05-24T00:00:00.000Z,P:\Tavistock\plat_geo\Phase2_20080701.tif,X:\Records\Plats\St_Amour_AKA_Finley_Rd_Tract\Final\20061003.tif,http:\\gis.johnscreekga.gov\docs\Tavistock\plat_geo\Phase2_20080701.tif,http://gis.johnscreekga.gov/docs_records/Plats/St_Amour_AKA_Finley_Rd_Tract/Final/20061003.tif,Final,,f8fdc300-9315-43bf-a56f-667caab1f9db,2013-06-13T13:38:42.000Z,2016-02-08T13:45:50.000Z,141517.7265625,3344.67870885865
81,NP100107,SA100398,Blackstone,Subdivision,Unit 1,2002-02-20T00:00:00.000Z,P:\Blackstone\plat_geo\Unit1_20020220pg1.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 1 20020220.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit1_20020220pg1.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 1 20020220.tif",Final,,5072c104-12d9-4c2f-a3c4-0c77f2542e4b,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,79048.71875,2879.95190467893
82,NP100108,SA100398,Blackstone,Subdivision,Unit 1,2002-02-20T00:00:00.000Z,P:\Blackstone\plat_geo\Unit1_20020220pg2.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 1 20020220.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit1_20020220pg2.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 1 20020220.tif",Final,,b80b9eb9-8256-4ab8-a8c9-2cc959fe342e,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,129904.2734375,3743.25955153813
83,NP100109,SA100398,Blackstone,Subdivision,"Unit 2, Phase 2",2003-05-01T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase2_20030501pg3.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 2 20030501.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase2_20030501pg3.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 2 20030501.tif",Final,,e0fd97d8-98dc-4dcb-8500-70660f2707d9,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,73973.17578125,2761.02199434482
84,NP100110,SA100398,Blackstone,Subdivision,"Unit 2, Phase 3A",2003-05-08T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase3A_20030508pg3.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 3A 20030508.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase3A_20030508pg3.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 3A 20030508.tif",Final,,eb0f4698-e64d-4ae0-9f2d-b98eca243383,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,37795.953125,1756.77324678469
85,NP100111,SA100398,Blackstone,Subdivision,"Unit 2, Phase 3A",2003-05-08T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase3A_20030508pg4.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 3A 20030508.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase3A_20030508pg4.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 3A 20030508.tif",Final,,69829ec0-d2fe-4ddf-8bbe-e1e69aa88820,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,22303.5546875,966.341797420321
86,NP100112,SA100398,Blackstone,Subdivision,"Unit 2, Phase 3B & 5",2003-12-16T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase3B&5_20031216pg4.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 3B & Phase 5_20031216.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase3B&5_20031216pg4.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 3B & Phase 5_20031216.tif",Final,,22c4ea62-f062-4e31-8ca2-1a6c0e9cf845,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,95162.7578125,2728.9148689913
87,NP100113,SA100398,Blackstone,Subdivision,"Unit 2, Phase 3C",2005-07-06T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase3C_20050706pg3.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 3C 20050706.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase3C_20050706pg3.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 3C 20050706.tif",Final,,cd0ccea8-97c1-4e73-964e-aed1b1d70a8f,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,40259.97265625,1561.49162823755
88,NP100114,SA100398,Blackstone,Subdivision,"Unit 2, Phase 4",2010-02-25T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase4_20100225pg4.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 4 20100225.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase4_20100225pg4.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 4 20100225.tif",Final,,79990c06-2224-41bc-a273-543696287570,2013-06-13T13:38:42.000Z,2013-06-13T13:38:42.000Z,22369.19140625,1005.37130454092
89,NP100115,SA100398,Blackstone,Subdivision,"Unit 2, Phase 6",2004-08-03T00:00:00.000Z,P:\Blackstone\plat_geo\Unit2Phase6-20040803pg3.tif,"X:\Records\Plats\Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)\Final\Unit 2 Phase 6 20040803.tif",http:\\gis.johnscreekga.gov\docs\Blackstone\plat_geo\Unit2Phase6-20040803pg3.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Blackstone (LL 483, 494, 495, 500, 501, 502, 503 Dist 1-1)/Final/Unit 2 Phase 6 20040803.tif",Final,,cae6ea5e-cac9-4972-a2db-5b664006444e,2013-06-13T13:38:42.000Z,2016-02-08T13:56:06.000Z,50870.953125,2177.13278694131
90,NP100116,SA100397,Brookdale,Subdivision,,2004-05-11T00:00:00.000Z,P:\Brookdale\plat_geo\Brookdale.tif,"X:\Records\Plats\Brookdale AKA Jones Bridge Buice Road Subdivision (LL 114, 115, 134 Dist 1-1)\Final\20040511.tif",http:\\gis.johnscreekga.gov\docs\Brookdale\plat_geo\Brookdale.tif,"http://gis.johnscreekga.gov/docs_records/Plats/Brookdale AKA Jones Bridge Buice Road Subdivision (LL 114, 115, 134 Dist 1-1)/Final/20040511.tif",Final,,f25089d3-4143-4c15-8891-66124072807e,2013-06-13T13:38:42.000Z,2014-11-24T00:00:00.000Z,37863.859375,1428.85138616475
