OBJECTID_1,Status,FACTYPE1,FACTYPE2,ON_OFFROAD,REGION1,REGION2,Signed,Net_Aff,Comments,State_Rte,Surf_Struc,Marked,Signed_Rte,Edited,NAME,FEAT_MOD_D,WIDTH_USFT,Length_Miles,GlobalID,last_edited_date
120,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,,No,Hard,,,Yes,Noonday Creek Trail,,,0.728749,{A8A355C2-FD6D-47BC-A423-FF6998BBDA6A},
121,f,,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Trestle Rock Trail,,,1.265733,{E2C4E367-F69C-41BB-822A-5EFB26ABFDDC},
122,f,,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Bridget Hammond Trail,,,1.676498,{86325201-8DA4-4152-8AFF-B5C24A519831},
123,c,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,"Not in Bing Imagery, not corrected",No,,,,Null,Woodstock Parkway Trail,,,0.780199,{39C4899F-72BF-4132-94CE-BB701AA85FD4},
124,f,,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Towne Lake Pass Trail,,,1.850002,{7D6564F4-99CA-4A7F-A965-31ED291C3EB5},
125,p,,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Noonday Creek Regional Connector Trail,,,0.049683,{812907C6-E48E-466B-ADA6-A5408ACE3B21},
126,c,Shared Use Path or Greenway,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,No,,,,Yes,Trestle Rock Trail,,,0.526528,{72EE0A20-B20A-4F97-B0C5-EC1DEF35C407},
127,p,,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,River Run Trail,,,0.031405,{48CEFD96-247A-4B79-961D-016AB4A7F99D},
128,p,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Education Connector Trail,,,0.517866,{E21C9E68-7248-40D2-9530-9509E53ADC47},
129,p,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Education Connector Trail,,,0.243804,{7F63DCDF-8220-4DD3-9BC7-A41B91965939},
130,c,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,"Not in Bing Imagery, not corrected",No,,,,Null,Education Connector Trail,,,0.20265,{7C2A62B0-E5B8-4373-89F9-BA7CFA8D7788},
131,p,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Education Connector Trail,,,0.252551,{C47C6F7D-AC6F-4F4F-A2B8-6EEFFC4743F0},
132,p,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Old Rope Mill Trail,,,0.147689,{A911461C-811A-4F97-8193-D10C86095F57},
133,c,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,,No,,,,Yes,Old Rope Mill Trail,,,0.083353,{80D46700-5578-4D17-8F23-3BEBE3353BAF},
134,p,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null, ,,,0.374842,{A7C4DCCB-7F52-4D34-9017-60EB544D4278},
135,p,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null, ,,,0.195711,{968A6044-BC2B-440E-A95D-7433BF3134CA},
136,c,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,"Not in Bing Imagery, not corrected",No,,,,Null, ,,,0.044699,{92341892-9743-4278-9A45-9DF8B3746C6F},
137,f,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Education Connector Trail,,,0.437528,{B8F9306F-CAD1-4867-A32D-50D198D85A3E},
138,c,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,No,,,,Null,Education Connector Trail,,,0.249311,{8295A094-752A-44B5-8A3B-665CDB799B92},
139,p,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Old Rope Mill Trail,,,0.544956,{B3757F79-C26A-40D9-9FFC-AA52AFFA5CFF},
140,c,Side Path,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,,No,,,,Yes, ,,,0.118075,{1EA578F7-0952-40F8-A9C5-352A08547671},
141,p,,Off Road Bike Facility,Off,Cherokee County,Woodstock,,Greenprints Trail,Multi-use classify by Woodstock Needs verify,,,,,Null,Trestle Rock Trail,,,0.100396,{517E383B-3C40-4F0B-912C-64947F415471},
142,p,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,Mtn Bike Trl classify by Woodstock Needs verify,,,,,Null, ,,,1.105124,{9455AF93-0B80-421E-A79B-325655609433},
143,p,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,Mtn Bike Trl classify by Woodstock Needs verify,,,,,Null, ,,,0.547988,{AB8E8310-4875-47B2-AB37-1F41958044B2},
144,p,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,Mtn Bike Trl classify by Woodstock Needs verify,,,,,Null, ,,,1.652328,{654D466F-8924-406A-BAB3-55DBA9BFF6E8},
145,p,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,Mtn Bike Trl classify by Woodstock Needs verify,,,,,Null,Fierce Trail,,,1.944147,{643D4016-BD3C-48A3-8E37-93F44C701576},
146,p,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,Mtn Bike Trl classify by Woodstock Needs verify,,,,,Null, ,,,0.408843,{D1013465-E59D-4E4C-A663-2C35D208A6EB},
147,p,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,Mtn Bike Trl classify by Woodstock Needs verify,,,,,Null, ,,,0.188547,{4A4A04F2-D2C9-4179-BB91-D6AFA4398CBD},
148,p,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,Mtn Bike Trl classify by Woodstock Needs verify,,,,,Null, ,,,1.338509,{544B3424-4735-4A2E-B98F-5AB040437025},
149,c,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,"Not in Bing Imagery, not corrected",,,,,Null,Explorer Trail,,,1.705655,{DE4ECD73-88F9-413C-8E9E-9A2B4E6C3527},
150,c,Mountain Bike Trail,Mountain Bike Trail,Off,Cherokee County,Woodstock,,,"Not in Bing Imagery, not corrected",,,,,Null,Avalanche Trail,,,2.783546,{0C4FBE82-55DE-45DE-B93A-55B796F272B0},
151,c,Conventional Bike Lane,Bike Lane,On,Fulton County,Atlanta,,City of Atlanta,2014,No,Hard,Yes,,Yes,Atlanta Streetcar,,,1.958523,{B919FB7E-108B-4B1D-BF34-8B19429798BC},
152,c,Shared Use Path or Greenway,Off Road Bike Facility,Off, , , ,PATH,From PATH,No,Hard, , ,Yes,Nancy Creek Trail, , ,1.174161,{B40ADE6C-D676-4567-AE2C-0939A6FA8EDC},
153,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,2.147007,{24E5C971-5C60-48FA-AC2D-8435C153409D},
154,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.371148,{3C99157B-E668-4482-B593-781EF6E5AC08},
155,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,3.43381,{71F617C0-4DCE-4726-8B03-71D0A7FC8A34},
156,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,5.305095,{EBCDCF06-8253-49FF-B611-38D66846670D},
157,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,2.43164,{B9F5F416-DB8F-4F12-BC8D-219CA8E79BDC},
158,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.124437,{23BAE1EA-5BD6-4ED1-9B2A-67DD88307AFC},
159,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,2.245399,{82FB6D3A-C59E-40BA-B31A-F0E9CBF982EC},
160,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,2.917238,{328EAF84-6AE3-4673-BE8C-FEDF56B36ED7},
161,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,5.612989,{4ED4665E-CD5A-4682-AF99-57C067A8803C},
162,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.000989,{46894032-DC4F-45FB-9882-A1AA3733C5F9},
163,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,"SORBA Mtn Bike, Mixed Use, Road Bike Corridor", ,Hard, , ,,Bike Route 130, , ,4.704065,{FEF2DDFF-E0A1-4D0F-94A6-6EF14359EEBB},
164,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,2.682454,{F5BA308A-2DE1-43B7-9CD6-88D34BCB96E0},
165,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,0.367868,{081D77C7-B1DA-4BA5-A031-0591F1287565},
166,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.528356,{C8676E9A-4B8A-4668-828E-887612ADB009},
167,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.220033,{54ED6028-2406-4947-BEF5-6FEF57D26491},
168,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.938263,{24C794AB-0080-4997-A3B4-82B75555AC08},
169,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.50613,{A4610F9E-9060-4732-9FA6-F69CF8925510},
170,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.731373,{AA0331FC-E998-417C-A4C0-EFE88FE31CDB},
171,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.62157,{8E8A03E7-4A3E-4D01-A7D2-50A21FF63B85},
172,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.287835,{670D5963-8266-4DF7-9EF8-FAF21D554E67},
173,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.427044,{3AC35430-D1BF-45B7-84E6-7BC53E5C7648},
174,,Mountain Bike Trail,Mountain Bike Trail,Off,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Soft, , ,,SORBA Mountain Bicycle Corridor, , ,1.237913,{CA7BE60D-9EC0-470E-849E-5EB40B8D2253},
175,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.463336,{2EB69F8B-15DD-40CF-8845-5CEFF0C4617A},
176,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.790433,{9408B15D-AD20-4551-9D7B-D0C1841B0F44},
177,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.402349,{04655550-CDE2-4F4F-BAA1-5BBC2EC3C749},
178,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,2.291268,{498AE7F1-B721-462C-87CB-45F8895AC42E},
179,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.881153,{09BF5190-5F53-4E78-9BC0-C8C78CEFB380},
180,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.64777,{9DD4C0CF-CED6-406E-8FB1-100B92AEC200},
181,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,2.092694,{8EEB58F9-35C6-41A2-8D26-322F28486709},
182,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,0.772941,{DAB0361C-DA2C-4901-AF3F-2D373CDB129C},
183,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.884223,{625A614C-F36F-473A-AFED-50FCA25C59F3},
184,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, SORBA Road Bicycle Corridor, , ,2.068638,{170CF8F9-EEFC-4A0F-AAFC-6DECC34E982C},
185,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,0.320314,{C76435D1-A1E8-4D28-89A2-AD7E7D04BE1E},
186,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, SORBA Road Bicycle Corridor, , ,2.275339,{01B37E64-6CF9-40CF-8223-B698B18AAF40},
187,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.248899,{FFD0AF07-EB33-45C5-91B2-8582D333CA73},
188,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,0.938968,{2105954C-0D1A-4680-935A-BA269FCFC433},
189,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.112364,{CA4205DA-11E3-46F6-A3E9-138339B387EE},
190,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,2.248407,{4460F480-1711-4109-A8C0-78F962597912},
191,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.02365,{183C3E8C-6B37-4479-AB94-0DA9FF056151},
192,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.641415,{01055E3E-C5AA-4AFF-918D-F9BD300EB00C},
193,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,1.085569,{823C8D0F-383D-4F49-A747-6CFEADEC28F5},
194,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,3.552688,{BAF16FB4-AEC5-4CD6-ADB0-230F62122B67},
195,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,6.984483,{1C902565-9B2E-45B0-B12F-9B7B28BB018E},
196,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,7.84134,{1EB9C031-5F83-4A9E-AB5B-523388C95632},
197,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.872452,{35961523-437E-437B-B74B-D3A4684F8986},
198,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.281056,{7C223C8D-1B8C-4D8A-9AE8-C82DE6A4C4BD},
199,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.463272,{B9037FBC-F865-4F56-A60B-6B324FD5A9DA},
200,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,2.969845,{409256AC-122E-4622-8361-05BCC1788663},
201,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.752179,{3440D22D-EE6A-4449-BC0B-AEA0CBD5E93E},
202,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.052058,{B301D28D-0F81-4725-A64D-770316A8B47F},
203,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.777885,{89CE8825-719A-4114-BD3B-7771742AF7E8},
204,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.165745,{C6ADB168-EE1A-4A9E-9E21-94F4F5792119},
205,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.916386,{39B44DE1-274C-4C1C-8542-69C0E4CD1D70},
206,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,2.045454,{596EFED9-EBBB-43D6-BE5E-9D70363F1B48},
207,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.837414,{5C90106D-7CD9-416E-AD5F-C3974C815CEB},
208,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.829848,{D8860EDC-50FA-4899-8A90-9E0C9776FC17},
209,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.344345,{E2097141-57B0-4388-A14E-85254C45CDA9},
210,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,,SORBA Road Bicycle Corridor, , ,4.050607,{73A0ED19-5330-46CE-B3D7-3EDB2D9EE28F},
211,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,3.241308,{BC7DDCA5-BD30-46CC-8CF1-42E904F17C49},
212,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.682142,{C82C4580-ECD6-42E4-98EE-DF8CD081BA3E},
213,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.597095,{2CDB1B17-7B99-4A96-9198-2468F0FC4B16},
214,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.712093,{6F196623-8616-4DBE-997D-D930CC0C940D},
215,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,1.314504,{11F9284F-11B3-46C8-95F2-1B7D15FD2FFB},
216,,Shared Travel Lane,"Designated On Road Bike Facility, unimproved",On,Paulding County, , , ,Created using Paulding Co 2008 Comprehensive Plan*, ,Hard, , ,, , , ,0.079725,{78266B96-3E81-4F08-A9A0-1D51D04E63DA},
