OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Population__1_yr_and_older,Population_did_not_move,Percent_of_pop_did_not_move,Population_who_moved_last_year,Percent_of_population_who_moved,GlobalID,Pop_Chng_per_SqMi_2000_2010,Pop_Moved_From_Diff_State,Pct_Pop_Moved_Diff_State,Pop_Who_Moved_From_Abroad,Pct_Pop_Moved_From_Abroad
567,011620,13121011620,116.20,ARC 10,2015-05-27T12:35:41.000Z,8929,8515,95.36,359,4.02,{BC60F924-EE22-43B6-8AE5-81638663EFBE},719,221,2.48,55,0.62
568,011420,13121011420,114.20,ARC 10,2015-05-27T12:35:41.000Z,7356,5421,73.69,1935,26.31,{03BC9478-826F-4F0B-AC06-4249161BAD7F},670,43,0.58,0,0
569,011613,13121011613,116.13,ARC 10,2015-05-27T12:35:41.000Z,6389,5110,79.98,1146,17.94,{27AE3F6E-AA3E-4989-8B69-E40E13782A3D},398.4,289,4.52,133,2.08
570,011426,13121011426,114.26,ARC 10,2015-05-27T12:35:41.000Z,2374,2269,95.58,105,4.42,{3626B721-6B9C-42B6-A330-18492122C2DC},-91.7,0,0,0,0
571,011425,13121011425,114.25,ARC 10,2015-05-27T12:35:41.000Z,6730,6115,90.86,597,8.87,{936D1B0C-C3FF-4368-875B-D2CA4FADF306},176.7,229,3.4,18,0.27
572,011423,13121011423,114.23,ARC 10,2015-05-27T12:35:41.000Z,4314,3838,88.97,459,10.64,{CA884745-713C-4435-8244-402A9E9833DA},72.8,42,0.97,17,0.39
573,011418,13121011418,114.18,ARC 10,2015-05-27T12:35:41.000Z,6032,5731,95.01,290,4.81,{0C436438-0B9B-4525-BE5C-9D7E5D31CB8E},64,105,1.74,11,0.18
574,002600,13121002600,26,ARC 10,2015-05-27T12:35:41.000Z,667,424,63.57,243,36.43,{9126BD7B-D8B2-4CDC-8E0F-0CBFB7227242},-1160,71,10.64,0,0
575,001700,13121001700,17,ARC 10,2015-05-27T12:35:41.000Z,2464,1884,76.46,580,23.54,{F9A4A13A-8047-486A-A931-304FEF5A6216},588,49,1.99,0,0
576,001400,13121001400,14,ARC 10,2015-05-27T12:35:41.000Z,2426,1540,63.48,869,35.82,{89DFAF78-F40E-483F-BCAF-F2FD0A089E2D},173.3,247,10.18,17,0.7
577,003000,13121003000,30,ARC 10,2015-05-27T12:35:41.000Z,2433,1640,67.41,768,31.57,{3B6BE793-9A06-4315-BEB4-E33F91451837},1808,275,11.3,25,1.03
578,011000,13121011000,110,ARC 10,2015-05-27T12:35:41.000Z,3657,3149,86.11,451,12.33,{E6E90CDB-89A6-40D2-B43B-7099968CA7A2},-1281.8,5,0.14,57,1.56
579,007400,13121007400,74,ARC 10,2015-05-27T12:35:41.000Z,2928,2028,69.26,893,30.5,{AD535054-83AD-43DB-B541-BB016573D3F6},-930,231,7.89,7,0.24
580,006400,13121006400,64,ARC 10,2015-05-27T12:35:41.000Z,954,807,84.59,147,15.41,{6CD72FE9-F007-4DA9-B759-876FBBDBBBDA},-3252,36,3.77,0,0
581,005300,13121005300,53,ARC 10,2015-05-27T12:35:41.000Z,3648,2815,77.17,833,22.83,{0AE30365-B9B3-42F8-A2BC-184DB5E8A7D0},612.2,69,1.89,0,0
582,005502,13121005502,55.02,ARC 10,2015-05-27T12:35:41.000Z,2336,1985,84.97,351,15.03,{DFB2B16D-C85C-457A-B0FA-8BF42CB7A8B2},1895.7,6,0.26,0,0
583,008202,13121008202,82.02,ARC 10,2015-05-27T12:35:41.000Z,2539,1984,78.14,555,21.86,{C7934BC1-93C9-472D-A5B2-A3B0DE71A30D},-907,0,0,0,0
584,010513,13121010513,105.13,ARC 10,2015-05-27T12:35:41.000Z,12774,10927,85.54,1836,14.37,{7C099360-C214-4637-BC1E-11821F8ACB88},532.7,311,2.43,11,0.09
585,010304,13121010304,103.04,ARC 10,2015-05-27T12:35:41.000Z,12210,10563,86.51,1599,13.1,{BE4E0498-2F4C-448C-A69C-5F7D42ECFDAC},532.8,442,3.62,48,0.39
586,010303,13121010303,103.03,ARC 10,2015-05-27T12:35:41.000Z,9115,7377,80.93,1728,18.96,{BEECF3DE-010C-4BBD-A09C-91A655C6EC6A},237.1,376,4.13,10,0.11
587,010514,13121010514,105.14,ARC 10,2015-05-27T12:35:41.000Z,10216,8864,86.77,1337,13.09,{944ED554-9382-4299-AC1B-D51D16A378C8},374.3,194,1.9,15,0.15
588,010301,13121010301,103.01,ARC 10,2015-05-27T12:35:41.000Z,14459,11881,82.17,2548,17.62,{76244857-76A3-431B-BA42-88FECB3EB31E},363.3,631,4.36,30,0.21
589,010400,13121010400,104,ARC 10,2015-05-27T12:35:41.000Z,6946,6182,89,734,10.57,{4216E2A2-D66E-4FB7-89BD-810BE70CA8AA},18.5,45,0.65,30,0.43
590,011421,13121011421,114.21,ARC 10,2015-05-27T12:35:41.000Z,3899,2517,64.56,1276,32.73,{B331255D-7EDE-4AF7-9985-0F7632C88AD6},396,291,7.46,106,2.72
591,011416,13121011416,114.16,ARC 10,2015-05-27T12:35:41.000Z,5185,4789,92.36,396,7.64,{2B1935C7-45C8-4230-919D-AF90C82B727B},147.3,176,3.39,0,0
592,011506,13121011506,115.06,ARC 10,2015-05-27T12:35:41.000Z,6140,5666,92.28,474,7.72,{84499B2F-BAF4-413A-9B6F-6A506900FF09},136.8,254,4.14,0,0
593,011417,13121011417,114.17,ARC 10,2015-05-27T12:35:41.000Z,4109,3940,95.89,169,4.11,{B53BE350-FD36-4D60-A8D6-1C333D6AD46D},246.6,48,1.17,0,0
594,007001,13121007001,70.01,ARC 10,2015-05-27T12:35:41.000Z,3845,3277,85.23,568,14.77,{1E3C3ED1-ADB7-4619-9D76-7A92F3CB5FCC},-579.4,63,1.64,0,0
595,006700,13121006700,67,ARC 10,2015-05-27T12:35:41.000Z,3139,2535,80.76,585,18.64,{96E4990F-1DBF-45AA-A3F8-DAC658CD0221},-236.9,0,0,19,0.61
596,006300,13121006300,63,ARC 10,2015-05-27T12:35:41.000Z,1224,888,72.55,336,27.45,{AECD4389-F0F9-4E8E-A734-2E9224995EBC},90,24,1.96,0,0
597,005700,13121005700,57,ARC 10,2015-05-27T12:35:41.000Z,1136,873,76.85,263,23.15,{C6B35A31-0797-4EBB-92B3-0996827A2A3D},540,46,4.05,0,0
598,006500,13121006500,65,ARC 10,2015-05-27T12:35:41.000Z,4299,3640,84.67,659,15.33,{39D01529-C7D6-4BD9-9BA3-8D44084AEE4C},-766.2,40,0.93,0,0
599,005501,13121005501,55.01,ARC 10,2015-05-27T12:35:41.000Z,2481,1868,75.29,613,24.71,{426DCBE3-37EB-40F3-964D-366811096717},-122,50,2.02,0,0
600,004900,13121004900,49,ARC 10,2015-05-27T12:35:41.000Z,2451,2126,86.74,325,13.26,{202127D2-1C6B-494D-BB27-EFF28C39F09E},1110,19,0.78,0,0
601,004800,13121004800,48,ARC 10,2015-05-27T12:35:41.000Z,631,494,78.29,137,21.71,{245C110F-07DB-41A4-8FC7-586325EE1E38},-6635,7,1.11,0,0
602,002800,13121002800,28,ARC 10,2015-05-27T12:35:41.000Z,2251,1390,61.75,842,37.41,{4515822E-2CA3-4BF3-876A-783B8FA90A8C},2296.7,186,8.26,19,0.84
603,011419,13121011419,114.19,ARC 10,2015-05-27T12:35:41.000Z,4890,4301,87.96,589,12.04,{0AAEA896-FC25-4B39-8F26-B181E458B752},528.5,170,3.48,0,0
604,011503,13121011503,115.03,ARC 10,2015-05-27T12:35:41.000Z,8311,7599,91.43,640,7.7,{7DF03290-4C3C-4BB9-A818-313FCB9742D8},259.6,305,3.67,72,0.87
605,011615,13121011615,116.15,ARC 10,2015-05-27T12:35:41.000Z,8787,8069,91.83,706,8.03,{8D388521-A9F7-415B-BD31-005177B66BE6},350.8,375,4.27,12,0.14
606,011504,13121011504,115.04,ARC 10,2015-05-27T12:35:41.000Z,11496,10734,93.37,715,6.22,{5016A864-F0CA-433F-892A-3874991629B9},250,278,2.42,47,0.41
607,010515,13121010515,105.15,ARC 10,2015-05-27T12:35:41.000Z,4405,3702,84.04,682,15.48,{6AEFEB4B-14FC-4E5F-8AE6-02139B36DF99},616.1,76,1.73,21,0.48
608,010516,13121010516,105.16,ARC 10,2015-05-27T12:35:41.000Z,7478,5748,76.87,1730,23.13,{295AE64A-5030-4DCF-883A-B0DABCDEDC9E},449.1,212,2.83,0,0
609,010120,13121010120,101.20,ARC 10,2015-05-27T12:35:41.000Z,2091,1389,66.43,690,33,{5C1A653F-288A-4F79-8B28-579FAEFA7E75},1057.5,52,2.49,12,0.57
610,010117,13121010117,101.17,ARC 10,2015-05-27T12:35:41.000Z,2904,1194,41.12,1710,58.88,{597A370C-50E9-4864-9168-098D3517FF7F},678,404,13.91,0,0
611,001800,13121001800,18,ARC 10,2015-05-27T12:35:41.000Z,4227,3242,76.7,928,21.95,{3296F954-1844-4195-BE77-7FC55F1BBB77},915,186,4.4,57,1.35
612,001300,13121001300,13,ARC 10,2015-05-27T12:35:41.000Z,4235,2869,67.74,1344,31.74,{D00F2782-F821-44E7-9BFA-60A7E61DB1A9},348,334,7.89,22,0.52
613,001900,13121001900,19,ARC 10,2015-05-27T12:35:41.000Z,2595,1823,70.25,760,29.29,{BE0248F6-8F82-499B-AFB4-5A01412BA62E},6302.5,132,5.09,12,0.46
614,002100,13121002100,21,ARC 10,2015-05-27T12:35:41.000Z,3774,2493,66.06,1198,31.74,{74892D4F-66DD-47D9-B89F-5A3D9D9471B3},2926.7,134,3.55,83,2.2
615,004400,13121004400,44,ARC 10,2015-05-27T12:35:41.000Z,952,772,81.09,167,17.54,{AC0F7F41-3129-4002-BD8C-6CC8E326C8A6},1736.7,32,3.36,13,1.37
616,003200,13121003200,32,ARC 10,2015-05-27T12:35:41.000Z,2070,1610,77.78,460,22.22,{1F2733D0-4D8D-4327-B66D-F3009606A3A6},1287.5,132,6.38,0,0
617,004200,13121004200,42,ARC 10,2015-05-27T12:35:41.000Z,2159,1343,62.2,816,37.8,{94253BB8-ED8B-4CFE-B04A-2F40FA5743E6},-562,111,5.14,0,0
618,003800,13121003800,38,ARC 10,2015-05-27T12:35:41.000Z,3722,2090,56.15,1570,42.18,{C7329219-E8B8-4F31-9C02-314924157AFB},5646.7,687,18.46,62,1.67
619,002500,13121002500,25,ARC 10,2015-05-27T12:35:41.000Z,1955,1482,75.81,461,23.58,{5CFAD258-E3BF-4265-ADCF-25ED0933A1D4},-256.7,194,9.92,12,0.61
620,002300,13121002300,23,ARC 10,2015-05-27T12:35:41.000Z,1496,1125,75.2,371,24.8,{7C9FC6E7-9367-4DF8-A7D8-1BE4F4B3D984},-3095,0,0,0,0
621,001608,13139001608,16.08,ARC 20,2015-05-27T12:35:41.000Z,4097,3718,90.75,372,9.08,{0AE936AF-250E-4346-8511-5AA22EFC2ADF},567.6,49,1.2,7,0.17
622,001603,13139001603,16.03,ARC 20,2015-05-27T12:35:41.000Z,4450,4001,89.91,442,9.93,{8A39B202-2C72-48E0-8ADF-C91DE453E60D},104.9,89,2,7,0.16
623,010118,13121010118,101.18,ARC 10,2015-05-27T12:35:41.000Z,4745,3056,64.4,1653,34.84,{D6B6D6EF-7CFA-4E83-B5F8-6B88A772A958},800,133,2.8,36,0.76
624,010113,13121010113,101.13,ARC 10,2015-05-27T12:35:41.000Z,5660,3399,60.05,2117,37.4,{F456B221-F39E-4182-BA55-120AB37E4816},1258.9,307,5.42,144,2.54
625,010115,13121010115,101.15,ARC 10,2015-05-27T12:35:41.000Z,2015,1794,89.03,186,9.23,{9F5705E4-2753-43B0-887B-3C5A60AD2B49},475.4,24,1.19,35,1.74
626,010122,13121010122,101.22,ARC 10,2015-05-27T12:35:41.000Z,5258,3947,75.07,1136,21.61,{0E0A47BD-4AA1-48CC-8D2B-EC9137743DFF},900.8,201,3.82,175,3.33
627,010114,13121010114,101.14,ARC 10,2015-05-27T12:35:41.000Z,6658,5283,79.35,1156,17.36,{1E4CACF1-8F02-4686-BA3D-F5648C162D6D},221.9,48,0.72,219,3.29
628,000600,13121000600,6,ARC 10,2015-05-27T12:35:41.000Z,5616,3194,56.87,1886,33.58,{EA0DB71B-B374-434B-AF22-4E566B145D5E},4160,293,5.22,536,9.54
629,006601,13121006601,66.01,ARC 10,2015-05-27T12:35:41.000Z,1568,1327,84.63,241,15.37,{40FAF0D1-C97C-468B-814F-58D8DAA6B493},-670,13,0.83,0,0
630,006602,13121006602,66.02,ARC 10,2015-05-27T12:35:41.000Z,748,525,70.19,223,29.81,{186213FB-E48E-4536-928F-83E1DFB7A32E},-1380,0,0,0,0
631,006200,13121006200,62,ARC 10,2015-05-27T12:35:41.000Z,1132,589,52.03,515,45.49,{8638C262-695A-4D7C-875F-8032E5BE2E99},-757.5,0,0,28,2.47
632,006100,13121006100,61,ARC 10,2015-05-27T12:35:41.000Z,3370,2826,83.86,529,15.7,{E5291C47-FE40-49A8-BDFA-E0FF53BCB6F1},-950,9,0.27,15,0.45
633,001600,13121001600,16,ARC 10,2015-05-27T12:35:41.000Z,2015,1630,80.89,385,19.11,{3297C2E1-0FA8-45D0-A08C-BE9DCBC17A59},1705,147,7.3,0,0
634,003100,13121003100,31,ARC 10,2015-05-27T12:35:41.000Z,1604,1401,87.34,203,12.66,{B78DAD51-9CF8-4841-B06A-34286C2DAEEB},-90,38,2.37,0,0
635,006802,13121006802,68.02,ARC 10,2015-05-27T12:35:41.000Z,1750,1724,98.51,10,0.57,{6FE88CC0-3A28-493B-9973-7B33D0FBD277},206.7,0,0,16,0.91
636,007602,13121007602,76.02,ARC 10,2015-05-27T12:35:41.000Z,2678,2004,74.83,674,25.17,{967D7919-D095-4CAE-95A7-1F20AD79E1DE},-330.8,57,2.13,0,0
637,001606,13139001606,16.06,ARC 20,2015-05-27T12:35:41.000Z,3292,2436,74,856,26,{F86D09C8-5E9B-42A8-AA47-313B54264DBB},543.6,226,6.87,0,0
638,001101,13139001101,11.01,ARC 20,2015-05-27T12:35:41.000Z,5143,4667,90.74,420,8.17,{C03F986B-C860-44DC-A977-270FBAC36CB0},-808.1,60,1.17,56,1.09
639,001605,13139001605,16.05,ARC 20,2015-05-27T12:35:41.000Z,4992,4413,88.4,579,11.6,{6329951E-633C-4AD9-B908-BC1FF7C4DC73},357.6,14,0.28,0,0
640,001604,13139001604,16.04,ARC 20,2015-05-27T12:35:41.000Z,5730,4824,84.19,906,15.81,{0EA49A91-19A0-4548-8559-F1FE85642C14},470.2,80,1.4,0,0
641,001502,13139001502,15.02,ARC 20,2015-05-27T12:35:41.000Z,4579,3790,82.77,789,17.23,{F3AF7015-6F6E-48E7-9A4E-05F9E5C0408F},46.9,282,6.16,0,0
642,001607,13139001607,16.07,ARC 20,2015-05-27T12:35:41.000Z,4570,3836,83.94,734,16.06,{68997B04-B177-4081-9FF7-E039D7D626D5},211.3,203,4.44,0,0
643,001302,13139001302,13.02,ARC 20,2015-05-27T12:35:41.000Z,4829,4403,91.18,426,8.82,{FB7D2197-38D8-4191-973A-66819FCC6DDE},122.1,37,0.77,0,0
644,001301,13139001301,13.01,ARC 20,2015-05-27T12:35:41.000Z,5703,4926,86.38,777,13.62,{BF94F51D-D031-486A-8EB4-95BF6EFA92E7},149.1,0,0,0,0
645,001403,13139001403,14.03,ARC 20,2015-05-27T12:35:41.000Z,3427,2661,77.65,754,22,{6A9240BF-978E-4192-B76C-57B6C8CDB2F2},214.4,120,3.5,12,0.35
646,001404,13139001404,14.04,ARC 20,2015-05-27T12:35:41.000Z,4947,4213,85.16,734,14.84,{0F6241D1-E729-4340-AD76-BC3F79F577BE},89.3,22,0.44,0,0
647,010212,13121010212,102.12,ARC 10,2015-05-27T12:35:41.000Z,4505,3003,66.66,1303,28.92,{A54E9A63-DDB4-4587-A992-C07EA4D0106D},-163.8,272,6.04,199,4.42
648,009802,13121009802,98.02,ARC 10,2015-05-27T12:35:42.000Z,4181,3473,83.07,639,15.28,{3646C5AB-5F17-42A0-BDAF-5067CFF565FF},110.2,76,1.82,69,1.65
649,009403,13121009403,94.03,ARC 10,2015-05-27T12:35:42.000Z,5128,3902,76.09,1123,21.9,{4B219862-1DEB-4A6B-AB55-C4E2D4169FEB},3148,302,5.89,103,2.01
650,009404,13121009404,94.04,ARC 10,2015-05-27T12:35:42.000Z,3895,3314,85.08,561,14.4,{40885FCD-B34C-4C59-AD81-3A582ED4CCBE},1475,143,3.67,20,0.51
651,010001,13121010001,100.01,ARC 10,2015-05-27T12:35:42.000Z,4228,3576,84.58,571,13.51,{325056C4-A9C9-4576-9403-4BACCC8DF577},570.6,208,4.92,81,1.92
652,009602,13121009602,96.02,ARC 10,2015-05-27T12:35:42.000Z,4103,3491,85.08,534,13.01,{CCB036EF-BD4A-42FA-B9E1-1826558D860A},1134.4,189,4.61,78,1.9
653,010002,13121010002,100.02,ARC 10,2015-05-27T12:35:42.000Z,6279,5507,87.71,677,10.78,{E695042C-FB9B-4A8A-95F6-6F9583A46DD0},793.3,344,5.48,95,1.51
654,009502,13121009502,95.02,ARC 10,2015-05-27T12:35:42.000Z,3346,2533,75.7,797,23.82,{F54132AF-62E0-4A22-B1F3-7F61E4B22ECE},600,250,7.47,16,0.48
655,008000,13121008000,80,ARC 10,2015-05-27T12:35:42.000Z,4409,3729,84.58,680,15.42,{FE61B277-4361-4E90-86DE-DFAED58D5278},-400.9,81,1.84,0,0
656,003900,13121003900,39,ARC 10,2015-05-27T12:35:42.000Z,1267,1054,83.19,213,16.81,{E5B8F125-7DB6-4C66-9826-6BD1FBFE5335},-3650,0,0,0,0
657,004100,13121004100,41,ARC 10,2015-05-27T12:35:42.000Z,1387,872,62.87,515,37.13,{0AEAB805-51CD-43FE-9A23-F80735E6FC4D},-1406,12,0.87,0,0
658,002400,13121002400,24,ARC 10,2015-05-27T12:35:42.000Z,1975,1523,77.11,452,22.89,{3FED80D2-B0C3-4415-8258-819940241185},-388,141,7.14,0,0
659,004000,13121004000,40,ARC 10,2015-05-27T12:35:42.000Z,2693,2247,83.44,446,16.56,{537FF4FF-0C57-466A-ADDC-9AD4495C01B7},-1558.3,23,0.85,0,0
660,008400,13121008400,84,ARC 10,2015-05-27T12:35:42.000Z,3770,2566,68.06,1194,31.67,{A010BDE1-E7EE-4673-829C-81F1DC6DF506},-3184.3,190,5.04,10,0.27
661,008302,13121008302,83.02,ARC 10,2015-05-27T12:35:42.000Z,2163,1692,78.22,471,21.78,{EA8EC670-2DC9-49F7-A2B3-D129DAAA11AC},-1161.4,26,1.2,0,0
