OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHNG_JOBS_2002_07,CHNG_JOBS_AGE_29_YNGR_2002_07,CHNG_JOBS_AGE_30_54_2002_07,CHNG_JOBS_AGE_55_OLDR_2002_07,CHNG_JOBS_1250_LESS_2002_07,CHNG_JOBS_1251_3333_2002_07,CHNG_JOBS_3333_MORE_2002_07,CHNG_PCT_JOBS_29_YNGR_2002_07,CHNG_PCT_JOBS_30_54_2002_07,CHNG_PCT_JOBS_55_OLDR_2002_07,CHNG_PCT_JOBS_1250_LESS_2002_07,CHNG_PCT_JOBS_1251_3333_2002_07,CHNG_PCT_JOBS_3333_MORE_2002_07,CHNG_JOBS_2007_10,CHNG_JOBS_AGE_29_YNGR_2007_10,CHNG_JOBS_AGE_30_54_2007_10,CHNG_JOBS_AGE_55_OLDR_2007_10,CHNG_JOBS_1250_LESS_2007_10,CHNG_JOBS_1251_3333_2007_10,CHNG_JOBS_3333_MORE_2007_10,CHNG_PCT_JOBS_29_YNGR_2007_10,CHNG_PCT_JOBS_30_54_2007_10,CHNG_PCT_JOBS_55_OLDR_2007_10,CHNG_PCT_JOBS_1250_LESS_2007_10,CHNG_PCT_JOBS_1251_3333_2007_10,CHNG_PCT_JOBS_3333_MORE_2007_10,CHNG_JOBS_2010_15,CHNG_JOBS_AGE_29_YNGR_2010_15,CHNG_JOBS_AGE_30_54_2010_15,CHNG_JOBS_AGE_55_OLDR_2010_15,CHNG_JOBS_1250_LESS_2010_15,CHNG_JOBS_1251_3333_2010_15,CHNG_JOBS_3333_MORE_2010_15,CHNG_PCT_JOBS_29_YNGR_2010_15,CHNG_PCT_JOBS_30_54_2010_15,CHNG_PCT_JOBS_55_OLDR_2010_15,CHNG_PCT_JOBS_1250_LESS_2010_15,CHNG_PCT_JOBS_1251_3333_2010_15,CHNG_PCT_JOBS_3333_MORE_2010_15,CHNG_JOBS_2002_15,CHNG_JOBS_AGE_29_YNGR_2002_15,CHNG_JOBS_AGE_30_54_2002_15,CHNG_JOBS_AGE_55_OLDR_2002_15,CHNG_JOBS_1250_LESS_2002_15,CHNG_JOBS_1251_3333_2002_15,CHNG_JOBS_3333_MORE_2002_15,CHNG_PCT_JOBS_29_YNGR_2002_15,CHNG_PCT_JOBS_30_54_2002_15,CHNG_PCT_JOBS_55_OLDR_2002_15,CHNG_PCT_JOBS_1250_LESS_2002_15,CHNG_PCT_JOBS_1251_3333_2002_15,CHNG_PCT_JOBS_3333_MORE_2002_15,GlobalID,last_edited_date
36,13113140502,13113,"Census Tract 1405.02, Fayette County",3649,405,ARC 10,17381.80078125,481.39300537,17863.19921875,27.15909958,0.752177,27.91119957,140502,Fayette,13,23,-3,-7,-18,31,0,9.30000019,-5.19999981,-4.0999999,-10.60000038,11.80000019,-1.20000005,-43,-25,-24,6,-24,-30,11,-7.30000019,0.89999998,6.30000019,-5.9000001,-5,11,-4,-3,-5,4,-11,9,-2,-1.20000005,-1.5,2.70000005,-5.69999981,6.19999981,-0.40000001,-34,-5,-32,3,-53,10,9,0.80000001,-5.69999981,4.9000001,-22.29999924,13,9.30000019,{96BE3562-52FB-4CD2-943E-00FFCC035F05},
37,13113140501,13113,"Census Tract 1405.01, Fayette County",6098,377,ARC 10,17669.80078125,441.76998901,18111.5,27.60910034,0.69026601,28.29920006,140501,Fayette,214,62,112,40,96,25,93,3,-3.0999999,0.1,4.0999999,-9.5,5.4000001,-158,-60,-82,-16,-84,-36,-38,-4.5999999,2.20000005,2.5,-5.19999981,3,2.0999999,3,-39,10,32,-17,-12,32,-7.30000019,1.5,5.80000019,-3.29999995,-2.4000001,5.69999981,59,-37,40,56,-5,-23,87,-8.89999962,0.60000002,8.30000019,-4.30000019,-8.89999962,13.19999981,{9BC575D8-4307-4EF3-AC61-F38B0FBFEC1B},
38,13247060404,13247,"Census Tract 604.04, Rockdale County",6028,462,ARC 10,3796.5,48.77640152,3845.27001953,5.9320302,0.0762131,6.00823021,060404,Rockdale,434,195,163,76,161,206,67,9.60000038,-10.80000019,1.20000005,-2.29999995,3.5999999,-1.29999995,-434,-178,-198,-58,-214,-229,9,-7.0999999,5.5999999,1.5,-5.69999981,-7.0999999,12.80000019,-423,-100,-257,-66,-178,-102,-143,-0.80000001,-1.79999995,2.70000005,-12.60000038,18.79999924,-6.30000019,-423,-83,-292,-48,-231,-125,-67,1.70000005,-7.0999999,5.4000001,-20.5,15.39999962,5.19999981,{3935D630-D59C-4540-B240-E11174A848E5},
39,13247060304,13247,"Census Tract 603.04, Rockdale County",5261,738,ARC 10,5097.10009766,60.16889954,5157.27001953,7.96422005,0.0940139,8.0582304,060304,Rockdale,-500,-99,-720,319,-191,-431,122,0.30000001,-3.70000005,3.4000001,-0.5,-1.89999998,2.4000001,-1627,-836,-662,-129,-291,-1127,-209,-4,2.70000005,1.29999995,1.60000002,-4.5999999,3.0999999,566,236,-32,362,87,189,290,1,-3.5999999,2.5999999,-0.69999999,-0.2,0.89999998,-1561,-699,-1414,552,-395,-1369,203,-2.70000005,-4.5999999,7.30000019,0.30000001,-6.69999981,6.4000001,{F920EA2F-3BC6-45B7-A28B-C218D345001F},
40,13247060101,13247,"Census Tract 601.01, Rockdale County",3205,544,ARC 10,6921.25976563,131.19799805,7052.45996094,10.81449986,0.204997,11.01949978,060101,Rockdale,53,19,12,22,6,15,32,2.9000001,-8.19999981,5.30000019,-3.9000001,-2.70000005,6.5999999,430,85,271,74,137,201,92,-1.39999998,1,0.40000001,1.29999995,3.4000001,-4.69999981,-626,-126,-398,-102,-197,-282,-147,3.5999999,-7.19999981,3.5999999,-2.9000001,-4.19999981,7.0999999,-143,-22,-115,-6,-54,-66,-23,5.0999999,-14.5,9.39999962,-5.5999999,-3.4000001,9,{C9597827-B609-48D1-A1D4-6ECE74741F93},
41,13247060202,13247,"Census Tract 602.02, Rockdale County",10334,820,ARC 10,6994.12011719,101.35199738,7095.47021484,10.9282999,0.158362,11.08670044,060202,Rockdale,85,23,24,38,7,45,33,1.5,-7.19999981,5.69999981,-5.9000001,3,2.79999995,13,-16,25,4,-31,-2,46,-3.79999995,3.5,0.30000001,-7.30000019,-1.5,8.80000019,-252,-42,-169,-41,-70,-95,-87,-0.40000001,-2.79999995,3.20000005,-0.30000001,0.1,0.2,-154,-35,-120,1,-94,-52,-8,-2.70000005,-6.5,9.19999981,-13.5,1.70000005,11.89999962,{0933B231-7504-4E6A-AEB3-0A8741AAB586},
42,13247060201,13247,"Census Tract 602.01, Rockdale County",4789,558,ARC 10,3131.2199707,161.72900391,3292.94995117,4.89252996,0.252702,5.14522982,060201,Rockdale,-188,-44,-162,18,-99,-197,108,0,-3.0999999,3.0999999,-4.4000001,-6.4000001,10.80000019,-351,-144,-173,-34,-13,-210,-128,-5.5999999,3.20000005,2.4000001,3.29999995,-3.29999995,0.1,119,-22,73,68,22,2,95,-3.5999999,-0.1,3.70000005,0.1,-4.30000019,4.19999981,-420,-210,-262,52,-90,-405,75,-9.19999981,0,9.19999981,-1,-14,15.10000038,{37602CF0-C444-40D7-A2EF-26A6428D24A3},
43,13247060306,13247,"Census Tract 603.06, Rockdale County",2993,416,ARC 10,3571.5300293,47.71649933,3619.25,5.58052015,0.074557,5.65507984,060306,Rockdale,259,86,134,39,61,74,124,1,-0.69999999,-0.40000001,-0.30000001,-2.5999999,2.9000001,-62,-52,-22,12,-51,-73,62,-2,0.69999999,1.29999995,-2,-2.70000005,4.69999981,746,162,412,172,163,151,432,-1,-0.40000001,1.39999998,-0.5,-6.30000019,6.80000019,943,196,524,223,173,152,618,-2,-0.30000001,2.29999995,-2.9000001,-11.5,14.39999962,{72E9D2C6-01D1-4B25-BC3D-3AB7165587EA},
44,13247060407,13247,"Census Tract 604.07, Rockdale County",3535,528,ARC 10,1457.82995605,33.19340134,1491.02001953,2.27785993,0.0518647,2.32972002,060407,Rockdale,-3,3,-7,1,5,-10,2,6.5,-8.5,2,9.89999962,-13.89999962,4,-8,-10,1,1,-10,1,1,-14.30000019,11,3.29999995,-13.80000019,9.10000038,4.5999999,32,14,12,6,22,4,6,9.30000019,-12,2.70000005,17.39999962,-16.29999924,-1.10000002,21,7,6,8,17,-5,9,1.5,-9.5,8,13.5,-21.10000038,7.5999999,{EABEF0B4-0C94-468B-A95E-C27AC7C0795E},
45,13247060403,13247,"Census Tract 604.03, Rockdale County",3612,375,ARC 10,9418.45019531,155.01300049,9573.45996094,14.71630001,0.242208,14.95849991,060403,Rockdale,-82,-94,-2,14,-144,12,50,-8.30000019,4.80000019,3.5,-14.39999962,5.9000001,8.5,23,35,0,-12,6,31,-14,3.79999995,-1.60000002,-2.29999995,-0.69999999,3.29999995,-2.5999999,176,23,83,70,60,60,56,-6.4000001,0.60000002,5.69999981,-2.5,-1.5,4,117,-36,81,72,-78,103,92,-10.89999962,3.9000001,7,-17.60000038,7.69999981,9.89999962,{39ACF5B4-7371-4EAB-9713-2B77F16E55D1},
46,13247060406,13247,"Census Tract 604.06, Rockdale County",5470,528,ARC 10,2669.13989258,31.49780083,2700.63989258,4.17052984,0.0492153,4.21974993,060406,Rockdale,31,-2,-7,40,-7,23,15,-2.20000005,-3.20000005,5.4000001,-3.5,1.89999998,1.60000002,-126,-143,26,-9,-166,-8,48,-16.5,14.80000019,1.70000005,-17.60000038,6.0999999,11.5,50,78,-47,19,87,1,-38,10.80000019,-12.60000038,1.79999995,11.30000019,-3.0999999,-8.19999981,-45,-67,-28,50,-86,16,25,-7.9000001,-1,8.80000019,-9.80000019,4.9000001,4.9000001,{38269FB7-2342-4F3B-A02B-BE40F7670709},
47,13247060305,13247,"Census Tract 603.05, Rockdale County",5348,611,ARC 10,4099.95019531,76.25920105,4176.20996094,6.40616989,0.119155,6.52533007,060305,Rockdale,-227,67,-456,162,233,-860,400,2,-5,3,4.5999999,-11.89999962,7.30000019,-1237,-629,-541,-67,-684,-591,38,-5.69999981,3.5999999,2.0999999,-6.5999999,-1.70000005,8.30000019,2616,702,1271,643,584,751,1281,1.60000002,-4.5999999,3,0.1,-3.70000005,3.5,1152,140,274,738,133,-700,1719,-2.0999999,-6,8.10000038,-1.89999998,-17.29999924,19.10000038,{0EE951B2-675C-4485-9A2D-C5A66B27CF56},
48,13247060309,13247,"Census Tract 603.09, Rockdale County",5565,572,ARC 10,2060.30004883,17.58650017,2077.87988281,3.21921992,0.0274789,3.24669003,060309,Rockdale,138,-34,51,121,-83,43,178,-2.29999995,-1.39999998,3.79999995,-4.30000019,-0.89999998,5.19999981,-471,-129,-300,-42,-122,-178,-171,-1.79999995,0,1.79999995,-1.20000005,2.20000005,-1,-587,-89,-418,-80,-156,-263,-168,0.69999999,-2.5999999,1.89999998,-2.79999995,2,0.80000001,-920,-252,-667,-1,-361,-398,-161,-3.4000001,-4,7.4000001,-8.30000019,3.29999995,5,{572902E1-5FC0-4165-A71F-91750412186E},
49,13247060308,13247,"Census Tract 603.08, Rockdale County",8097,724,ARC 10,1967.76000977,35.12210083,2002.88000488,3.07463002,0.0548783,3.12949991,060308,Rockdale,260,54,112,94,-14,102,172,-0.30000001,-2.79999995,3.0999999,-5.80000019,-0.60000002,6.4000001,-100,-118,8,10,-163,-88,151,-5.30000019,3.79999995,1.5,-7.19999981,-2.5,9.69999981,975,212,493,270,307,399,269,1.60000002,-5,3.4000001,2.4000001,0.2,-2.5999999,1135,148,613,374,130,413,592,-3.9000001,-4,7.9000001,-10.60000038,-2.9000001,13.5,{E68DD460-4AAD-4CBD-B6FB-75A93F4518D7},
50,13247060405,13247,"Census Tract 604.05, Rockdale County",7172,815,ARC 10,11252.09960938,164.6190033,11416.79980469,17.58139992,0.25721699,17.83869934,060405,Rockdale,-64,-53,-27,16,-58,-15,9,-4.80000019,0.69999999,4.0999999,-4.69999981,1.20000005,3.5,-49,-61,0,12,-26,-43,20,-8.69999981,4.9000001,3.79999995,-0.60000002,-5.30000019,6,184,96,74,14,122,68,-6,6.4000001,-3.70000005,-2.70000005,5.5999999,2.0999999,-7.69999981,71,-18,47,42,38,10,23,-7.0999999,1.89999998,5.19999981,0.2,-2,1.79999995,{B006B9D5-F020-497C-8262-66FE51E908E1},
51,13247060307,13247,"Census Tract 603.07, Rockdale County",10714,840,ARC 10,3568.44995117,79.61090088,3648.06005859,5.57569981,0.124392,5.70008993,060307,Rockdale,-315,-71,-305,61,-130,-148,-37,0.80000001,-4.80000019,4.0999999,-0.2,-1,1.20000005,1956,419,1227,310,565,580,811,-3.5,3.5,0,-4.5999999,-4,8.60000038,-2008,-521,-1242,-245,-759,-782,-467,-0.1,-3,3.0999999,-2.79999995,-3.70000005,6.4000001,-367,-173,-320,126,-324,-350,307,-2.9000001,-4.30000019,7.19999981,-7.5999999,-8.60000038,16.20000076,{45F56ED4-BA82-4BB8-AACE-B7AAC015D8DE},
52,13247060102,13247,"Census Tract 601.02, Rockdale County",5446,573,ARC 10,17061.59960938,331.36300659,17393,26.65870094,0.51775497,27.1765995,060102,Rockdale,2,-35,14,23,-33,5,30,-8.89999962,3.20000005,5.69999981,-8.5,1,7.5,-44,-23,-6,-15,-59,-29,44,-3.4000001,5.5,-2.20000005,-12.10000038,-2.9000001,15,-104,-34,-76,6,-25,-47,-32,-4.5999999,-3.79999995,8.30000019,0.2,-2.29999995,2.0999999,-146,-92,-68,14,-117,-71,42,-16.89999962,5,11.89999962,-20.39999962,-4.0999999,24.5,{8ED5266F-F3CA-43E3-B1F5-5E661FCC28EB},
53,13067030330,13067,"Census Tract 303.30, Cobb County",5959,313,ARC 10,1493.81005859,3.97221994,1497.7800293,2.33407998,0.00620659,2.34028006,030330,Cobb,-88,-127,-16,55,-146,-17,75,-8.80000019,2.70000005,6.0999999,-9.5,1.10000002,8.30000019,248,101,121,26,189,80,-21,2.29999995,-1,-1.29999995,6.5,-0.30000001,-6.19999981,-294,-92,-192,-10,-171,-118,-5,-0.2,-3.5,3.70000005,-2.79999995,-1.89999998,4.69999981,-134,-118,-87,71,-128,-55,49,-6.69999981,-1.79999995,8.5,-5.80000019,-1.10000002,6.9000001,{9B6E0F77-3EDD-415F-A960-C9B9169DBA03},
54,13067030328,13067,"Census Tract 303.28, Cobb County",6557,481,ARC 10,1630.51000977,37.84389877,1668.34997559,2.54766989,0.0591311,2.60680008,030328,Cobb,217,44,41,132,-54,98,173,-1.29999995,-4.0999999,5.4000001,-7.5999999,1.10000002,6.5,-242,-145,-91,-6,-126,-47,-69,-4.0999999,2,2.0999999,-2.20000005,2.4000001,-0.2,140,1,67,72,-28,-66,234,-2,-0.40000001,2.4000001,-4.0999999,-6.4000001,10.5,115,-100,17,198,-208,-15,338,-7.4000001,-2.5,9.89999962,-13.89999962,-3,16.89999962,{833ECDD7-F741-4601-A872-BBAF1CA253DC},
55,13067030700,13067,"Census Tract 307, Cobb County",4369,394,ARC 10,1064.33996582,0,1064.33996582,1.66303003,0,1.66303003,030700,Cobb,249,-190,107,332,-31,-339,619,-3,-0.69999999,3.70000005,-0.89999998,-5.5,6.4000001,-41,-94,-105,158,-116,42,33,-1.10000002,-1,2.0999999,-1.39999998,0.69999999,0.69999999,679,89,201,389,6,-694,1367,-0.30000001,-2.70000005,3,-1.10000002,-10.80000019,11.89999962,887,-195,203,879,-141,-991,2019,-4.4000001,-4.30000019,8.69999981,-3.4000001,-15.5,19,{C72F3DC1-27C6-45E7-93CF-63EBFD5AD39D},
56,13067030324,13067,"Census Tract 303.24, Cobb County",3730,269,ARC 10,905.3170166,9.96551037,915.28198242,1.41455996,0.0155711,1.43013,030324,Cobb,27,-3,4,26,7,-15,35,-3.9000001,-6,10,0.69999999,-12.39999962,11.69999981,-51,-17,-25,-9,-13,-27,-11,-4.5999999,3,1.60000002,-1.29999995,-5.19999981,6.5999999,103,10,79,14,-9,-5,117,-1.29999995,5.4000001,-4.0999999,-10.5,-12.89999962,23.39999962,79,-10,58,31,-15,-47,141,-9.80000019,2.4000001,7.4000001,-11.19999981,-30.5,41.70000076,{6081856F-8CEE-497E-8AEE-8F4E7506DEB0},
57,13067030312,13067,"Census Tract 303.12, Cobb County",6044,301,ARC 10,2134.67993164,15.08530045,2149.76000977,3.33543992,0.0235708,3.35899997,030312,Cobb,978,290,509,179,325,286,367,0,-2.29999995,2.29999995,-1.29999995,-4.30000019,5.5999999,-699,-243,-396,-60,-179,-270,-250,-2.0999999,-0.5,2.70000005,4,-1.29999995,-2.5999999,-174,-102,-115,43,-153,-28,7,-3.5999999,-1.29999995,4.9000001,-5.5999999,2.0999999,3.5999999,105,-55,-2,162,-7,-12,124,-5.69999981,-4.0999999,9.80000019,-3,-3.5,6.5,{0C9E308C-AD96-4B92-8313-CDBA47A21E54},
58,13067030228,13067,"Census Tract 302.28, Cobb County",7291,712,ARC 10,2361.5,36.51110077,2398.01000977,3.68984008,0.0570486,3.74689007,030228,Cobb,4814,1054,2589,1171,457,1697,2660,-4,-0.5,4.5,-7.19999981,-0.2,7.4000001,956,-609,999,566,-46,-245,1247,-5.19999981,2.70000005,2.5,-1.70000005,-3.4000001,5.0999999,-1053,-106,-855,-92,-375,-751,73,1.10000002,-1.5,0.5,-0.69999999,-2.5,3.20000005,4717,339,2733,1645,36,701,3980,-8.19999981,0.69999999,7.5,-9.60000038,-6.0999999,15.69999981,{E8A66050-0F5F-4672-8C39-0FC2D8E14921},
59,13067030231,13067,"Census Tract 302.31, Cobb County",7301,509,ARC 10,3570.48999023,34.99850082,3605.48999023,5.57888985,0.0546852,5.63358021,030231,Cobb,249,71,111,67,46,96,107,-1.20000005,-0.89999998,2,-3,-0.60000002,3.5999999,-20,-41,10,11,-6,-13,-1,-2,1.20000005,0.80000001,0.1,-0.30000001,0.2,337,28,139,170,23,117,197,-4.0999999,-1.60000002,5.69999981,-4.80000019,-1.20000005,6,566,58,260,248,63,200,303,-7.30000019,-1.29999995,8.60000038,-7.80000019,-2.0999999,9.80000019,{60EC0612-A1B3-40B5-A9BA-B4433BEB0EAE},
60,13067030230,13067,"Census Tract 302.30, Cobb County",14286,974,ARC 10,3799.22998047,99.91059875,3899.13989258,5.9362998,0.15611,6.09241009,030230,Cobb,728,143,363,222,187,-44,585,-1.29999995,-2.70000005,4,1.20000005,-11.60000038,10.39999962,-318,-189,-121,-8,-50,-227,-41,-3.20000005,2.0999999,1.10000002,0.40000001,-2.70000005,2.20000005,1287,298,624,365,171,331,785,0.30000001,-4,3.5999999,-2.0999999,-3.79999995,5.9000001,1697,252,866,579,308,60,1329,-4.19999981,-4.5,8.69999981,-0.40000001,-18.10000038,18.5,{E07F6510-7F63-4A80-8820-B7B4E7CCD457},
61,13067030311,13067,"Census Tract 303.11, Cobb County",5969,454,ARC 10,2091.37011719,38.91460037,2130.2800293,3.26777005,0.0608041,3.32856011,030311,Cobb,316,48,141,127,-15,59,272,-2.29999995,-2.79999995,5.0999999,-5.0999999,-5.30000019,10.5,-293,-153,-114,-26,-80,-179,-34,-5.30000019,3.70000005,1.60000002,-1.70000005,-3.5999999,5.19999981,264,65,92,107,17,-66,313,0.69999999,-4,3.4000001,-1.60000002,-9.80000019,11.39999962,287,-40,119,208,-78,-186,551,-6.9000001,-3.0999999,10,-8.39999962,-18.70000076,27.10000038,{68FCC319-7504-4169-9902-67BA54FC4745},
62,13067031001,13067,"Census Tract 310.01, Cobb County",5394,618,ARC 10,3835.2199707,18.64609909,3853.87011719,5.99252987,0.0291345,6.02166986,031001,Cobb,390,62,118,210,-34,76,348,-1,-2.9000001,4,-3.5999999,-2.20000005,5.80000019,-1447,-491,-744,-212,-471,-585,-391,-4.4000001,3.79999995,0.60000002,-3.5999999,0.1,3.5,7851,819,3966,3066,542,642,6667,-8.30000019,-8.69999981,17,-11.39999962,-24.20000076,35.70000076,6794,390,3340,3064,37,133,6624,-13.69999981,-7.9000001,21.5,-18.70000076,-26.39999962,45,{C09F5F8D-A03D-4CB6-A5F4-E715F28552DD},
63,13067030310,13067,"Census Tract 303.10, Cobb County",8204,669,ARC 10,2150.06005859,18.46520042,2168.52001953,3.35946989,0.0288519,3.38830996,030310,Cobb,207,44,131,32,27,74,106,-1.39999998,0.40000001,0.89999998,-2.0999999,-2.5,4.69999981,-367,-123,-238,-6,-57,-153,-157,-4,-1.79999995,5.9000001,3.29999995,2.20000005,-5.5,456,105,229,122,76,140,240,0.2,-4,3.79999995,-3.29999995,-7.0999999,10.39999962,296,26,122,148,46,61,189,-5.19999981,-5.4000001,10.60000038,-2.0999999,-7.4000001,9.60000038,{85521A6F-A04C-4F89-A1F0-B85C83AB7E69},
64,13067030215,13067,"Census Tract 302.15, Cobb County",9711,888,ARC 10,1782.93994141,6.19344997,1789.13000488,2.78584003,0.00967727,2.79552007,030215,Cobb,194,129,27,38,85,46,63,7.19999981,-8.89999962,1.60000002,1.70000005,-3.20000005,1.5,-596,-224,-288,-84,-217,-221,-158,-0.60000002,2.4000001,-1.79999995,0.89999998,-0.80000001,-0.1,528,87,337,104,69,197,262,-11.60000038,6.5999999,4.9000001,-14.30000019,0.89999998,13.39999962,126,-8,76,58,-63,22,167,-5,0.2,4.80000019,-11.80000019,-3.0999999,14.80000019,{7B8856F2-C2DE-4A2F-9713-C2622A9A11A3},
65,13067030601,13067,"Census Tract 306.01, Cobb County",9324,845,ARC 10,2275.60009766,42.58390045,2318.18994141,3.55562997,0.0665373,3.62216997,030601,Cobb,1171,63,860,248,-175,496,850,-6.5,4.19999981,2.29999995,-9.69999981,-0.30000001,10,-1390,-600,-760,-30,-280,-764,-346,-4.0999999,0.80000001,3.29999995,0.80000001,-3.79999995,3,2261,767,1079,415,1345,597,319,2.5999999,-3.5999999,0.89999998,12.5,-4.5999999,-7.9000001,2042,230,1179,633,890,329,823,-8,1.5,6.5,3.5999999,-8.60000038,5,{B629B129-142E-4FD8-9910-EF1B44A5C779},
66,13067030227,13067,"Census Tract 302.27, Cobb County",7798,629,ARC 10,2137.48999023,13.70940018,2151.19995117,3.33982992,0.0214209,3.36124992,030227,Cobb,1446,568,619,259,736,329,381,2.9000001,-4.5,1.5,6.80000019,-6.19999981,-0.60000002,-1477,-749,-629,-99,-717,-616,-144,-6.9000001,4.69999981,2.20000005,-6.19999981,0,6.19999981,2121,502,1124,495,796,478,847,0.1,-2.70000005,2.5999999,4.4000001,-6.30000019,1.79999995,2090,321,1114,655,815,191,1084,-3.9000001,-2.5,6.30000019,5,-12.5,7.4000001,{001FA24D-E963-4880-9722-BEA5DF364194},
67,13067030602,13067,"Census Tract 306.02, Cobb County",6872,427,ARC 10,3940.87988281,10.90550041,3951.79003906,6.15761995,0.0170398,6.17467022,030602,Cobb,3171,106,2196,869,65,1208,1898,-6.5,1.70000005,4.80000019,-5.69999981,-2.4000001,8.10000038,-45,-302,51,206,-30,-339,324,-2.70000005,0.69999999,1.89999998,-0.2,-2.9000001,3.0999999,3165,378,1665,1122,430,450,2285,-1.10000002,-3,4,-0.5,-6,6.5999999,6291,182,3912,2197,465,1319,4507,-10.19999981,-0.5,10.80000019,-6.4000001,-11.39999962,17.79999924,{BF1AFA75-9E95-4E17-9DB0-2D235BC4B7B3},
68,13067030506,13067,"Census Tract 305.06, Cobb County",4017,330,ARC 10,1978.52001953,9.26496983,1987.79003906,3.09143996,0.0144765,3.10592008,030506,Cobb,1416,20,934,462,40,229,1147,-5,0.60000002,4.4000001,-3.20000005,-7,10.19999981,-486,-362,-165,41,-203,-178,-105,-4,2.20000005,1.79999995,-2,0.5,1.5,-578,41,-687,68,-7,-614,43,2.4000001,-5.19999981,2.9000001,1.20000005,-6.0999999,4.9000001,352,-301,82,571,-170,-563,1085,-6.69999981,-2.4000001,9.10000038,-4,-12.60000038,16.70000076,{70D0156F-F356-46FB-998A-2C7A743770FF},
69,13067030507,13067,"Census Tract 305.07, Cobb County",5156,267,ARC 10,1509.43005371,21.38750076,1530.81005859,2.35847998,0.033418,2.39189005,030507,Cobb,168,-33,144,57,-127,50,245,-6.5999999,3.70000005,2.9000001,-14.80000019,-1,15.80000019,-133,-72,-67,6,63,-105,-91,-3.70000005,1.29999995,2.29999995,8,-5,-3,154,35,44,75,-15,13,156,0.40000001,-4.0999999,3.79999995,-4.5999999,-2.70000005,7.30000019,189,-70,121,138,-79,-42,310,-9.80000019,0.89999998,9,-11.30000019,-8.80000019,20.10000038,{E3EE58E0-C918-417C-BD86-7CE0D93B0C21},
70,13067030229,13067,"Census Tract 302.29, Cobb County",5979,527,ARC 10,3211.2199707,27.81439972,3239.0300293,5.01752996,0.04346,5.06097984,030229,Cobb,1121,333,366,422,300,-449,1270,-0.1,-1.60000002,1.70000005,-0.2,-5,5.19999981,-2370,-848,-1248,-274,-875,-556,-939,-0.69999999,0.60000002,0.1,-1.10000002,1.79999995,-0.60000002,8616,1660,4427,2529,1873,1941,4802,-4,-2.0999999,6,-2.29999995,-5.0999999,7.4000001,7367,1145,3545,2677,1298,936,5133,-4.80000019,-3.0999999,7.80000019,-3.5999999,-8.30000019,12,{E2719627-7F27-484B-BE79-2627A07837D9},
71,13067031208,13067,"Census Tract 312.08, Cobb County",6283,437,ARC 10,893.96398926,5.90384007,899.86798096,1.39681995,0.00922475,1.40603995,031208,Cobb,-1929,-740,-1420,231,-173,-1015,-741,-2.5,-1.79999995,4.30000019,2.5,-1.89999998,-0.69999999,-313,-288,-229,204,-268,-184,139,-2.29999995,-0.30000001,2.70000005,-2.0999999,-0.60000002,2.70000005,-37,-38,-242,243,-277,-688,928,-0.30000001,-2.4000001,2.70000005,-2.9000001,-7.4000001,10.30000019,-2279,-1066,-1891,678,-718,-1887,326,-5.19999981,-4.5,9.80000019,-2.5,-9.80000019,12.39999962,{82CD4A46-331B-43AC-9BB6-25F1AF231A4C},
72,13067031207,13067,"Census Tract 312.07, Cobb County",3960,510,ARC 10,688.309021,12.23340034,700.54302979,1.07547998,0.0191147,1.09459996,031207,Cobb,1553,114,960,479,-62,-283,1898,-2,0,1.89999998,-2.5999999,-4.9000001,7.5,-2016,-606,-1462,52,-201,-403,-1412,-0.40000001,-1.5,1.89999998,1.60000002,1.5,-3.0999999,1789,-386,1047,1128,828,-1244,2205,-5.0999999,-0.1,5.19999981,2.4000001,-10.80000019,8.39999962,1326,-878,545,1659,565,-1930,2691,-7.5,-1.60000002,9,1.39999998,-14.19999981,12.80000019,{83BB9F79-1CD2-48CD-9D3B-A7849183165E},
73,13067030226,13067,"Census Tract 302.26, Cobb County",10002,716,ARC 10,1721.04003906,10.27219963,1731.31994629,2.68913007,0.0160503,2.70518994,030226,Cobb,869,239,508,122,126,330,413,-1.70000005,-0.40000001,2.0999999,-5.19999981,-2.5,7.69999981,257,-27,194,90,-1,127,131,-4.5,1.79999995,2.5999999,-2.4000001,0.89999998,1.60000002,752,129,399,224,225,193,334,-2,-1.89999998,3.9000001,2.5999999,-4.0999999,1.39999998,1878,341,1101,436,350,650,878,-8.19999981,-0.5,8.69999981,-5,-5.69999981,10.69999981,{4998431D-4C8F-4AED-AEE4-376350028F80},
74,13067031505,13067,"Census Tract 315.05, Cobb County",6105,466,ARC 10,2487.23999023,2.44634008,2489.68994141,3.8863101,0.00382241,3.89014006,031505,Cobb,158,80,28,50,81,-7,84,2.5,-4.4000001,1.89999998,2.0999999,-5.4000001,3.4000001,-600,-225,-325,-50,-207,-261,-132,-5.30000019,1.10000002,4.19999981,-0.80000001,-0.40000001,1.20000005,695,156,382,157,152,222,321,-0.60000002,-0.89999998,1.5,-4.5,-4.5,9,253,11,85,157,26,-46,273,-3.5,-4.19999981,7.5999999,-3.29999995,-10.30000019,13.60000038,{69FE4948-DB2E-42A0-864F-925FA3DF0D67},
