OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,CHANGE_WORKERS_2002_07,CHG_WRKRS_AGE_29_YNGR_2002_07,CHG_WRKRS_AGE_30_54_2002_07,CHG_WRKRS_AGE_55_OLDR_2002_07,CHG_WRKRS_1250_LESS_2002_07,CHG_WRKRS_1251_3333_2002_07,CHG_WRKRS_3333_MORE_2002_07,CHG_PCT_WRKRS_29_YNGR_2002_07,CHG_PCT_WRKRS_30_54_2002_07,CHG_PCT_WRKRS_55_OLDR_2002_07,CHG_PCT_WRKRS_1250_LESS_2002_07,CHG_PCT_WRKRS_1251_3333_2002_07,CHG_PCT_WRKRS_3333_MORE_2002_07,CHANGE_WORKERS_2007_10,CHG_WRKRS_AGE_29_YNGR_2007_10,CHG_WRKRS_AGE_30_54_2007_10,CHG_WRKRS_AGE_55_OLDR_2007_10,CHG_WRKRS_1250_LESS_2007_10,CHG_WRKRS_1251_3333_2007_10,CHG_WRKRS_3333_MORE_2007_10,CHG_PCT_WRKRS_29_YNGR_2007_10,CHG_PCT_WRKRS_30_54_2007_10,CHG_PCT_WRKRS_55_OLDR_2007_10,CHG_PCT_WRKRS_1250_LESS_2007_10,CHG_PCT_WRKRS_1251_3333_2007_10,CHG_PCT_WRKRS_3333_MORE_2007_10,CHANGE_WORKERS_2010_15,CHG_WRKRS_AGE_29_YNGR_2010_15,CHG_WRKRS_AGE_30_54_2010_15,CHG_WRKRS_AGE_55_OLDR_2010_15,CHG_WRKRS_1250_LESS_2010_15,CHG_WRKRS_1251_3333_2010_15,CHG_WRKRS_3333_MORE_2010_15,CHG_PCT_WRKRS_29_YNGR_2010_15,CHG_PCT_WRKRS_30_54_2010_15,CHG_PCT_WRKRS_55_OLDR_2010_15,CHG_PCT_WRKRS_1250_LESS_2010_15,CHG_PCT_WRKRS_1251_3333_2010_15,CHG_PCT_WRKRS_3333_MORE_2010_15,CHANGE_WORKERS_2002_15,CHG_WRKRS_AGE_29_YNGR_2002_15,CHG_WRKRS_AGE_30_54_2002_15,CHG_WRKRS_AGE_55_OLDR_2002_15,CHG_WRKRS_1250_LESS_2002_15,CHG_WRKRS_1251_3333_2002_15,CHG_WRKRS_3333_MORE_2002_15,CHG_PCT_WRKRS_29_YNGR_2002_15,CHG_PCT_WRKRS_30_54_2002_15,CHG_PCT_WRKRS_55_OLDR_2002_15,CHG_PCT_WRKRS_1250_LESS_2002_15,CHG_PCT_WRKRS_1251_3333_2002_15,CHG_PCT_WRKRS_3333_MORE_2002_15,GlobalID,last_edited_date
36,13113140502,13113,"Census Tract 1405.02, Fayette County",3649,405,ARC 10,17381.80078125,481.39300537,17863.19921875,27.15909958,0.752177,27.91119957,140502,Fayette,191,17,65,109,41,70,80,-1.89999998,-3.70000005,5.5999999,-0.40000001,0,0.40000001,-25,-77,6,46,-48,-79,102,-4.69999981,1.39999998,3.29999995,-2.70000005,-4.5999999,7.30000019,34,25,-63,72,-6,-49,89,1.20000005,-5.4000001,4.19999981,-0.89999998,-3.79999995,4.69999981,200,-35,8,227,-13,-58,271,-5.4000001,-7.69999981,13.10000038,-4,-8.39999962,12.39999962,{96BE3562-52FB-4CD2-943E-00FFCC035F05},
37,13113140501,13113,"Census Tract 1405.01, Fayette County",6098,377,ARC 10,17669.80078125,441.76998901,18111.5,27.60910034,0.69026601,28.29920006,140501,Fayette,291,0,144,147,-6,77,220,-2.20000005,-1.29999995,3.5,-3,-0.30000001,3.29999995,45,-34,73,6,-32,-60,137,-1.60000002,1.70000005,-0.1,-1.60000002,-2.70000005,4.30000019,-42,16,-215,157,-69,-27,54,0.89999998,-7.19999981,6.30000019,-2.29999995,-0.60000002,2.9000001,294,-18,2,310,-107,-10,411,-2.9000001,-6.80000019,9.69999981,-6.9000001,-3.70000005,10.5,{9BC575D8-4307-4EF3-AC61-F38B0FBFEC1B},
38,13247060404,13247,"Census Tract 604.04, Rockdale County",6028,462,ARC 10,3796.5,48.77640152,3845.27001953,5.9320302,0.0762131,6.00823021,060404,Rockdale,-120,26,-258,112,-74,-124,78,1.89999998,-6.4000001,4.5,-1.5,-2.5,4,-470,-248,-194,-28,-178,-277,-15,-5.30000019,3,2.4000001,-2.5999999,-3.29999995,5.9000001,-185,-27,-172,14,-93,-84,-8,0.5,-2.79999995,2.29999995,-2.4000001,-0.60000002,2.9000001,-775,-249,-624,98,-345,-485,55,-2.9000001,-6.19999981,9.19999981,-6.4000001,-6.4000001,12.80000019,{3935D630-D59C-4540-B240-E11174A848E5},
39,13247060304,13247,"Census Tract 603.04, Rockdale County",5261,738,ARC 10,5097.10009766,60.16889954,5157.27001953,7.96422005,0.0940139,8.0582304,060304,Rockdale,413,180,143,90,46,129,238,3.5999999,-4.9000001,1.20000005,-3.0999999,-2.4000001,5.5,-158,-192,41,-7,-110,-119,71,-6.9000001,6.0999999,0.80000001,-3.20000005,-2.4000001,5.5999999,-84,-1,-115,32,-75,-40,31,0.69999999,-3,2.20000005,-2.70000005,-0.30000001,3,171,-13,69,115,-139,-30,340,-2.5,-1.79999995,4.30000019,-9,-5.0999999,14.10000038,{F920EA2F-3BC6-45B7-A28B-C218D345001F},
40,13247060101,13247,"Census Tract 601.01, Rockdale County",3205,544,ARC 10,6921.25976563,131.19799805,7052.45996094,10.81449986,0.204997,11.01949978,060101,Rockdale,163,44,0,119,14,24,125,0.40000001,-5.80000019,5.4000001,-1.5,-2.70000005,4.30000019,-280,-79,-146,-55,-77,-68,-135,-1,0.5,0.40000001,-0.89999998,3.20000005,-2.4000001,-97,-58,-55,16,-40,-150,93,-2.70000005,-0.1,2.79999995,-1.39999998,-8,9.39999962,-214,-93,-201,80,-103,-194,83,-3.29999995,-5.30000019,8.60000038,-3.79999995,-7.5,11.30000019,{C9597827-B609-48D1-A1D4-6ECE74741F93},
41,13247060202,13247,"Census Tract 602.02, Rockdale County",10334,820,ARC 10,6994.12011719,101.35199738,7095.47021484,10.9282999,0.158362,11.08670044,060202,Rockdale,612,258,150,204,213,143,256,2.79999995,-5.80000019,3,1.70000005,-2.5,0.69999999,-462,-296,-190,24,-222,-253,13,-4.5999999,2.20000005,2.4000001,-2.79999995,-1.89999998,4.80000019,-185,-50,-199,64,-51,-95,-39,-0.30000001,-2.29999995,2.5999999,-0.30000001,-0.69999999,1.10000002,-35,-88,-239,292,-60,-205,230,-2.20000005,-5.80000019,8,-1.39999998,-5.0999999,6.5999999,{0933B231-7504-4E6A-AEB3-0A8741AAB586},
42,13247060201,13247,"Census Tract 602.01, Rockdale County",4789,558,ARC 10,3131.2199707,161.72900391,3292.94995117,4.89252996,0.252702,5.14522982,060201,Rockdale,144,38,99,7,-21,96,69,0,0.80000001,-0.80000001,-3.5,1.60000002,1.79999995,-156,-95,-105,44,-43,-144,31,-3.5,-0.69999999,4.19999981,-0.5,-4.4000001,4.80000019,-184,-10,-192,18,-53,-102,-29,2.29999995,-6.0999999,3.70000005,-0.89999998,-1.39999998,2.29999995,-196,-67,-198,69,-117,-150,71,-1.10000002,-6,7.19999981,-4.80000019,-4.19999981,9,{37602CF0-C444-40D7-A2EF-26A6428D24A3},
43,13247060306,13247,"Census Tract 603.06, Rockdale County",2993,416,ARC 10,3571.5300293,47.71649933,3619.25,5.58052015,0.074557,5.65507984,060306,Rockdale,229,23,203,3,-10,120,119,-4.30000019,9.39999962,-5.0999999,-8.69999981,3.9000001,4.80000019,116,19,81,16,28,44,44,-0.69999999,0.89999998,-0.2,0.5,-0.40000001,-0.1,245,51,127,67,72,76,97,-0.1,-2.29999995,2.4000001,1.79999995,-2,0.2,590,93,411,86,90,240,260,-5,8,-2.9000001,-6.5,1.5,5,{72E9D2C6-01D1-4B25-BC3D-3AB7165587EA},
44,13247060407,13247,"Census Tract 604.07, Rockdale County",3535,528,ARC 10,1457.82995605,33.19340134,1491.02001953,2.27785993,0.0518647,2.32972002,060407,Rockdale,3,24,-120,99,-9,-6,18,1.20000005,-6.5,5.19999981,-0.5,-0.40000001,0.89999998,-422,-199,-195,-28,-170,-166,-86,-6.5,3.79999995,2.70000005,-4.9000001,0,4.9000001,-127,11,-162,24,-4,-65,-58,2.5,-6.0999999,3.5999999,1.5,-1.10000002,-0.30000001,-546,-164,-477,95,-183,-237,-126,-2.79999995,-8.69999981,11.5,-3.9000001,-1.5,5.4000001,{EABEF0B4-0C94-468B-A95E-C27AC7C0795E},
45,13247060403,13247,"Census Tract 604.03, Rockdale County",3612,375,ARC 10,9418.45019531,155.01300049,9573.45996094,14.71630001,0.242208,14.95849991,060403,Rockdale,460,82,277,101,58,139,263,-1.10000002,-0.69999999,1.89999998,-2.70000005,-2.70000005,5.4000001,-164,-84,-85,5,-39,-120,-5,-3.4000001,1.20000005,2.29999995,-0.5,-4,4.5,104,73,-79,110,47,17,40,3.5,-9.19999981,5.69999981,1.70000005,-1.10000002,-0.60000002,400,71,113,216,66,36,298,-1,-8.80000019,9.89999962,-1.39999998,-7.80000019,9.30000019,{39ACF5B4-7371-4EAB-9713-2B77F16E55D1},
46,13247060406,13247,"Census Tract 604.06, Rockdale County",5470,528,ARC 10,2669.13989258,31.49780083,2700.63989258,4.17052984,0.0492153,4.21974993,060406,Rockdale,146,91,-15,70,64,-35,117,2.0999999,-3.9000001,1.79999995,1,-3.4000001,2.29999995,-503,-255,-235,-13,-207,-195,-101,-5.80000019,2.9000001,3,-3.5999999,-0.60000002,4.0999999,-64,-4,-172,112,-69,-28,33,0.40000001,-6,5.69999981,-2.5,-0.2,2.70000005,-421,-168,-422,169,-212,-258,49,-3.4000001,-7.0999999,10.39999962,-5,-4.19999981,9.19999981,{38269FB7-2342-4F3B-A02B-BE40F7670709},
47,13247060305,13247,"Census Tract 603.05, Rockdale County",5348,611,ARC 10,4099.95019531,76.25920105,4176.20996094,6.40616989,0.119155,6.52533007,060305,Rockdale,78,-39,40,77,-5,17,66,-3.20000005,-0.30000001,3.5,-1.39999998,-1,2.4000001,-178,-116,-30,-32,-119,-111,52,-3.70000005,4.0999999,-0.40000001,-3.9000001,-1.60000002,5.5,-45,34,-100,21,56,-55,-46,2.5999999,-4.0999999,1.60000002,3.79999995,-2,-1.79999995,-145,-121,-90,66,-68,-149,72,-4.4000001,-0.30000001,4.69999981,-1.5,-4.5999999,6.0999999,{0EE951B2-675C-4485-9A2D-C5A66B27CF56},
48,13247060309,13247,"Census Tract 603.09, Rockdale County",5565,572,ARC 10,2060.30004883,17.58650017,2077.87988281,3.21921992,0.0274789,3.24669003,060309,Rockdale,195,79,7,109,30,35,130,1.10000002,-4.80000019,3.70000005,-1,-2.5999999,3.5999999,-124,-168,62,-18,-163,-59,98,-6,5.9000001,0.1,-5.9000001,-0.1,5.9000001,-61,6,-85,18,49,-91,-19,0.89999998,-2.20000005,1.29999995,2.9000001,-2.9000001,0.1,10,-83,-16,109,-84,-115,209,-4,-1,5,-4,-5.5999999,9.60000038,{572902E1-5FC0-4165-A71F-91750412186E},
49,13247060308,13247,"Census Tract 603.08, Rockdale County",8097,724,ARC 10,1967.76000977,35.12210083,2002.88000488,3.07463002,0.0548783,3.12949991,060308,Rockdale,291,34,168,89,60,66,165,-2.79999995,-0.1,2.9000001,-0.89999998,-4.4000001,5.30000019,-74,-107,47,-14,-68,-48,42,-4.4000001,4.69999981,-0.2,-2.5,-0.60000002,3.0999999,460,86,268,106,63,60,337,-1,-0.89999998,1.89999998,-1.79999995,-6.69999981,8.60000038,677,13,483,181,55,78,544,-8.19999981,3.5999999,4.5999999,-5.19999981,-11.80000019,17,{E68DD460-4AAD-4CBD-B6FB-75A93F4518D7},
50,13247060405,13247,"Census Tract 604.05, Rockdale County",7172,815,ARC 10,11252.09960938,164.6190033,11416.79980469,17.58139992,0.25721699,17.83869934,060405,Rockdale,629,137,304,188,119,149,361,0.2,-3.0999999,2.9000001,-0.5,-2.79999995,3.29999995,-443,-184,-303,44,-187,-268,12,-3.20000005,-1.10000002,4.30000019,-3.29999995,-3.9000001,7.19999981,56,35,-66,87,63,-62,55,0.89999998,-3.4000001,2.5999999,1.79999995,-2.70000005,0.89999998,242,-12,-65,319,-5,-181,428,-2.20000005,-7.5999999,9.80000019,-2,-9.39999962,11.39999962,{B006B9D5-F020-497C-8262-66FE51E908E1},
51,13247060307,13247,"Census Tract 603.07, Rockdale County",10714,840,ARC 10,3568.44995117,79.61090088,3648.06005859,5.57569981,0.124392,5.70008993,060307,Rockdale,653,188,322,143,138,294,221,1.10000002,-2.0999999,1.10000002,-0.30000001,1.5,-1.20000005,-420,-255,-153,-12,-268,-74,-78,-4,2.5999999,1.29999995,-4.30000019,2,2.4000001,115,70,-142,187,178,-113,50,1.20000005,-5.19999981,4.0999999,3.79999995,-3.79999995,0,348,3,27,318,48,107,193,-1.79999995,-4.69999981,6.5,-0.80000001,-0.30000001,1.10000002,{45F56ED4-BA82-4BB8-AACE-B7AAC015D8DE},
52,13247060102,13247,"Census Tract 601.02, Rockdale County",5446,573,ARC 10,17061.59960938,331.36300659,17393,26.65870094,0.51775497,27.1765995,060102,Rockdale,694,201,338,155,161,239,294,1,-3.20000005,2.20000005,-0.2,-2.5,2.70000005,-368,-235,-126,-7,-199,-186,17,-6.5,3.9000001,2.5999999,-5.30000019,-1.70000005,7,4,-12,-47,63,2,-76,78,-0.60000002,-2.29999995,3,0.1,-3.70000005,3.5999999,330,-46,165,211,-36,-23,389,-6.19999981,-1.60000002,7.69999981,-5.5,-7.9000001,13.30000019,{8ED5266F-F3CA-43E3-B1F5-5E661FCC28EB},
53,13067030330,13067,"Census Tract 303.30, Cobb County",5959,313,ARC 10,1493.81005859,3.97221994,1497.7800293,2.33407998,0.00620659,2.34028006,030330,Cobb,-41,-32,-25,16,-64,-45,68,-0.89999998,0,0.89999998,-2.0999999,-1.29999995,3.29999995,-190,-105,-186,101,-107,-113,30,-2.70000005,-2.70000005,5.4000001,-2.9000001,-2.5,5.30000019,179,-5,32,152,-28,-31,238,-1.39999998,-2.9000001,4.19999981,-2.20000005,-2.9000001,5,-52,-142,-179,269,-199,-189,336,-5,-5.5,10.5,-7.0999999,-6.5999999,13.69999981,{9B6E0F77-3EDD-415F-A960-C9B9169DBA03},
54,13067030328,13067,"Census Tract 303.28, Cobb County",6557,481,ARC 10,1630.51000977,37.84389877,1668.34997559,2.54766989,0.0591311,2.60680008,030328,Cobb,-201,-60,-309,168,-71,-70,-60,-0.60000002,-5.5,6,-0.89999998,-0.60000002,1.5,-330,-209,-148,27,-155,-162,-13,-4.80000019,1.5,3.29999995,-3,-2.70000005,5.69999981,38,1,-102,139,-67,-43,148,-0.2,-4.0999999,4.30000019,-2.4000001,-1.70000005,4.0999999,-493,-268,-559,334,-293,-275,75,-5.5,-8.10000038,13.69999981,-6.30000019,-5,11.30000019,{833ECDD7-F741-4601-A872-BBAF1CA253DC},
55,13067030700,13067,"Census Tract 307, Cobb County",4369,394,ARC 10,1064.33996582,0,1064.33996582,1.66303003,0,1.66303003,030700,Cobb,66,-50,37,79,-39,-26,131,-3.5,-0.1,3.5999999,-3,-2.9000001,5.9000001,-215,-102,-113,0,-120,-116,21,-2.5,0.80000001,1.79999995,-3.5,-1,4.5,-23,-99,-70,146,-39,-128,144,-5.4000001,-3.20000005,8.60000038,-1.89999998,-6.80000019,8.69999981,-172,-251,-146,225,-198,-270,296,-11.5,-2.5999999,14,-8.39999962,-10.80000019,19.20000076,{C72F3DC1-27C6-45E7-93CF-63EBFD5AD39D},
56,13067030324,13067,"Census Tract 303.24, Cobb County",3730,269,ARC 10,905.3170166,9.96551037,915.28198242,1.41455996,0.0155711,1.43013,030324,Cobb,38,-45,-27,110,-62,37,63,-2.5999999,-2.5,5.0999999,-3.4000001,1.29999995,2.20000005,-160,-44,-155,39,-99,-18,-43,-0.5,-3,3.4000001,-3.29999995,1.5,1.79999995,-242,-75,-204,37,-52,-152,-38,-1.39999998,-3.70000005,5.19999981,-0.40000001,-4.5999999,5,-364,-164,-386,186,-213,-133,-18,-4.5,-9.10000038,13.69999981,-7.19999981,-1.79999995,9.10000038,{6081856F-8CEE-497E-8AEE-8F4E7506DEB0},
57,13067030312,13067,"Census Tract 303.12, Cobb County",6044,301,ARC 10,2134.67993164,15.08530045,2149.76000977,3.33543992,0.0235708,3.35899997,030312,Cobb,-133,-6,-202,75,-92,-158,117,0.69999999,-3.5999999,2.79999995,-1.89999998,-3.29999995,5.19999981,-482,-274,-241,33,-167,-166,-149,-5.5999999,1.39999998,4.19999981,-2.5,-0.40000001,2.9000001,102,55,-101,148,59,-87,130,1.20000005,-5.5,4.30000019,1.39999998,-4,2.5999999,-513,-225,-544,256,-200,-411,98,-3.5999999,-7.69999981,11.30000019,-3,-7.80000019,10.80000019,{0C9E308C-AD96-4B92-8313-CDBA47A21E54},
58,13067030228,13067,"Census Tract 302.28, Cobb County",7291,712,ARC 10,2361.5,36.51110077,2398.01000977,3.68984008,0.0570486,3.74689007,030228,Cobb,56,122,-164,98,37,-38,57,3.29999995,-6.30000019,3,0.80000001,-2,1.10000002,-182,-260,10,68,-41,-120,-21,-6.5999999,3.4000001,3.0999999,-0.1,-1.60000002,1.70000005,292,282,-37,47,92,49,151,6,-6,0,1,-1.89999998,0.89999998,166,144,-191,213,88,-109,187,2.70000005,-8.80000019,6.0999999,1.70000005,-5.5,3.79999995,{E8A66050-0F5F-4672-8C39-0FC2D8E14921},
59,13067030231,13067,"Census Tract 302.31, Cobb County",7301,509,ARC 10,3570.48999023,34.99850082,3605.48999023,5.57888985,0.0546852,5.63358021,030231,Cobb,1400,403,700,297,290,369,741,2.79999995,-5.0999999,2.29999995,1.29999995,-1.10000002,-0.2,-245,-166,-212,133,-99,-95,-51,-2.5999999,-1.5,4.0999999,-1.29999995,-0.60000002,1.89999998,-796,-236,-670,110,-143,-427,-226,-2.20000005,-5.5999999,7.80000019,-0.30000001,-5.80000019,6.19999981,359,1,-182,540,48,-153,464,-2,-12.19999981,14.19999981,-0.30000001,-7.5,7.9000001,{60EC0612-A1B3-40B5-A9BA-B4433BEB0EAE},
60,13067030230,13067,"Census Tract 302.30, Cobb County",14286,974,ARC 10,3799.22998047,99.91059875,3899.13989258,5.9362998,0.15611,6.09241009,030230,Cobb,700,154,355,191,31,207,462,0.2,-3.29999995,3,-4.30000019,0.2,4.0999999,185,-24,169,40,-54,52,187,-2,1.70000005,0.30000001,-2.79999995,0,2.79999995,2328,674,1098,556,442,709,1177,4.0999999,-6.80000019,2.70000005,1.29999995,0.69999999,-1.89999998,3213,804,1622,787,419,968,1826,2.29999995,-8.39999962,6,-5.80000019,0.80000001,5,{E07F6510-7F63-4A80-8820-B7B4E7CCD457},
61,13067030311,13067,"Census Tract 303.11, Cobb County",5969,454,ARC 10,2091.37011719,38.91460037,2130.2800293,3.26777005,0.0608041,3.32856011,030311,Cobb,-192,-29,-349,186,-82,-175,65,0.40000001,-7,6.5999999,-1.29999995,-3.5999999,4.9000001,-337,-168,-206,37,-88,-120,-129,-3.29999995,-0.30000001,3.5999999,-0.69999999,-0.89999998,1.60000002,-18,-59,-49,90,-109,-105,196,-2,-1.39999998,3.29999995,-3.70000005,-3.5,7.30000019,-547,-256,-604,313,-279,-400,132,-4.80000019,-8.69999981,13.5,-5.69999981,-8,13.80000019,{68FCC319-7504-4169-9902-67BA54FC4745},
62,13067031001,13067,"Census Tract 310.01, Cobb County",5394,618,ARC 10,3835.2199707,18.64609909,3853.87011719,5.99252987,0.0291345,6.02166986,031001,Cobb,-58,-17,-63,22,36,-128,34,-0.1,-1.79999995,1.89999998,3.20000005,-6,2.9000001,-147,-79,-58,-10,-71,-76,0,-2.70000005,1.79999995,0.89999998,-2.0999999,-0.2,2.29999995,107,54,7,46,35,6,66,1.79999995,-3.5999999,1.89999998,0.5,-3.0999999,2.5999999,-98,-42,-114,58,0,-198,100,-1,-3.70000005,4.5999999,1.60000002,-9.30000019,7.69999981,{C09F5F8D-A03D-4CB6-A5F4-E715F28552DD},
63,13067030310,13067,"Census Tract 303.10, Cobb County",8204,669,ARC 10,2150.06005859,18.46520042,2168.52001953,3.35946989,0.0288519,3.38830996,030310,Cobb,-385,-56,-448,119,-130,-183,-72,1,-5.30000019,4.30000019,-1.10000002,-0.89999998,2.0999999,-234,-168,-160,94,-89,-173,28,-3,-0.60000002,3.5999999,-1.10000002,-2.4000001,3.5,86,-23,-13,122,-60,-82,228,-1.10000002,-1.70000005,2.79999995,-2.0999999,-3,5.0999999,-533,-247,-621,335,-279,-438,184,-3.0999999,-7.5999999,10.69999981,-4.30000019,-6.30000019,10.69999981,{85521A6F-A04C-4F89-A1F0-B85C83AB7E69},
64,13067030215,13067,"Census Tract 302.15, Cobb County",9711,888,ARC 10,1782.93994141,6.19344997,1789.13000488,2.78584003,0.00967727,2.79552007,030215,Cobb,42,7,-80,115,30,-128,140,-0.1,-2.5999999,2.5999999,0.5,-3.4000001,2.9000001,-395,-155,-274,34,-113,-315,33,-1.70000005,-0.80000001,2.4000001,-0.80000001,-4.5999999,5.4000001,172,72,-102,202,-59,99,132,0.89999998,-5.19999981,4.30000019,-2.4000001,1.20000005,1.20000005,-181,-76,-456,351,-142,-344,305,-0.89999998,-8.60000038,9.39999962,-2.5999999,-6.9000001,9.60000038,{7B8856F2-C2DE-4A2F-9713-C2622A9A11A3},
65,13067030601,13067,"Census Tract 306.01, Cobb County",9324,845,ARC 10,2275.60009766,42.58390045,2318.18994141,3.55562997,0.0665373,3.62216997,030601,Cobb,560,239,239,82,188,178,194,4.9000001,-4.80000019,-0.1,5.80000019,-2.5999999,-3.20000005,55,-77,149,-17,-13,-25,93,-4.9000001,6.30000019,-1.29999995,-1.29999995,-2.4000001,3.70000005,2409,755,1340,314,417,834,1158,2.79999995,-2.5,-0.30000001,-0.89999998,-0.40000001,1.29999995,3024,917,1728,379,592,987,1445,2.70000005,-1.10000002,-1.70000005,3.5999999,-5.4000001,1.70000005,{B629B129-142E-4FD8-9910-EF1B44A5C779},
66,13067030227,13067,"Census Tract 302.27, Cobb County",7798,629,ARC 10,2137.48999023,13.70940018,2151.19995117,3.33982992,0.0214209,3.36124992,030227,Cobb,527,83,296,148,241,88,198,-1.20000005,-1.29999995,2.4000001,4.0999999,-2.5999999,-1.5,-210,-24,-211,25,57,-142,-125,0.69999999,-1.89999998,1.20000005,2.4000001,-1.79999995,-0.60000002,-484,36,-617,97,-90,-20,-374,4.5,-9,4.5999999,0.2,4,-4.19999981,-167,95,-532,270,208,-74,-301,4,-12.19999981,8.30000019,6.69999981,-0.40000001,-6.30000019,{001FA24D-E963-4880-9722-BEA5DF364194},
67,13067030602,13067,"Census Tract 306.02, Cobb County",6872,427,ARC 10,3940.87988281,10.90550041,3951.79003906,6.15761995,0.0170398,6.17467022,030602,Cobb,708,225,294,189,34,309,365,0.60000002,-3.5,2.9000001,-4.19999981,1.60000002,2.5999999,16,-92,71,37,-17,-103,136,-3,2,1.10000002,-0.60000002,-3.4000001,4.0999999,-356,-353,-155,152,-181,-342,167,-9.19999981,1.5,7.5999999,-4,-7.80000019,11.80000019,368,-220,210,378,-164,-136,668,-11.60000038,0,11.60000038,-8.89999962,-9.60000038,18.5,{BF1AFA75-9E95-4E17-9DB0-2D235BC4B7B3},
68,13067030506,13067,"Census Tract 305.06, Cobb County",4017,330,ARC 10,1978.52001953,9.26496983,1987.79003906,3.09143996,0.0144765,3.10592008,030506,Cobb,215,107,65,43,113,66,36,3.4000001,-3.70000005,0.30000001,4.4000001,-1,-3.29999995,-145,-70,-109,34,-42,-110,7,-2,-1.60000002,3.70000005,-0.69999999,-3.29999995,4.0999999,386,154,156,76,80,190,116,3.20000005,-2.79999995,-0.40000001,0.1,2.70000005,-2.9000001,456,191,112,153,151,146,159,4.5,-8.10000038,3.5999999,3.79999995,-1.70000005,-2.0999999,{70D0156F-F356-46FB-998A-2C7A743770FF},
69,13067030507,13067,"Census Tract 305.07, Cobb County",5156,267,ARC 10,1509.43005371,21.38750076,1530.81005859,2.35847998,0.033418,2.39189005,030507,Cobb,169,-2,8,163,-93,81,181,-1.79999995,-3.5999999,5.4000001,-5.19999981,0.80000001,4.5,-465,-147,-259,-59,-113,-213,-139,-1.60000002,0.2,1.5,-0.89999998,-1.89999998,2.79999995,218,-35,147,106,-40,-36,294,-3.5999999,1,2.5999999,-3.5,-4.80000019,8.30000019,-78,-184,-104,210,-246,-168,336,-7,-2.4000001,9.39999962,-9.60000038,-5.9000001,15.60000038,{E3EE58E0-C918-417C-BD86-7CE0D93B0C21},
70,13067030229,13067,"Census Tract 302.29, Cobb County",5979,527,ARC 10,3211.2199707,27.81439972,3239.0300293,5.01752996,0.04346,5.06097984,030229,Cobb,29,29,-48,48,-49,-15,93,1,-3.29999995,2.29999995,-2.9000001,-1.39999998,4.30000019,-465,-233,-230,-2,-86,-264,-115,-4.5,0.69999999,3.79999995,0.89999998,-5.4000001,4.5999999,513,108,201,204,126,137,250,-2.70000005,-3.4000001,6,0.60000002,-1.89999998,1.29999995,77,-96,-77,250,-9,-142,228,-6.19999981,-6,12.19999981,-1.39999998,-8.69999981,10.10000038,{E2719627-7F27-484B-BE79-2627A07837D9},
71,13067031208,13067,"Census Tract 312.08, Cobb County",6283,437,ARC 10,893.96398926,5.90384007,899.86798096,1.39681995,0.00922475,1.40603995,031208,Cobb,1012,362,524,126,157,316,539,-1.39999998,-0.2,1.60000002,0.60000002,-1.10000002,0.5,-176,-278,30,72,-69,-153,46,-7.30000019,4.19999981,3.0999999,-1.5,-3.29999995,4.80000019,661,-57,551,167,8,-96,749,-7.5,5,2.4000001,-2.20000005,-8.30000019,10.5,1497,27,1105,365,96,67,1334,-16.20000076,9,7.0999999,-3.0999999,-12.69999981,15.80000019,{82CD4A46-331B-43AC-9BB6-25F1AF231A4C},
72,13067031207,13067,"Census Tract 312.07, Cobb County",3960,510,ARC 10,688.309021,12.23340034,700.54302979,1.07547998,0.0191147,1.09459996,031207,Cobb,644,143,434,67,108,189,347,-5.5999999,5,0.60000002,1.20000005,-2,0.80000001,-304,-162,-174,32,-60,-221,-23,-2.9000001,-0.30000001,3.20000005,-0.89999998,-6.30000019,7.30000019,264,-2,163,103,21,-8,251,-4.0999999,0.80000001,3.29999995,-0.60000002,-3.79999995,4.5,604,-21,423,202,69,-40,575,-12.69999981,5.5,7.0999999,-0.40000001,-12.10000038,12.5,{83BB9F79-1CD2-48CD-9D3B-A7849183165E},
73,13067030226,13067,"Census Tract 302.26, Cobb County",10002,716,ARC 10,1721.04003906,10.27219963,1731.31994629,2.68913007,0.0160503,2.70518994,030226,Cobb,-46,-56,-107,117,-109,0,63,-1.10000002,-2,3.0999999,-2.5999999,0.40000001,2.0999999,-337,-101,-221,-15,-50,-210,-77,-0.5,-0.1,0.69999999,0.40000001,-2.5999999,2.20000005,1057,193,602,262,181,134,742,-1.29999995,-1.60000002,2.9000001,-0.5,-4.69999981,5.0999999,674,36,274,364,22,-76,728,-3,-3.70000005,6.69999981,-2.5999999,-6.80000019,9.39999962,{4998431D-4C8F-4AED-AEE4-376350028F80},
