OBJECTID,GEOID10,NAME10,PLNG_REGION,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,GlobalID
69,13067030507,305.07,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1851,31,0.006162,0,5031,U,4052.96422,0.805598,636.971993,0.126609,889.638105,0.785899,556.180513,0.823971,39.312422,0.021238,1606.053894,0.319232,250.571977,0.049806,344.90839,0.304689,221.206525,0.327713,15.504455,0.008376,{0F017C18-8887-4383-A6CB-B8889948E21D}
70,13067030229,302.29,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1148,2937,0.515715,1,5695,U,4957.312069,0.870467,1573.020369,0.276211,400.223638,0.766712,320.971706,0.800428,45.721563,0.039827,1182.97134,0.207721,362.054521,0.063574,80.959993,0.155096,104.991412,0.261824,10.938479,0.009528,{676FB23F-15F5-46D5-9A57-FD84DB681179}
71,13067031208,312.08,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3066,0,0,0,5679,U,2922.157006,0.514555,451.540437,0.079511,497.594599,0.509831,155.695401,0.601141,11.269773,0.003676,20.216999,0.00356,4.415582,0.000778,3.124788,0.003202,0.790609,0.003053,0.122124,4e-05,{F1B3EA25-E636-43D3-8C20-3059F77C8DE4}
72,13067031207,312.07,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1987,0,0,0,3244,U,2841.404351,0.875895,607.830957,0.187371,271.91239,0.924872,174.377011,0.70885,52.370746,0.026357,0,0,0,0,0,0,0,0,0,0,{49620FC3-7020-4819-AA16-B61C6CE524F1}
73,13067030226,302.26,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3512,0,0,0,9648,U,6970.932413,0.722526,1358.449798,0.140801,2111.779722,0.748327,265.703638,0.562931,38.865082,0.011066,2196.849053,0.2277,486.756373,0.050452,686.052579,0.243109,88.221319,0.18691,10.067264,0.002867,{E3165840-7ABE-4B5C-B27B-B421D73C4E11}
74,13067031505,315.05,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2158,11,0.001836,0,5992,U,4932.662995,0.823208,1348.075855,0.224979,1405.806806,0.8418,420.356001,0.762897,61.989968,0.028726,2006.426029,0.334851,489.546502,0.0817,594.614946,0.356057,150.252188,0.27269,23.269471,0.010783,{4AB8B14E-D259-4C10-81B1-8DEF3EE3C974}
75,13067030313,303.13,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2856,17,0.002133,0,7970,U,5636.671801,0.707236,870.786451,0.109258,1306.934531,0.690404,741.355753,0.7304,21.255581,0.007442,257.456108,0.032303,41.571385,0.005216,72.340072,0.038215,21.825519,0.021503,0.803692,0.000281,{436FDF3D-1040-4B16-A9C0-8D8B6BB8B9F6}
76,13067031310,313.10,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2302,4,0.000635,1,6301,U,5792.64356,0.919321,3788.239752,0.601212,2054.922329,0.916967,184.344031,0.935756,243.197192,0.105646,3839.629965,0.609368,2615.106612,0.41503,1385.638579,0.618313,70.601323,0.358382,128.005688,0.055606,{71389C37-87B3-4EF7-8C6A-C84F116B665D}
77,13067030214,302.14,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2826,7,0.000854,0,8194,U,6197.634614,0.756363,612.922702,0.074801,1680.031304,0.768893,504.170113,0.791476,27.037897,0.009568,3407.298893,0.415829,243.354882,0.029699,918.409502,0.420325,273.751299,0.429751,19.581504,0.006929,{6C076323-5DC1-429D-A96C-D8D825EE338C}
78,13067031212,312.12,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,973,0,0,0,2321,U,2023.461587,0.871806,204.70021,0.088195,399.047875,0.90487,432.446906,0.849601,5.643663,0.0058,434.241813,0.187093,43.929368,0.018927,91.104487,0.206586,95.789471,0.188191,1.136951,0.001169,{869BB6BF-B218-419F-B530-A777D6D42891}
79,13067031211,312.11,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2240,0,0,0,3617,U,2129.561628,0.588765,614.809752,0.169978,220.616482,0.58057,47.547224,0.302849,35.524739,0.015859,0,0,0,0,0,0,0,0,0,0,{6DD47616-C463-4304-879A-BCEF980407C4}
80,13067031209,312.09,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1584,0,0,0,3790,U,2998.21978,0.791087,243.446472,0.064234,698.614027,0.819008,310.253306,0.831778,0,0,138.365247,0.036508,16.547027,0.004366,24.956193,0.029257,14.886283,0.03991,0,0,{C0430FB4-D7FB-412E-9BCD-4FEADED8F533}
81,13067030224,302.24,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2275,0,0,0,6257,U,4624.504022,0.739093,403.410287,0.064473,1484.221509,0.781992,284.213696,0.611212,10.172506,0.004471,1392.989997,0.222629,88.350317,0.01412,490.219666,0.258282,54.529012,0.117267,0,0,{AF285C4F-4317-4A40-9000-3D69FCA7325E}
82,13067031205,312.05,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2797,0,0,0,5306,U,2618.016681,0.493407,477.745092,0.090039,593.750354,0.626319,129.215185,0.436538,24.316513,0.008694,393.472466,0.074156,74.73895,0.014086,64.382157,0.067914,35.68037,0.120542,2.840217,0.001015,{191BB8EC-1ED0-46D1-BF18-2BB38EF753F0}
83,13067031206,312.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,4427,0,0,0,8713,U,5801.568573,0.665852,1250.204614,0.143487,1130.112982,0.701063,412.262844,0.740149,95.897895,0.021662,750.982559,0.086191,133.514158,0.015324,147.570281,0.091545,43.161628,0.077489,9.83979,0.002223,{0F7C4C3C-9CD1-4A9E-901A-7B598B58724D}
84,13067030220,302.20,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,567,0,0,0,1664,U,924.282042,0.555458,139.812284,0.084022,235.915328,0.539852,77.513494,0.711133,0,0,17.023766,0.010231,2.575114,0.001548,4.422669,0.010121,1.509324,0.013847,0,0,{BC758F8A-E917-4225-85AE-900455B3B4E5}
85,13067030905,309.05,ARC 10,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1807,2404,0.305736,1,7863,U,4328.559134,0.550497,1719.172863,0.218641,713.40267,0.406266,190.653603,0.408252,16.784407,0.009289,68.864818,0.008758,28.43241,0.003616,17.291062,0.009847,3.46619,0.007422,0.045011,2.5e-05,{C41B2F3E-1866-4920-99B9-7524E0940807}
86,13067030502,305.02,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2527,10,0.001561,0,6406,U,4536.922576,0.70823,725.659048,0.113278,1143.893066,0.755544,585.983474,0.656932,0,0,1015.632917,0.158544,150.916652,0.023559,339.115443,0.223986,89.513237,0.100351,0,0,{75568D4B-6036-43CF-AFE6-A3539B6AABA0}
87,13067030209,302.09,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2350,0,0,0,6757,U,5863.399728,0.867752,881.575732,0.130469,1644.950422,0.875905,526.286415,0.859945,13.237632,0.005633,3322.315879,0.491685,512.337828,0.075823,982.496373,0.523161,272.598285,0.445422,6.478755,0.002757,{C2E3FEBC-B21A-492F-A132-B787E696ACDA}
88,13067030326,303.26,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1403,0,0,0,4059,U,3159.841392,0.778478,28.058921,0.006913,797.911552,0.796319,259.164427,0.753385,0,0,2226.348444,0.548497,15.804706,0.003894,545.729009,0.54464,186.492858,0.54213,0,0,{D422E2F8-F6C4-4AF0-8B34-068481E3F562}
89,13067031108,311.08,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2508,0,0,1,4910,U,4866.633397,0.991168,2239.17431,0.456044,926.465138,0.991933,363.894186,0.994246,27.426329,0.010936,1823.091027,0.371302,681.285862,0.138755,400.940563,0.429273,128.929429,0.352266,3.75335,0.001497,{1DF8C62A-DBB9-4544-AE7B-B197917AA8CB}
90,13117130105,1301.05,ARC 20,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,754,0,0,1,2258,U,2220.875428,0.983559,774.117153,0.342833,625.420533,0.97722,169.55794,0.985802,43.809552,0.058103,2048.993792,0.907437,714.205408,0.3163,586.195519,0.91593,154.344033,0.897349,39.969635,0.05301,{2F7EAD55-1897-4D8F-B88B-626BA3A66D8C}
91,13117130205,1302.05,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,774,0,0,0,2151,U,1454.836442,0.676354,210.244377,0.097743,371.973101,0.643552,162.119982,0.733575,24.445573,0.031583,539.389984,0.250762,81.112736,0.037709,126.759671,0.219307,63.971027,0.289462,9.118239,0.011781,{A69E207D-0035-4E76-A6B9-A92DB3604CD2}
92,13117130603,1306.03,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1166,65,0.016892,0,3848,U,3807.360552,0.989439,386.047507,0.100324,1411.087527,0.988157,154.814391,0.9924,0,0,2896.61051,0.752757,282.300257,0.073363,1046.515658,0.732854,115.483248,0.740277,0,0,{7999963E-9F7D-4881-BDF7-C93D9A34E82E}
93,13117130610,1306.10,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1364,0,0,0,4230,U,4229.984342,0.999996,179.731834,0.04249,1407.999993,1,335.998261,0.999995,0,0,3701.972107,0.875171,157.700233,0.037281,1224.074882,0.869371,299.701132,0.891968,0,0,{E528BB92-1000-4CA7-B59F-E54859B1BCA0}
94,13117130606,1306.06,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1295,0,0,0,4020,U,3161.993922,0.786566,26.542587,0.006603,1172.237378,0.801804,217.824508,0.646364,52.336136,0.040414,549.782612,0.136762,3.061638,0.000762,209.748846,0.143467,28.750669,0.085314,15.277088,0.011797,{270E954E-F36F-4700-A98A-F59FABE54C43}
95,13117130604,1306.04,ARC 20,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1432,0,0,0,4575,U,3054.712445,0.667697,343.475631,0.075077,1124.812055,0.67354,139.897421,0.653726,4.519539,0.003156,10.525163,0.002301,0.600565,0.000131,3.354265,0.002009,0.622094,0.002907,0,0,{B36A082F-53B9-4BA3-9319-6633E06F4FBD}
96,13117130611,1306.11,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1072,0,0,0,3533,U,3532.999988,1,191.617962,0.054237,1259.999995,1,229.999998,1,0,0,3532.999988,1,191.617962,0.054237,1259.999995,1,229.999998,1,0,0,{5B49166F-68F0-4A49-A664-703679B04856}
97,13117130609,1306.09,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1260,0,0,0,4341,U,4168.429107,0.960246,282.269844,0.065024,1595.828202,0.963664,132.766943,0.92844,0,0,3093.415166,0.712604,240.528381,0.055409,1179.157737,0.712052,89.413899,0.625272,0,0,{4F1DDA26-F227-4F5F-9A49-6E8EF71B9B3B}
98,13117130607,1306.07,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1500,0,0,0,4608,U,4587.776672,0.995611,253.627551,0.055041,1586.462995,0.994648,417.531508,0.998879,19.784172,0.013189,4031.861784,0.87497,241.536852,0.052417,1351.84751,0.847553,404.614006,0.967976,19.784172,0.013189,{03853512-866C-43FB-8EEC-C507CFF511C5}
99,13117130605,1306.05,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1332,0,0,0,3797,U,3453.492694,0.909532,618.414451,0.162869,986.760332,0.891382,497.336115,0.95458,0,0,1936.119094,0.509908,364.207722,0.09592,570.720845,0.515556,250.9865,0.48174,0,0,{F92F9067-1E79-4336-A06D-C3F05A5C12E0}
100,13117130602,1306.02,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1484,0,0,0,4449,U,4449.000064,1,1048.070011,0.235574,1295.000021,1,186.000003,1,100.912672,0.068,3028.512744,0.680718,542.541184,0.121947,836.552653,0.645987,124.868871,0.671338,65.844805,0.04437,{D94AF857-4EFE-4913-A684-1ACD23AC7130}
101,13117130508,1305.08,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1624,0,0,0,4990,U,4597.532412,0.921349,462.169108,0.092619,1535.230134,0.933838,459.945876,0.876087,0,0,3267.3059,0.654771,318.971983,0.063922,1198.13725,0.728794,229.224086,0.436617,0,0,{F5CAAB84-081E-4B88-9C6E-06E187C92AC9}
102,13117130507,1305.07,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,999,0,0,0,2378,U,2378.000029,1,639.209528,0.268801,487.000004,1,385.000008,1,0,0,2372.435772,0.99766,636.708924,0.26775,485.975622,0.997897,383.859219,0.997037,0,0,{BA06E2C7-0FCD-4315-8404-17F65D9E1749}
103,13117130409,1304.09,ARC 20,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1006,10,0.003962,1,2524,U,2331.802275,0.923852,852.56718,0.337784,546.832339,0.922146,294.750102,0.901376,68.097144,0.067691,2052.825529,0.813322,689.149839,0.273039,479.759595,0.809038,218.550507,0.66835,68.097144,0.067691,{0789B3D5-A4EE-4E69-B097-78631B5F72EE}
104,13067030218,302.18,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1483,0,0,0,4775,U,4571.360509,0.957353,673.643264,0.141077,1449.453439,0.956104,346.375221,0.94638,0,0,3850.744818,0.806439,569.503423,0.119268,1215.578956,0.801833,288.435412,0.788075,0,0,{F9C18DF4-F5B1-4653-B170-158FBF95F0E2}
105,13067030219,302.19,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3050,0,0,0,9743,U,8211.552024,0.842816,808.176639,0.082949,2600.425682,0.835881,613.163962,0.823039,24.583547,0.00806,4229.672941,0.434124,482.922746,0.049566,1317.358847,0.423452,307.563586,0.412837,9.677346,0.003173,{A6CBD05F-693B-456C-BFE5-C657CDEF4DB1}
106,13067030235,302.35,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1630,0,0,0,4988,U,4758.625581,0.954015,497.048786,0.099649,1382.079122,0.957119,461.351933,0.945393,11.854306,0.007273,3434.975476,0.688648,354.769859,0.071125,995.213384,0.689206,314.659345,0.644794,8.13291,0.00499,{8CB89172-529B-4371-87EC-DCFACF5EE75B}
107,13067030234,302.34,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1773,36,0.006364,0,5657,U,5315.460362,0.939625,281.660777,0.04979,1716.552198,0.963273,374.993969,0.907976,0,0,3867.990447,0.683753,189.808789,0.033553,1312.889277,0.73675,234.356496,0.567449,0,0,{8A324078-AF8B-412B-9DE0-82FDD004D851}
108,13067030233,302.33,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1461,1,0.000234,0,4275,U,3610.569869,0.844578,282.113786,0.065992,991.106616,0.846376,307.201262,0.872731,0,0,1849.325016,0.432591,152.266906,0.035618,517.791138,0.442179,174.966499,0.497064,0,0,{3202138A-472C-4108-850B-7EE71A184863}
109,13067030337,303.37,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1724,0,0,0,4831,U,3907.870219,0.808915,244.903522,0.050694,1140.391945,0.847875,393.049998,0.645402,0,0,2192.59168,0.453859,144.083682,0.029825,648.003051,0.481787,231.239929,0.379704,0,0,{EEA490EF-587B-428B-971F-56422A53DBFE}
110,13067030334,303.34,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1240,0,0,0,3246,U,1642.904355,0.506132,43.398773,0.01337,386.564104,0.470273,297.006881,0.618764,13.480712,0.010872,205.455394,0.063295,3.860682,0.001189,55.264088,0.067231,35.255074,0.073448,1.977634,0.001595,{CB8C6E1F-B675-4409-A370-8F5AB79930A9}
111,13067031111,311.11,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1679,2,0.000687,0,2909,U,2001.070739,0.68789,398.817813,0.137098,279.764942,0.790296,172.318522,0.617629,42.347827,0.025222,801.908089,0.275665,133.91451,0.046035,116.342789,0.328652,66.597375,0.2387,16.115532,0.009598,{130F2969-6285-43F4-A8FF-8EBD42C9CE11}
112,13067031110,311.10,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1260,5,0.001746,0,2864,U,2085.614976,0.728218,622.646137,0.217404,459.404771,0.731536,183.85794,0.678443,18.485309,0.014671,48.491679,0.016931,19.244221,0.006719,10.276854,0.016364,1.640335,0.006053,0.511526,0.000406,{AA172969-AC05-453C-B07F-A18A24673D48}
113,13067030405,304.05,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2637,0,0,1,5774,U,3627.030528,0.628166,1172.282276,0.203028,732.811526,0.600173,347.827809,0.740059,61.30629,0.023248,1519.576961,0.263176,488.551603,0.084612,321.782502,0.26354,195.165297,0.415245,17.049004,0.006465,{5964C14C-9A54-4424-9369-94D07D6FBEB2}
114,13067031101,311.01,ARC 10,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1704,48,0.009717,1,4940,U,3682.152625,0.745375,2053.640816,0.415717,988.70361,0.696761,252.640293,0.75868,176.567363,0.103619,757.382472,0.153316,437.5251,0.088568,208.730194,0.147097,39.058126,0.117292,17.949756,0.010534,{C534CE92-309B-4DB8-9732-5D26751CB51D}
115,13117130305,1303.05,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1413,0,0,0,4452,U,4451.999992,1,230.918093,0.051868,1550.000012,1,236,1,41.923413,0.02967,4451.999992,1,230.918093,0.051868,1550.000012,1,236,1,41.923413,0.02967,{79045A69-0758-49FA-98A8-6DA17F59AF26}
116,13117130301,1303.01,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1556,0,0,0,4750,U,4686.858409,0.986707,1368.625858,0.288132,1438.050252,0.989711,342.971641,0.979919,110.760178,0.071183,4470.778878,0.941217,1322.456154,0.278412,1385.827432,0.95377,318.797498,0.91085,108.624582,0.06981,{3444D47F-9E28-4410-AA61-84EE61729D40}
117,13117130405,1304.05,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1291,0,0,0,4037,U,3728.873773,0.923674,505.394447,0.125191,1193.424408,0.929458,298.145108,0.920201,12.768157,0.00989,2681.965766,0.664346,312.167056,0.077326,888.998277,0.692366,202.024525,0.623532,11.564373,0.008958,{7A979ADB-9A83-4C98-B2ED-798292BD0323}
118,13117130504,1305.04,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1399,0,0,0,3588,U,3587.999951,1,433.076799,0.120701,796.999989,1,351.999995,1,0,0,3587.999951,1,433.076799,0.120701,796.999989,1,351.999995,1,0,0,{1B947EF4-2EB9-49E5-9208-1C5A3BF6B2C1}
119,13117130505,1305.05,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1047,0,0,0,2773,U,2772.999958,1,651.093939,0.234798,621.999992,1,429.999994,1,14.57871,0.013924,2769.234065,0.998642,649.776862,0.234323,621.125652,0.998594,429.586819,0.999039,14.57871,0.013924,{CFA45721-3D41-478D-A5A7-172051F8C469}
120,13117130503,1305.03,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,894,0,0,0,2356,R,2356.000034,1,376.549378,0.159826,554.000004,1,293.000005,1,39.352838,0.044019,2356.000034,1,376.549378,0.159826,554.000004,1,293.000005,1,39.352838,0.044019,{49A6117E-7D70-45B9-AEFA-B1030359964C}
121,13117130102,1301.02,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,842,0,0,0,2481,U,2480.999947,1,566.927418,0.228508,723.999989,1,262.999994,1,0,0,2480.655988,0.999861,566.848821,0.228476,723.912997,0.99988,262.961649,0.999854,0,0,{09103885-4277-4A23-ABAC-ECA625CB93CB}
122,13117130103,1301.03,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1338,0,0,0,3925,R,3925.000008,1,1134.076407,0.288937,1145.999997,1,292.999998,1,27.298088,0.020402,3925.000008,1,1134.076407,0.288937,1145.999997,1,292.999998,1,27.298088,0.020402,{1A8712E3-BF26-476A-91DE-0F618AE58471}
123,13117130303,1303.03,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1227,0,0,0,3436,U,3435.999966,1,684.657034,0.19926,912.99999,1,340.999998,1,0,0,3435.999966,1,684.657034,0.19926,912.99999,1,340.999998,1,0,0,{E929F8B2-F9E1-472D-ADF2-94D5B2C98516}
124,13117130201,1302.01,ARC 20,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1527,0,0,0,4725,R,4724.999991,1,795.555169,0.168371,1592.999988,1,313.999999,1,41.992624,0.0275,4713.318084,0.997528,792.785139,0.167785,1589.026967,0.997506,313.399374,0.998087,41.837177,0.027398,{119703F4-1BA4-49E7-BFA3-C8CEB17E064B}
125,13067030232,302.32,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1920,1,0.000174,0,5758,U,5758.000035,1,658.023362,0.11428,1675.000018,1,468.000002,1,17.343066,0.009033,5689.096889,0.988034,655.883877,0.113908,1657.303508,0.989435,459.755931,0.982384,17.343066,0.009033,{959B02C1-3837-49FF-95CD-5E816A58E104}
126,13067030222,302.22,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1972,0,0,0,5987,U,4822.076337,0.805424,763.149234,0.127468,1319.31509,0.815399,280.037971,0.75279,0,0,398.315872,0.06653,17.398176,0.002906,125.224277,0.077394,14.791215,0.039761,0,0,{4317379B-AAEF-4675-9505-A44142E48924}
127,13067031118,311.18,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2262,112,0.020513,0,5460,U,5206.37588,0.953549,1072.514402,0.196431,1232.19141,0.95667,829.31819,0.966571,115.277777,0.050963,3536.411635,0.647694,703.685001,0.12888,875.350991,0.67962,592.247587,0.690265,88.371444,0.039068,{796B7F2A-23B7-4EA2-9A7B-3F8F83CCC1C6}
128,13067031117,311.17,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1926,2,0.000414,0,4835,U,4834.999984,1,899.393148,0.186017,1029.999999,1,766.000005,1,26.395062,0.013705,4139.673396,0.856189,767.482022,0.158735,873.268402,0.847833,668.473942,0.872681,21.858345,0.011349,{05DDE578-4E9F-44E5-A340-D723E13F342C}
129,13067031507,315.07,ARC 10,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1052,186,0.055705,1,3339,U,3217.140457,0.963504,1255.199272,0.375921,921.890364,0.967356,371.800539,0.955785,7.935065,0.007543,1950.934925,0.584287,792.023928,0.237204,555.758608,0.583167,259.174096,0.666257,5.622939,0.005345,{75FF6B89-63C9-4F7A-A945-0E46F55F9065}
130,13067031004,310.04,ARC 10,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2186,2,0.000297,1,6739,U,2771.126077,0.411207,1652.066268,0.24515,822.735941,0.382846,274.690675,0.469557,115.183825,0.052692,0,0,0,0,0,0,0,0,0,0,{7A1A09EC-14E2-49E5-A10F-9520727A4CC4}
131,13067030103,301.03,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3123,16,0.001769,0,9045,U,6296.690224,0.696151,1160.124881,0.128261,1818.23468,0.705015,543.071858,0.658269,23.243532,0.007443,2223.432399,0.245819,492.017316,0.054397,635.537069,0.246428,209.504685,0.253945,0.724144,0.000232,{3D85B32C-69FE-4210-B095-DF9178FF4FD0}
132,13067031404,314.04,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2058,19,0.003419,0,5558,U,5423.342707,0.975772,942.044858,0.169493,1305.638957,0.971458,755.452778,0.984945,156.021459,0.075812,3224.427302,0.580142,549.996122,0.098956,759.589174,0.565171,507.923089,0.66222,53.487943,0.02599,{83CF67CD-EDB4-4CE7-A4D7-F3D9CA76C811}
133,13067031306,313.06,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1396,8,0.002131,0,3754,U,2098.518959,0.559009,614.682406,0.163741,510.09672,0.536944,220.678772,0.635962,75.523359,0.0541,664.619846,0.177043,166.796488,0.044432,154.724784,0.162868,59.832266,0.172427,31.658459,0.022678,{17C4BC7A-1578-4F96-A723-3D2454966012}
134,13067030101,301.01,ARC 10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2488,0,0,0,7062,U,5326.856382,0.754299,830.910265,0.117659,1391.493332,0.741339,541.844103,0.756766,33.453637,0.013446,1940.934523,0.274842,272.140796,0.038536,513.339283,0.273489,199.471619,0.278592,14.001515,0.005628,{272BEB8A-D026-4462-8182-36C620571DCC}
135,13067030104,301.04,ARC 10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1410,0,0,0,3721,U,1217.197501,0.327116,412.469418,0.110849,325.003887,0.314013,113.454814,0.353442,95.503094,0.067733,0,0,0,0,0,0,0,0,0,0,{E3B9B4C8-9A3D-4036-999D-326CD74C2C7C}
136,13117130613,1306.13,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,808,16,0.00708,0,2260,U,1982.625816,0.877268,98.853113,0.04374,577.267678,0.882672,252.532873,0.853152,26.136033,0.032347,1378.343663,0.609887,73.706824,0.032614,394.448433,0.603132,171.05786,0.577898,21.623222,0.026761,{1E53A706-938A-4046-9E8E-A453D0D66A1E}
137,13117130408,1304.08,ARC 20,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1198,189,0.052384,0,3608,U,2439.763281,0.676209,896.284568,0.248416,673.761522,0.731554,389.448867,0.532762,58.174782,0.04856,394.506064,0.109342,127.472216,0.03533,126.722679,0.137592,43.468123,0.059464,8.81023,0.007354,{09D03E5F-F21C-4C3D-BA77-C6347C825CCA}
138,13117130612,1306.12,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1740,0,0,0,5614,U,3848.411427,0.685503,133.011874,0.023693,1371.852033,0.692155,270.62406,0.666562,0,0,739.990489,0.131812,33.696793,0.006002,290.215769,0.146426,40.920711,0.10079,0,0,{6CE4E113-7BC2-41CC-895D-32BFC58F356E}
139,13117130608,1306.08,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1462,0,0,0,4599,U,3217.840237,0.699683,94.426566,0.020532,1000.503219,0.684339,308.844374,0.764466,0,0,887.762709,0.193034,30.023951,0.006528,258.239308,0.176634,94.734392,0.234491,0,0,{51D51020-31BE-4070-B0D5-46DEEF19F2E6}
140,13117130307,1303.07,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1164,0,0,0,3287,U,3135.989749,0.954058,1132.137784,0.344429,906.673662,0.964546,356.655598,0.938567,60.428541,0.051915,2784.941166,0.847259,1006.453725,0.306192,817.701292,0.869895,306.867814,0.807547,50.178126,0.043108,{66FD1951-CEB2-4B76-BE92-2E98D0775E81}
141,13117130302,1303.02,ARC 20,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1639,0,0,0,4756,U,4756.000073,1,281.006637,0.059085,1559.000038,1,394.000009,1,19.718707,0.012031,4710.339767,0.990399,277.539038,0.058356,1545.091206,0.991078,389.195139,0.987805,19.259485,0.011751,{2275F88D-E4AC-4B3F-8640-554D1ED54475}
