OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,AsianPacif,Black,Hispanic,Other_Race,AgeOvr65,Poverty,AsianCat,BlackCat,HispanCat,OthCat,RaceCat,AgeCat,PovCat,ETA,Population,GlobalID,last_edited_date
592,13,117,130510,13117130510,1305.10,Census Tract 1305.10,7.4,1.7,10.1,1.5,6.2,6.2,2,3,3,3,2,3,3,4,5717,{5E1494BA-CE0A-4B4E-958F-37E178C173E4},
593,13,117,130601,13117130601,1306.01,Census Tract 1306.01,10.7,7.2,20.8,2.1,6.4,5.1,2,3,3,3,2,3,3,4,3472,{16B22EC7-C432-4718-8212-F72B80E1D10F},
594,13,117,130306,13117130306,1303.06,Census Tract 1303.06,7.8,3.5,6.4,1.6,11.5,7.1,2,3,3,3,2,2,3,4,4094,{DEB3C015-710A-44D6-AAEF-6DAC472A9EA1},
595,13,117,130404,13117130404,1304.04,Census Tract 1304.04,11.5,3,7.8,2.2,4.5,6.1,2,3,3,3,2,3,3,4,3913,{7477D3A3-024E-445C-96E8-59C981EA695A},
596,13,117,130304,13117130304,1303.04,Census Tract 1303.04,1.8,1.3,7.3,1.2,9.3,5,3,3,3,3,3,3,3,4,3784,{8A121941-0138-47B0-B8E4-A8FAA1D98C3D},
597,13,117,130302,13117130302,1303.02,Census Tract 1303.02,2.4,1,4,1,8.3,3.7,3,3,3,3,3,3,3,4,4756,{71E675F1-A6EA-4437-925E-0CFE69C747C8},
598,13,117,130307,13117130307,1303.07,Census Tract 1303.07,4.7,2.2,11.6,1.3,11.6,8.9,3,3,3,3,3,2,3,4,3287,{C12CA540-AA12-404A-AEE3-9EF66537BA63},
599,13,117,130608,13117130608,1306.08,Census Tract 1306.08,34.6,4.6,3.4,2.2,8.8,0,1,3,3,3,1,3,3,4,4599,{070ECFC1-00A5-4A30-A33A-61216DA1D33F},
600,13,117,130612,13117130612,1306.12,Census Tract 1306.12,10.3,1.6,3.7,1.9,7.2,1,2,3,3,3,2,3,3,4,5614,{1EB614DA-0B00-4883-94F8-310AE504BF01},
601,13,117,130408,13117130408,1304.08,Census Tract 1304.08,1.4,0.9,28,0.9,20.3,23.3,3,3,3,3,3,1,2,3,3608,{59A8B1C1-B717-4A54-A4E1-51F5306FBDE7},
602,13,117,130613,13117130613,1306.13,Census Tract 1306.13,9.1,1.9,3.3,2,13.1,3.8,2,3,3,3,2,2,3,4,2260,{59FB5D70-1549-49D7-BCEF-F197825DE568},
603,13,117,130201,13117130201,1302.01,Census Tract 1302.01,1.1,1.1,4.7,1.1,6.6,3.2,3,3,3,3,3,3,3,4,4725,{8AEA4709-A128-437F-9400-E6D44533B00A},
604,13,117,130303,13117130303,1303.03,Census Tract 1303.03,0.6,1.2,7.6,1.8,9.9,3.2,3,3,3,3,3,3,3,4,3436,{D5881083-FE2A-47DF-B392-721617B5758C},
605,13,117,130103,13117130103,1301.03,Census Tract 1301.03,0.3,0.6,12.6,1,7.5,8.8,3,3,3,3,3,3,3,4,3925,{C2E47905-7575-4681-92BE-DC9B089B9D2B},
606,13,117,130102,13117130102,1301.02,Census Tract 1301.02,0.8,0.2,3.4,1.2,10.6,16.4,3,3,3,3,3,3,3,4,2481,{EB0263C6-6CA8-4EE7-AD94-759D82E1BD9D},
607,13,117,130503,13117130503,1305.03,Census Tract 1305.03,1.1,1.1,4.8,1.4,12.4,12.3,3,3,3,3,3,2,3,4,2356,{F6B1FB2F-5BEC-4FB2-A5EF-CCEF695D6F67},
608,13,117,130505,13117130505,1305.05,Census Tract 1305.05,0.4,1,5.4,1.4,15.5,13.9,3,3,3,3,3,1,3,4,2773,{64A1DFEC-985A-429C-9664-9FDA27A6913E},
609,13,117,130504,13117130504,1305.04,Census Tract 1305.04,0.8,0.4,17.9,2.1,9.8,5.5,3,3,3,3,3,3,3,4,3588,{95B566EE-5084-4B5C-8DAD-BC764C0027CD},
610,13,117,130405,13117130405,1304.05,Census Tract 1304.05,2.6,2.3,14.4,2.2,8,3.7,3,3,3,3,3,3,3,4,4037,{234B3B03-521F-4E8B-BD60-D3AC8ED7FAB0},
611,13,117,130301,13117130301,1303.01,Census Tract 1303.01,1.5,1,7,1.2,7.4,22,3,3,3,3,3,3,2,3,4750,{4B744B1E-81FA-4DE1-AF55-8207536EEB95},
612,13,117,130305,13117130305,1303.05,Census Tract 1303.05,6.7,3.5,5.3,2.1,5.3,3,3,3,3,3,3,3,3,4,4452,{050921B2-E4AB-49AB-9CCE-BCEB31A09BE9},
613,13,063,040518,13063040518,405.18,Census Tract 405.18,1.5,76.5,9.4,2,4.4,35.4,3,2,3,3,2,3,1,2,5057,{6D837CAB-6DC5-4A14-B7D3-C0AFCA3BDC37},
614,13,063,040515,13063040515,405.15,Census Tract 405.15,2.1,81.3,7.7,1.7,5.2,18,3,1,3,3,1,3,3,4,6389,{EA0DB39C-D369-450C-9B3F-339FADBC9E56},
615,13,063,040513,13063040513,405.13,Census Tract 405.13,4.7,76.5,6,2.2,10.1,13,3,2,3,3,2,3,3,4,4809,{DE05E696-9B39-4282-9CB1-950489E9879F},
616,13,063,040411,13063040411,404.11,Census Tract 404.11,3,78.2,4.8,1.8,5.7,13.8,3,2,3,3,2,3,3,4,12101,{5594FB5A-FE78-4242-8591-C5BB50638E14},
617,13,063,040512,13063040512,405.12,Census Tract 405.12,3.4,83.5,5.2,2.3,5.3,18.5,3,1,3,3,1,3,3,4,5076,{D3D6358A-EE1C-4DA5-A05F-952FF917DCA2},
618,13,063,040608,13063040608,406.08,Census Tract 406.08,2.3,71.8,6.1,2.4,6.9,7.2,3,2,3,3,2,3,3,4,11426,{9EB9E37F-9851-41FE-A0E9-C25E48899810},
619,13,063,040614,13063040614,406.14,Census Tract 406.14,7.9,34.4,4.9,1.7,19.7,8.3,2,3,3,3,2,1,3,4,4680,{959FBABD-793E-4F60-A17A-A2D2C003EF3B},
620,13,063,040606,13063040606,406.06,Census Tract 406.06,0.9,41.9,19.3,2.2,7,19,3,3,3,3,3,3,3,4,3624,{035A95AC-3A3E-486A-A186-7401DE77357B},
621,13,063,040612,13063040612,406.12,Census Tract 406.12,2.7,66.6,7.4,1.8,5.8,30.2,3,2,3,3,2,3,2,3,6891,{20D6288D-E1B3-4174-80DC-10D52A4657E2},
622,13,063,040609,13063040609,406.09,Census Tract 406.09,7.1,59,8.1,1.9,11.1,6.3,3,2,3,3,2,2,3,4,6283,{AF78F7C0-19D2-4356-8BC0-A84A333F002E},
623,13,063,040412,13063040412,404.12,Census Tract 404.12,14.3,58.2,9.8,2.9,7.7,10.5,1,2,3,3,1,3,3,4,7227,{DA473397-5F5C-43B6-BC7B-98AC4815B8FC},
624,13,063,040413,13063040413,404.13,Census Tract 404.13,4.3,62.1,16.6,1.8,5.3,25.9,3,2,3,3,2,3,2,3,6718,{164989FF-FA99-445F-84D2-DD518755BA36},
625,13,063,040613,13063040613,406.13,Census Tract 406.13,4.9,58.8,5.9,2.2,10,14.5,3,2,3,3,2,3,3,4,7996,{5ACC90AF-B746-48CC-B222-05E1933A14DC},
626,13,063,040408,13063040408,404.08,Census Tract 404.08,17.7,49.1,11.5,3,10.5,19.8,1,2,3,3,1,3,3,4,7423,{7B0DAA0B-9F08-431B-8A1E-AF58C89CADA7},
627,13,063,040409,13063040409,404.09,Census Tract 404.09,13.1,60.3,9.3,1.6,7.5,16.1,1,2,3,3,1,3,3,4,5716,{EB46A2C6-63B6-4CD0-A6A9-F6A04A55D50C},
628,13,063,040410,13063040410,404.10,Census Tract 404.10,2.2,57.7,24,1.9,6.2,27.4,3,2,3,3,2,3,2,3,7058,{5AFA112D-F89E-4A71-8D04-FC6B41F5DC09},
629,13,063,040303,13063040303,403.03,Census Tract 403.03,5,51.3,27.2,1.5,7.2,43,3,2,3,3,2,3,1,2,6953,{C8C8004E-EB7D-4C93-9763-972948951D40},
630,13,063,040302,13063040302,403.02,Census Tract 403.02,4.6,38.5,37,1.8,6.5,37,3,3,2,3,2,3,1,2,4829,{37CA98E1-DDDA-4ADA-B005-61FADF644E94},
631,13,063,040611,13063040611,406.11,Census Tract 406.11,2.5,50.8,28.4,2.3,5.5,32.5,3,2,2,3,2,3,2,3,6671,{C1B5D148-77C4-432F-9E78-834ACC8EB078},
632,13,063,040407,13063040407,404.07,Census Tract 404.07,15.7,45.4,14.5,1.9,11.6,18.1,1,3,3,3,1,2,3,4,3622,{7D363BFA-39EB-459C-B5BB-D70435DCBA47},
633,13,063,040510,13063040510,405.10,Census Tract 405.10,5.6,82,3.8,2,5.9,17.5,3,1,3,3,1,3,3,4,3402,{2264CC81-73A3-41C5-8B9B-3A34CEB7E344},
634,13,063,040514,13063040514,405.14,Census Tract 405.14,1.9,68,24.8,1.5,3.7,26.9,3,2,3,3,2,3,2,3,7208,{AD04E4D4-8722-433A-A30E-E96C9735FEFF},
635,13,063,040307,13063040307,403.07,Census Tract 403.07,20.7,32.3,24.2,2,9.9,26,1,3,3,3,1,3,2,3,4428,{BA17DBAD-CECD-429F-9F4E-8B2C295017E5},
636,13,063,040622,13063040622,406.22,Census Tract 406.22,1.5,57.3,25.2,2,5,19.3,3,2,3,3,2,3,3,4,7446,{4386B143-BFEC-4F61-9110-ADD0947A3D6B},
637,13,063,040621,13063040621,406.21,Census Tract 406.21,1.6,75.9,7.9,2.1,4.7,14.7,3,2,3,3,2,3,3,4,9202,{2070FEE3-6EA7-4026-9EFF-32F71220EDDB},
638,13,063,040619,13063040619,406.19,Census Tract 406.19,3,78,9.2,2.9,4.4,30.2,3,2,3,3,2,3,2,3,3001,{65DDF5F4-D589-47CF-9017-E0531A7B54F7},
639,13,063,040523,13063040523,405.23,Census Tract 405.23,10.8,71.2,8.6,1.7,8.7,11.8,2,2,3,3,2,3,3,4,2802,{19C9CF01-C647-42E6-A7A5-8A8DF4FF1D89},
640,13,063,040522,13063040522,405.22,Census Tract 405.22,9.8,70.3,8.8,2,8.2,25.8,2,2,3,3,2,3,2,3,4926,{763FE5D7-FA6D-4D17-847C-715B73CABA06},
641,13,063,040520,13063040520,405.20,Census Tract 405.20,1.8,91.4,4,1.8,2.1,21.6,3,1,3,3,1,3,2,3,3792,{17B20BBB-5B1C-4B70-AFA5-3BF59B1D0FB5},
642,13,063,040519,13063040519,405.19,Census Tract 405.19,0.9,92.1,2.7,2.2,1.8,28.6,3,1,3,3,1,3,2,3,4147,{A050DA38-4B9F-4CAC-9F58-02B700B5360A},
643,13,063,040417,13063040417,404.17,Census Tract 404.17,1.7,67.9,17.4,2.7,5,28.3,3,2,3,3,2,3,2,3,5132,{A55B5F61-AF1A-42C1-A89C-22BC932FE578},
644,13,063,040203,13063040203,402.03,Census Tract 402.03,0.7,87.3,7.8,1.8,3,18.3,3,1,3,3,1,3,3,4,3633,{777D2EFD-DB97-48F3-898D-8F8FB1938F3D},
645,13,063,040617,13063040617,406.17,Census Tract 406.17,1.1,7,66.3,1.7,4.6,10.2,3,3,1,3,1,3,3,4,1557,{F08D2FE1-BD22-4613-A8CF-F3BB0019865A},
646,13,063,040615,13063040615,406.15,Census Tract 406.15,5.9,68.2,7.3,1.8,6.9,4.3,3,2,3,3,2,3,3,4,1954,{21D49115-851A-4270-9F84-EFF4B88F3811},
647,13,063,040521,13063040521,405.21,Census Tract 405.21,5.7,66.7,10.6,2.3,6.9,18.4,3,2,3,3,2,3,3,4,3054,{07DCC62F-803C-4089-86A6-A178155B98F5},
648,13,063,040415,13063040415,404.15,Census Tract 404.15,1.7,63.4,23.7,2.3,4.4,26.1,3,2,3,3,2,3,2,3,5844,{B5C80B76-AB58-47F5-A972-AB045ABD4DAC},
649,13,063,040414,13063040414,404.14,Census Tract 404.14,5.9,38.9,30.1,2.1,7.8,13,3,3,2,3,2,3,3,4,1863,{6285BEE2-BA87-4C88-9B77-45CE6E6C7731},
650,13,063,040204,13063040204,402.04,Census Tract 402.04,0.7,90.5,4.7,2.3,3,31.4,3,1,3,3,1,3,2,3,3745,{0C2BBCCC-52EF-4272-9DC3-DD192DD0BAA7},
651,13,063,040308,13063040308,403.08,Census Tract 403.08,6.2,36.1,36,1.2,12.7,39.2,3,3,2,3,2,2,1,2,4520,{86E6DD91-B9C8-42F4-84CD-E725A0345A80},
652,13,063,040620,13063040620,406.20,Census Tract 406.20,4.4,71.3,5.1,2.8,8.1,26.7,3,2,3,3,2,3,2,3,3430,{81A6D96F-D8C0-42EB-A78C-5456021857B3},
653,13,063,040616,13063040616,406.16,Census Tract 406.16,2.7,72.4,9.1,3,4,17.1,3,2,3,3,2,3,3,4,8429,{7419D585-ADAB-4DF3-BF72-DACD35D23726},
654,13,063,040526,13063040526,405.26,Census Tract 405.26,1.7,80.9,5.7,2.5,5.6,28.9,3,1,3,3,1,3,2,3,5671,{86180E3F-2BEE-41C0-946A-0AEACB0AF812},
655,13,063,040525,13063040525,405.25,Census Tract 405.25,1,83.7,6.2,1.6,5.7,12,3,1,3,3,1,3,3,4,2707,{29A62CC6-25BF-4D25-85B6-6932B689296C},
656,13,063,040524,13063040524,405.24,Census Tract 405.24,5.2,78.4,6.2,1.7,7.1,23.8,3,2,3,3,2,3,2,3,6366,{1B2C93BD-0F2D-4166-9972-362FA028A242},
657,13,217,100903,13217100903,1009.03,Census Tract 1009.03,1.5,48.9,5.7,2.9,9,20.5,3,3,3,3,3,3,3,4,6365,{12A207A9-D222-49BE-953A-321886B87E12},
658,13,217,100902,13217100902,1009.02,Census Tract 1009.02,0.5,38.4,5.5,2.5,7.6,10.1,3,3,3,3,3,3,3,4,5470,{840D569E-88C3-489F-8BFB-FE94CBDC6F65},
659,13,217,100901,13217100901,1009.01,Census Tract 1009.01,0.5,38.3,3.4,2.4,7.8,8.8,3,3,3,3,3,3,3,4,10390,{CDB7538A-49B9-496E-B339-E4A139221D9A},
660,13,217,100201,13217100201,1002.01,Census Tract 1002.01,0.3,12.7,1.9,1.7,11.9,8.7,3,3,3,3,3,2,3,4,5950,{AD713E66-8296-466E-85CF-749AEFE2FB39},
661,13,217,100501,13217100501,1005.01,Census Tract 1005.01,1,70.1,5.5,2.1,6.8,16.8,3,2,3,3,2,3,3,4,13840,{EDB3F65E-258C-49B4-90D0-D3B9C0BC4406},
662,13,217,100800,13217100800,1008,Census Tract 1008,0.5,23.1,3,2,8,13,3,3,3,3,3,3,3,4,9687,{56CE9231-588A-4F27-95AD-2368B2E88DC3},
663,13,217,100202,13217100202,1002.02,Census Tract 1002.02,0.9,7.6,2.6,1.2,14.3,5.8,3,3,3,3,3,2,3,4,5335,{2401EE6B-6AD3-4004-AF3E-D9A9781D3D9D},
664,13,217,100700,13217100700,1007,Census Tract 1007,0.1,59.9,5.1,2,11.2,28,3,2,3,3,2,2,2,3,5924,{0DC9035E-062C-423A-B417-0539E594CA03},
665,13,217,100600,13217100600,1006,Census Tract 1006,0.5,48.6,4.6,2.6,7.6,14.2,3,3,3,3,3,3,3,4,6012,{111F5D15-BFAC-403B-A8A9-400B0592BB28},
666,13,217,100502,13217100502,1005.02,Census Tract 1005.02,0.5,53,10,2.2,7.5,13.4,3,2,3,3,2,3,3,4,7810,{D8F6ECAE-7383-41F6-95DD-8E29A865840D},
667,13,217,100400,13217100400,1004,Census Tract 1004,6.3,43.3,5.5,2.2,16.6,29.2,3,3,3,3,3,1,2,3,3548,{08A92AF1-CC05-4FBD-9284-03CEFA11BA60},
668,13,217,100300,13217100300,1003,Census Tract 1003,1.2,38.6,5.5,2,12.8,22.9,3,3,3,3,3,2,2,3,8377,{3E8F4012-6A7B-45CE-A500-E47787937B94},
669,13,217,100100,13217100100,1001,Census Tract 1001,0.7,23.9,2.6,1.3,13,8.9,3,3,3,3,3,2,3,4,11250,{9A2F3E78-29A3-45CE-95F0-74D4D39EEE2D},
670,13,063,040416,13063040416,404.16,Census Tract 404.16,9.5,39.9,26.8,2.4,9.8,17.6,2,3,3,3,2,3,3,4,3390,{EF08AAA5-18F7-409B-9E35-558921EE017B},
671,13,063,040306,13063040306,403.06,Census Tract 403.06,3,33.2,57.6,1.5,2.4,45.2,3,3,1,3,1,3,1,1,4372,{01999DF6-394B-422C-A071-E823BD280BDC},
672,13,063,040516,13063040516,405.16,Census Tract 405.16,4.9,72.9,8.4,2.2,4.8,25,3,2,3,3,2,3,2,3,6090,{81610117-A593-443F-A16A-3A7CBAD75B41},
673,13,063,040509,13063040509,405.09,Census Tract 405.09,1.9,86.8,3,1.8,7.7,12,3,1,3,3,1,3,3,4,4263,{BE17C6E0-EE53-4A75-BAE8-5572CC34116F},
674,13,063,040202,13063040202,402.02,Census Tract 402.02,14.1,75.1,5.5,2.1,3.7,36.3,1,2,3,3,1,3,1,1,2501,{88F1B8D6-7B17-4C8D-8F3C-DB9F6098E5A1},
675,13,247,060404,13247060404,604.04,Census Tract 604.04,1.4,34.4,6,2.1,11.7,4.8,3,3,3,3,3,2,3,4,5643,{7B1460E1-B43E-4AE5-89AF-D1BAF745ACD8},
676,13,247,060304,13247060304,603.04,Census Tract 603.04,1.5,53.4,10.3,2.1,12.6,25.5,3,2,3,3,2,2,2,3,5591,{4E4421D8-D472-45BA-97A3-33DA5131C005},
677,13,247,060101,13247060101,601.01,Census Tract 601.01,1.8,21,5.4,1.9,15.5,8.8,3,3,3,3,3,1,3,4,3446,{15BCDACD-5BF2-41E2-AD5D-A20A8A39644E},
678,13,247,060202,13247060202,602.02,Census Tract 602.02,2.2,55.9,4.3,1.8,10.3,12.6,3,2,3,3,2,3,3,4,9561,{30BD1D2E-72D2-4E48-9516-55AD31632874},
679,13,247,060201,13247060201,602.01,Census Tract 602.01,0.3,22.6,51,1.6,7.8,36.5,3,3,1,3,1,3,1,1,4821,{96A5A42D-E4CA-4DBE-A99C-D47A74789F87},
680,13,247,060306,13247060306,603.06,Census Tract 603.06,2.2,64.2,5.1,2.5,10.4,8.7,3,2,3,3,2,3,3,4,2705,{2F6C8A29-B9B1-495D-91C8-4B2EF818F9D6},
681,13,247,060407,13247060407,604.07,Census Tract 604.07,1.2,22.3,4.6,1.9,10.4,9.9,3,3,3,3,3,3,3,4,3294,{F064AD32-1343-4502-82D9-9725358319C1},
682,13,247,060403,13247060403,604.03,Census Tract 604.03,1.5,42.9,1.5,1.5,13.6,6.5,3,3,3,3,3,2,3,4,3563,{06D6521E-F38B-4E38-AD5F-573138D1F62D},
683,13,247,060406,13247060406,604.06,Census Tract 604.06,2.4,30.6,4.7,1.7,11.3,3.9,3,3,3,3,3,2,3,4,5323,{95213585-C68A-4231-8ED2-D466C442877F},
684,13,247,060305,13247060305,603.05,Census Tract 603.05,1.3,58.6,16.7,2.3,6.9,15.9,3,2,3,3,2,3,3,4,5101,{38AD7385-ED34-4004-8853-4D0FB8AB5DDB},
685,13,247,060309,13247060309,603.09,Census Tract 603.09,1.2,45.6,20.2,1.9,8.4,19.5,3,3,3,3,3,3,3,4,5970,{FCAAB5D3-EBB2-48DD-B5A7-73C01AE4942E},
686,13,247,060308,13247060308,603.08,Census Tract 603.08,1.9,58.3,10.2,2.6,12.7,21.6,3,2,3,3,2,2,2,3,7136,{F359CEAD-33AE-4692-95C2-B1FB79F4BFDF},
687,13,247,060405,13247060405,604.05,Census Tract 604.05,1.7,35.1,2.2,2.3,12.1,6.1,3,3,3,3,3,2,3,4,6945,{ED252576-1B73-4D27-8FF1-48E909713D79},
688,13,247,060307,13247060307,603.07,Census Tract 603.07,3.8,67.3,3.1,2.5,8.7,12.8,3,2,3,3,2,3,3,4,10647,{8E23C143-CA34-4263-BA2D-21024F11C159},
689,13,247,060102,13247060102,601.02,Census Tract 601.02,0.5,33,4.3,2.1,10.3,12,3,3,3,3,3,3,3,4,5469,{34473F81-1EC8-42A1-AAC0-27EA6D864D12},
690,13,121,011424,13121011424,114.24,Census Tract 114.24,8.8,9.7,5.7,2.7,11.5,3.3,2,3,3,3,2,2,3,4,5097,{B8721A2D-1DD4-47CA-8599-C5417C69AB02},
691,13,121,011422,13121011422,114.22,Census Tract 114.22,2.8,16.1,5.6,2.7,10.5,7.8,3,3,3,3,3,3,3,4,3666,{2EC8CCE2-7D1B-4BEB-B68B-D1919FB1ACB4},
692,13,121,009501,13121009501,95.01,Census Tract 95.01,1.8,2.5,1.8,0.6,23.7,4.8,3,3,3,3,3,1,3,4,4015,{282D33A0-0035-47DD-BD2B-62EA9E3B8359},
693,13,121,011305,13121011305,113.05,Census Tract 113.05,0.2,94.1,1.6,1.9,5.6,25.6,3,1,3,3,1,3,2,3,4263,{6847CA26-B66B-4B33-BECE-BE2A4DC17B2F},
694,13,121,000200,13121000200,2,Census Tract 2,2.7,4.9,4.1,1.5,6.6,5.5,3,3,3,3,3,3,3,4,5449,{9323EA4A-6848-4951-BDFA-185C33F18902},
695,13,121,009402,13121009402,94.02,Census Tract 94.02,7.4,21.1,41.5,2.2,0.6,13.7,2,3,1,3,1,3,3,4,4073,{E68F8C83-453B-4898-8832-CAA3564BF1F0},
696,13,121,001100,13121001100,11,Census Tract 11,7.5,13.3,5,2.7,5.9,9.8,2,3,3,3,2,3,3,4,3633,{89FEBF03-C40D-4AEE-9C73-04BA2D5D7D52},
697,13,121,011201,13121011201,112.01,Census Tract 112.01,0.3,77.1,5.2,1.9,6.7,23.2,3,2,3,3,2,3,2,3,3445,{BE663BF1-6F74-40F8-872F-491FF110EA62},
698,13,121,011303,13121011303,113.03,Census Tract 113.03,1.2,76.6,15.9,1.3,9.2,16.2,3,2,3,3,2,3,3,4,8433,{E87BB355-EF5A-4E27-BEEE-9369E5D5CDB9},
699,13,121,011505,13121011505,115.05,Census Tract 115.05,4.5,5.9,3.5,2.1,9.3,3.4,3,3,3,3,3,3,3,4,4198,{CCE44491-97AF-483D-9F35-E727018CA819},
700,13,121,010123,13121010123,101.23,Census Tract 101.23,4.1,26.1,16.5,2.5,11.8,14.1,3,3,3,3,3,2,3,4,4017,{F8561342-D2BE-46E0-BC1F-986CB8A3D21C},
701,13,121,010121,13121010121,101.21,Census Tract 101.21,5,7,3.2,1,28.3,5,3,3,3,3,3,1,3,4,1648,{4F50A1B1-DFAC-45C1-AAA8-88DE2D4E31F6},
702,13,121,011306,13121011306,113.06,Census Tract 113.06,0.6,93.8,1.7,1.6,7.7,36,3,1,3,3,1,3,1,1,2723,{3615E23F-615D-4CBB-9D5A-9F397F3A994F},
703,13,121,007706,13121007706,77.06,Census Tract 77.06,0.8,92.1,2.7,2,8.2,11.2,3,1,3,3,1,3,3,4,8430,{B6D77543-CD74-479F-8044-8AB2D6463045},
704,13,121,000400,13121000400,4,Census Tract 4,2.6,9.9,3.7,1.3,13.3,3,3,3,3,3,3,2,3,4,1715,{7357281F-0C94-4484-8E4D-19A34DBF0719},
705,13,121,009200,13121009200,92,Census Tract 92,5.1,21.5,22,2.5,5.3,24.9,3,3,3,3,3,3,2,3,6468,{61F91395-284B-4089-A626-DF3C1794154B},
706,13,121,008102,13121008102,81.02,Census Tract 81.02,0,92.1,5.4,1.8,15.5,41.6,3,1,3,3,1,1,1,1,5925,{4FEA50E6-3E85-4A30-A4AF-810C71F86DEC},
707,13,121,007002,13121007002,70.02,Census Tract 70.02,1.2,81.5,11.7,0.7,6,38.3,3,1,3,3,1,3,1,1,2975,{0E1F06C3-10DC-439E-8949-95554A79CA78},
708,13,121,011301,13121011301,113.01,Census Tract 113.01,0.9,77.7,5.7,2.4,14.7,15.7,3,2,3,3,2,2,3,4,4849,{BDF1BF95-55B4-4301-928D-6C1E5A9A883E},
709,13,121,010119,13121010119,101.19,Census Tract 101.19,3.5,43.9,19.8,5.1,5,27.9,3,3,3,1,1,3,2,3,4938,{369FE17D-6039-470E-84D7-A2489F424F5B},
710,13,121,010211,13121010211,102.11,Census Tract 102.11,2.1,6.1,27.6,1.7,8.7,4,3,3,3,3,3,3,3,4,3970,{BC838053-949C-4EEA-9582-1FC6CD91421B},
711,13,121,009801,13121009801,98.01,Census Tract 98.01,2.1,1.6,1.8,0.7,23,3.3,3,3,3,3,3,1,3,4,4680,{578430F2-E345-4236-A036-B28C6BADB984},
712,13,121,007703,13121007703,77.03,Census Tract 77.03,0.4,95.7,1.3,1.6,16.9,20.7,3,1,3,3,1,1,3,4,3861,{59A92516-57CA-4465-8156-C7DD11FD6D65},
713,13,121,007604,13121007604,76.04,Census Tract 76.04,0,97.4,1,0.9,6,40.9,3,1,3,3,1,3,1,1,2730,{100FD413-94AB-406E-8BED-DB112316D885},
714,13,121,000500,13121000500,5,Census Tract 5,7.9,19.9,4.7,2.7,6.1,10.6,2,3,3,3,2,3,3,4,4687,{318CF46F-487A-4DB3-A8F6-072733FA21C3},
715,13,121,009300,13121009300,93,Census Tract 93,2.1,5.4,3.6,1.9,9.7,6.6,3,3,3,3,3,3,3,4,4533,{E9667505-989A-45BA-87BF-903F967B18EE},
716,13,121,009900,13121009900,99,Census Tract 99,3,3.2,2,1.2,11.1,3,3,3,3,3,3,2,3,4,4993,{25B9FAE6-E876-4FDF-B539-8307C86F34E0},
717,13,121,009000,13121009000,90,Census Tract 90,3.7,4.7,2.5,1.5,6,5.7,3,3,3,3,3,3,3,4,4417,{65A10F44-84A4-4583-A3A6-0F3552266C60},
718,13,121,009700,13121009700,97,Census Tract 97,2.6,4.1,2.8,1.3,15.6,1.7,3,3,3,3,3,1,3,4,3534,{A2847FD5-0A91-49BD-9F7B-A625FF2529FC},
719,13,121,007500,13121007500,75,Census Tract 75,0.7,86.6,4,1.9,12,40.8,3,1,3,3,1,2,1,1,3511,{3DE4FD21-2D5A-4769-97E9-4EB2233ABF71},
720,13,121,008902,13121008902,89.02,Census Tract 89.02,10.3,23.3,5.8,3.3,2.5,17.4,2,3,3,2,2,3,3,4,5765,{FBD5CC90-E086-446E-A079-261200147FAA},
721,13,121,009603,13121009603,96.03,Census Tract 96.03,4.6,11.3,14.9,2.7,10.6,11.7,3,3,3,3,3,3,3,4,4388,{C62DE6FD-C344-47C5-B47D-A7E39848EDB2},
722,13,121,009601,13121009601,96.01,Census Tract 96.01,3.5,11.3,7.5,2.3,6.4,17.5,3,3,3,3,3,3,3,4,2438,{230405BE-D544-4E4A-B00F-E977A0B1EA35},
723,13,121,007705,13121007705,77.05,Census Tract 77.05,0.1,97.4,1,0.9,20.6,32.9,3,1,3,3,1,1,2,3,3628,{23B356B6-35F3-4CD4-9BCF-38FC12AAAEDA},
724,13,121,011612,13121011612,116.12,Census Tract 116.12,17.9,5.9,2.6,2.1,20.1,3.4,1,3,3,3,1,1,3,4,3133,{50D4407A-8C1D-48EE-B5F9-27B638F86E2D},
725,13,121,011623,13121011623,116.23,Census Tract 116.23,32.3,10.7,5.3,2,5,9,1,3,3,3,1,3,3,4,11473,{E59523DC-069A-41E4-86B2-C9676B0D991C},
726,13,121,011625,13121011625,116.25,Census Tract 116.25,26.3,9.9,4.8,3,6.7,5.9,1,3,3,3,1,3,3,4,7755,{58FB8032-5A90-4FC5-ACD4-C11FC4843EF3},
727,13,121,011619,13121011619,116.19,Census Tract 116.19,25.9,14.5,9.4,3.1,3.3,2,1,3,3,3,1,3,3,4,7503,{DAF985C6-CD23-421C-B876-025C64DEF838},
728,13,121,011621,13121011621,116.21,Census Tract 116.21,16.5,10,4.2,2.6,5.5,3.4,1,3,3,3,1,3,3,4,6366,{132C764A-F17D-49ED-B377-15A9D0C97FA6},
729,13,121,007704,13121007704,77.04,Census Tract 77.04,0.2,95.9,2,1.1,9.7,27.5,3,1,3,3,1,3,2,3,4551,{9AEB344D-0934-4BFA-AB20-CB487F7FD01E},
730,13,121,010206,13121010206,102.06,Census Tract 102.06,2.7,3.2,2.9,1.2,15.4,7.6,3,3,3,3,3,1,3,4,4977,{5971A98F-B230-47CF-BAA7-96C45B4A65BB},
